seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
103,"Degas, Dancer Resting drawing",德加：休息舞者素描,A,7.492,37.0,medium,B–A,3.62,是,当前层级依赖其在德加舞者色粉中的代表性，但该核心论断尚无目录或学术支撑。,否,缺作品目录和学术资料确认其在德加舞者色粉作品中的位置。,哈佛艺术博物馆和德加作品目录如何登录《Dancer Resting》，馆方或学界是否把它列为德加舞者色粉中的代表性作品？,缺馆方正式题名、登录号、年代、尺寸、纸张与色粉层记录，以及德加作品目录编号。；缺学术资料判定该件在德加舞者题材和色粉创作中的位置。；缺重要展览、出版及哈佛是否将其视为代表作的记录。；缺Maurice Wertheim此前所有权和具体入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
104,"Matisse, Interior sketch",马蒂斯：室内小稿,B,6.053,37.0,low,C–A,4.73,是,作品状态、年代及与完成作的关系未明，可能显著改变其创作史价值。,,缺馆方和作品目录确认该件的完成状态及与已知马蒂斯室内画的关系。,哈佛艺术博物馆和马蒂斯作品目录如何断代《Interior sketch》，它是否为某件已知室内画的准备稿或独立作品？,缺馆方记录确认正式题名、艺术家归属、年代、尺寸、材料及完成状态。；缺马蒂斯作品目录或研究确认该件与已知室内构图或完成作品的具体关系。；缺资料判定其是否确属马蒂斯早期发展，并与野兽派形成有关。；缺此前所有权、韦特海姆关联和入藏方式。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
105,"Pissarro, Village Roofs",毕沙罗：村庄屋顶,B,6.693,37.0,medium,C–A,4.73,是,其年代和同类质量位置尚未确认，答案不同可能改变当前层级。,,缺目录和比较资料确认该画在毕沙罗村镇景观中的年代及质量位置。,哈佛艺术博物馆和毕沙罗作品目录如何断代并定位《Village Roofs》，它与毕沙罗其他村镇屋顶景观相比处于何种位置？,缺馆方记录和毕沙罗作品目录条目，以确认正式题名、年代、描绘地点、尺寸及归属。；缺该件在毕沙罗村镇与屋顶景观中的年代位置和质量比较。；缺重要展览、学术出版及哈佛对该件馆藏地位的说明。；缺此前所有权、入藏方式及韦特海姆关联记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
106,"Sisley, River Bank",西斯莱：河岸,B,6.145,37.0,medium,C–A,4.73,是,“次级范例”的核心判断缺少目录与同类比较，研究结果可能改变当前层级。,,缺目录和比较研究确认该件在西斯莱河景作品中的实际位置。,哈佛艺术博物馆和西斯莱作品目录如何登录《River Bank》，该件与其主要河景作品在年代、质量和展览史上有何差异？,缺馆方记录和西斯莱作品目录条目，以确认正式题名、年代、地点、尺寸及归属。；缺该件与西斯莱其他河岸风景的年代、质量和重要展览比较。；缺资料判定它在西斯莱创作生涯中是常规作品还是较重要节点。；缺可靠的入藏时间、方式和捐赠者记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
107,"Berthe Morisot, Woman sewing",贝尔特·莫里索：缝纫女子,B,7.119,37.0,medium,C–A,4.73,是,当前判断依赖其题材代表性和叙事不可替代性，但两项均缺直接学术或馆方证据。,,缺作品目录与学术资料确认该件在莫里索家庭室内题材中的位置。,哈佛艺术博物馆和莫里索作品目录如何登录《Woman sewing》，馆方或学界是否将其视为莫里索家庭女性题材的代表作？,缺馆方记录和莫里索作品目录条目，以确认正式题名、年代、尺寸、归属及目录位置。；缺学术资料判定该件在莫里索缝纫、家庭室内题材及其创作生涯中的位置。；缺哈佛或学界是否将其视为莫里索及本馆印象派收藏代表作的说明。；缺此前所有权、入藏经过及韦特海姆关联记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
108,"Gauguin, Still‑Life with Fruit",高更：水果静物,B,6.985,37.0,low,C–A,4.73,是,塔希提时期归属及静物作品地位尚未确认，而它们直接支撑当前历史与艺术重要性判断。,,缺作品目录确认该件是否确属塔希提时期及其在高更静物中的位置。,哈佛艺术博物馆和高更作品目录将《Still-Life with Fruit》断代于何时何地，并如何评价它在塔希提时期静物中的位置？,缺馆方记录和高更作品目录条目，以确认正式题名、确切年代、创作地点、尺寸及归属。；缺证据确认该件是否确属塔希提时期，以及它在高更静物创作中的位置。；缺与同期高更静物的质量、稀缺性和重要展览比较。；缺直接支持其殖民语境阐释的馆方或学术文献。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
109,"Toulouse‑Lautrec, Portrait of a Lady",劳特累克：女士肖像,B,6.143,33.9,medium,C–A,4.96,是,亲笔归属、作品性质及核心收藏关系均会直接影响当前层级依据。,,缺HAM官方记录与权威作品目录对作品身份、归属及习作性质的确认,HAM馆藏页和劳特累克权威作品目录如何著录这件作品的登录号、年代、归属与作品性质，它是否确属Maurice Wertheim收藏？,缺HAM官方馆藏页及劳特累克权威作品目录对正式题名、登录号、年代、作者归属和“习作”性质的确认；缺该作属于Maurice Wertheim收藏及其捐赠入藏经过的馆方记录；缺该作与劳特累克同类肖像油稿在质量、作品目录位置及稀缺性上的比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
110,"Mary Cassatt, Mother and Child Sketch",玛丽·卡萨特：母与子速写,B,6.739,33.9,medium,C–A,4.96,是,作品完成状态、生涯位置及韦特海姆收藏关系可能改变当前层级。,,缺馆方及权威作品目录对作品完成状态和生涯位置的确认,HAM馆藏页与卡萨特权威作品目录将这件作品认定为色粉速写、准备稿还是独立成作，它位于其母子题材创作的哪个阶段？,缺HAM官方馆藏页及卡萨特权威作品目录对正式题名、年代、媒材、作者归属和完成状态的确认；缺该作在卡萨特母子题材创作中的年代位置、独立作品或准备稿性质及质量比较；缺该作属于Maurice Wertheim收藏及其入藏经过的馆方记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
111,"Whistler, Etching of Thames",惠斯勒：泰晤士河铜版画,B,6.563,26.0,medium,C–A,5.55,是,泰晤士河系列归属是当前历史意义判断的核心，但尚无权威确认。,,缺权威版画目录确认具体版名及泰晤士河系列归属,HAM馆藏号对应惠斯勒哪一幅具体蚀刻版画，Glasgow惠斯勒版画目录是否将其列入泰晤士河系列，并著录为何种版态？,缺HAM具体版名、登录号及权威惠斯勒版画目录对其是否属于泰晤士河系列的确认；缺该张印本的版态、版次、印数、纸张及印刷质量资料；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
112,"Thomas Eakins, Male Figure Study",伊金斯：男子人体习作,B,6.072,26.0,medium,C–A,5.55,是,亲笔归属和作品功能直接决定其艺术史与教学意义。,,缺亲笔归属及学院练习或准备稿性质的权威确认,HAM馆藏页及伊金斯权威作品目录如何认定这件男子人体图的作者与功能，它是学院练习、课堂示范还是对应某件成作的准备稿？,缺HAM官方记录或伊金斯权威作品目录对亲笔归属、题名、年代和登录号的确认；缺馆方或学术资料确认该人体图是学院练习、课堂示范还是具体成作的准备稿；缺与伊金斯其他人体及解剖研究作品的质量和作品目录比较；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
113,"Winslow Homer, Coastal Watercolor",温斯洛·霍默：海岸水彩,B,7.116,26.0,medium,C–A,5.55,是,创作阶段和作品质量是当前层级的主要依据，但尚无作品级来源。,,缺权威资料确认该作的创作阶段与同类作品质量位置,HAM馆藏页中的正式题名、年代和地点是什么，霍默权威作品目录或展览图录如何评价它在其海岸水彩中的质量与生涯位置？,缺HAM正式题名、地点、年代和权威作品目录对其在霍默海岸水彩创作阶段中位置的确认；缺展览图录或学术出版对该作质量、重要性及与霍默其他海岸水彩的比较；缺足以判断画面质量的高清图像、尺寸和保存状况资料；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
114,"John Singer Sargent, Landscape Sketch",萨金特：风景速写,B,6.878,33.9,medium,C–A,4.96,是,独立作品或准备稿性质及Winthrop遗赠关系会影响其馆内与艺术地位。,,缺作品性质、质量及Winthrop遗赠关系的权威确认,HAM馆藏页和Winthrop遗赠清单是否收录这件萨金特风景油稿，权威作品目录将其认定为独立现场创作还是其他作品的准备稿？,缺HAM馆藏页及萨金特权威作品目录确认正式题名、创作地点、年代、归属及独立油稿或准备稿性质；缺该作属于Grenville L. Winthrop遗赠的馆方清单或入藏文件；缺该作与萨金特其他风景油稿在质量、稀缺性和作品目录位置上的比较；缺技术检测与修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
115,"George Bellows, Boxing study",乔治·贝洛斯：拳击习作,B,6.767,26.0,low,C–A,5.55,是,对象类型明显冲突，且未证实的拳击作品关联是当前层级核心依据。,,缺馆方编目解决对象类型及其与具体拳击构图关系的矛盾,HAM官方馆藏记录将此对象编为石版画、素描还是试印，它具体对应贝洛斯哪一件拳击作品或哪一版构图？,缺HAM官方编目解决该对象究竟是石版画、素描、试印还是其他类型的矛盾；缺馆方或权威作品目录说明该作对应贝洛斯哪件拳击画、版画或具体构图；若为版画，缺版态、版次、印数、纸张及该张印本质量资料；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
116,"Grant Wood, Regional Landscape",格兰特·伍德：乡土风景,B,6.808,26.0,medium,C–A,5.55,是,作品身份、生涯位置及是否具有馆内代表性都可能影响当前层级。,,缺权威确认作品身份及其在伍德地域主义创作中的位置,HAM馆藏页与格兰特·伍德权威作品目录如何著录这件风景画，它属于伍德地域主义创作的哪个阶段，HAM是否将其列为美国艺术代表藏品？,缺HAM馆藏页及格兰特·伍德权威作品目录确认正式题名、年代、地点、作者归属和登录号；缺该作在伍德地域主义创作中的阶段、质量和作品目录位置资料；缺HAM是否将该作视为美国地域主义代表藏品的官方说明及馆内同类比较；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
117,"Edward Hopper, Early etching",爱德华·霍普：早期铜版画,B,6.439,26.0,medium,C–A,5.55,是,“早期”定位及与成熟风格的关系是当前历史意义依据，但均未证实。,,缺具体版名及其在霍普版画生涯中“早期”位置的确认,HAM馆藏号对应霍普哪一幅蚀刻版画，权威版画目录将其定年为何时，并是否支持它与成熟都市题材发展的直接关系？,缺HAM具体版名、年代和权威霍普版画目录对其“早期”生涯位置的确认；缺该张印本的版态、版次、印数、纸张和印刷质量资料；缺学术出版对该作与霍普成熟都市题材及光影语言关系的直接论证；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
118,"Jacob Lawrence, Single figure study",雅各布·劳伦斯：人物单体习作,A,7.377,26.0,low,C–A,5.55,是,《迁徙》系列准备稿身份是当前A级的核心依据，却尚无权威证明。,否,缺权威确认该作确为《迁徙》系列准备稿并对应具体面板,HAM馆藏页或雅各布·劳伦斯权威作品目录是否明确认定此作为《迁徙》系列准备稿，它对应系列中的哪一具体面板或构图？,缺HAM官方记录或雅各布·劳伦斯权威作品目录确认其确为《迁徙》系列准备稿；缺该作对应《迁徙》系列哪一具体面板、人物或构图的直接证据；缺《迁徙》系列相关准备稿的存世数量、稀缺性及学术比较；缺该作在哈佛课程或教学活动中的使用记录；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
119,"Stuart Davis, Abstract city study",斯图尔特·戴维斯：城市抽象习作,B,6.951,26.0,medium,C–A,5.55,是,作品发展阶段及核心解释未经证实，答案可能改变其历史与艺术重要性判断。,,缺权威确认作品身份及其在戴维斯抽象发展中的位置,HAM馆藏页和斯图尔特·戴维斯权威作品目录如何著录此作的题名与年代，它处于其具象转向抽象的哪个阶段，是否有文献直接支持爵士节奏解释？,缺HAM馆藏页及斯图尔特·戴维斯权威作品目录确认正式题名、年代、作者归属和登录号；缺该作在戴维斯由具象向抽象发展中的阶段、质量和作品目录位置资料；缺学术出版对该作城市题材及爵士节奏解释的作品级支持；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
120,"Gilbert Stuart, Gentleman portrait",吉尔伯特·斯图尔特：绅士肖像,B,5.834,26.0,low,C–A,5.55,是,亲笔归属与人物身份均属定级核心事实，且不同答案可能造成显著变化。,,缺亲笔归属及肖像人物身份的权威确认,HAM馆藏页及吉尔伯特·斯图尔特权威作品目录如何认定此作的亲笔归属，肖像人物是谁，其身份是否具有足以影响作品历史地位的重要性？,缺肖像人物姓名、身份及其历史重要性的可靠资料；缺HAM官方记录或吉尔伯特·斯图尔特权威作品目录确认亲笔归属并排除工作室作品；缺权威作品目录对该作质量、年代、生涯位置及与其他绅士肖像的比较；缺作品来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
121,"John Trumbull, Historical scene sketch",约翰·特朗布尔：历史场景草稿,B,6.381,35.4,low,C–A,4.84,是,对象无法唯一识别，核心的成品画关系也未经证实；总述所称Wikidata编号与年份未落实到逐件记录。,,缺可将此泛称唯一对应到哈佛馆藏记录的正式题名、登录号与馆方链接,哈佛馆藏检索中哪条约翰·特朗布尔记录与此“历史场景草稿”相符，其登录号、年代及对应的成品历史画是什么？,缺可将此泛称唯一对应到哈佛馆藏记录的正式题名、登录号与馆方链接；缺特朗布尔作品目录对其对应成品历史画及草稿关系的确认；缺该作在特朗布尔革命战争习作中的存世比较与学术定位；缺可靠的来源、入藏经过、展览史与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
122,"Jackson Pollock, Small drawing",波洛克：小幅纸上抽象,B,5.814,35.4,low,C–A,4.84,是,对象无法唯一识别，且决定其发展史意义的年代与滴画阶段关系没有来源。,,缺可将此泛称对应到哈佛馆藏记录的正式题名、登录号及馆方链接,哈佛馆藏检索中哪件波洛克纸本水墨与此记录相符，其登录号、年代及波洛克作品目录编号是什么，是否创作于滴画阶段？,缺可将此泛称对应到哈佛馆藏记录的正式题名、登录号及馆方链接；缺波洛克作品目录对其归属、年代及与滴画阶段关系的确认；缺该作与波洛克其他纸本作品的质量、展览频率及学术地位比较；缺作品正反面图像、准确尺寸及纸张保存状态；缺可靠的来源、入藏经过与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
123,"Willem de Kooning, Woman sketch",德·库宁：女子草稿,B,6.486,37.0,low,C–A,4.73,是,作为主要定级依据的“女人”系列关系未经证实，对象本身也无法由现有字段唯一识别。,,缺德·库宁作品目录确认该炭笔稿是否属于“女人”系列及是否对应具体油画,哈佛馆藏中哪件德·库宁炭笔女子素描与此记录相符，作品目录是否将其列入“女人”系列或认定为某件油画的准备稿？,缺哈佛正式题名、登录号、年代、署名与馆方归属记录；缺德·库宁作品目录确认该炭笔稿是否属于“女人”系列及是否对应具体油画；缺该作在德·库宁纸本创作与职业生涯中的学术定位和同类质量比较；缺可靠的来源、入藏经过、展览史与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
124,"Franz Kline, Ink drawing",弗朗茨·克莱因：水墨稿,B,6.106,37.0,low,C–A,4.73,是,当前定级依赖“成熟油画前驱”这一未经证实的关系，且对象身份不明。,,缺克莱因作品目录或技术研究确认该水墨稿是否对应具体油画,哈佛馆藏中哪件弗朗茨·克莱因水墨稿与此记录相符，克莱因作品目录或技术研究是否将其与某件大型黑白油画相联系？,缺哈佛正式题名、登录号、年代、尺寸与准确技法记录；缺克莱因作品目录或技术研究确认该水墨稿是否对应具体油画；缺该作在克莱因纸本研究及成熟黑白绘画发展中的确切位置；缺同类水墨稿的存世数量、质量与稀缺性比较；缺可靠的来源、入藏经过与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
125,"Mark Rothko, Early figurative work",罗斯科：早期具象绘画,B,6.372,37.0,low,C–A,4.73,是,决定发展史价值的年代与转型位置均未核实，无法确认当前对象是否具备所述重要性。,,缺罗斯科作品目录确认其年代、归属及在具象转向抽象过程中的位置,哈佛馆藏中哪件罗斯科具象油画与此记录相符，其作品目录编号和年代是什么，学术文献将它置于转向抽象的哪个阶段？,缺哈佛正式题名、登录号、年代、尺寸、材质与馆方链接；缺罗斯科作品目录确认其年代、归属及在具象转向抽象过程中的位置；缺罗斯科早期具象作品的存世数量、质量及重要性比较；缺哈佛是否将该作列为教学重点或美国现代艺术代表作的说明；缺可靠的来源、入藏经过与展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
126,"Max Beckmann, Lithograph self‑portrait",马克斯·贝克曼：石版画自画像,B,7.025,35.4,low,C–A,4.84,是,版画尚未唯一识别，版次、版态和自画像序列地位等定级关键事实均缺失。,,缺哈佛正式题名、登录号、年代、尺寸、版次与版态记录,哈佛馆藏中哪件贝克曼石版自画像与此记录相符，其版画目录编号、版次版态及布施-赖辛格对其馆藏地位的说明是什么？,缺哈佛正式题名、登录号、年代、尺寸、版次与版态记录；缺贝克曼版画作品目录编号及其在自画像序列中的位置；缺同版印本数量、馆藏分布及本印张质量的比较资料；缺布施-赖辛格是否将其列为贝克曼或表现主义代表作的说明；缺可靠的来源、入藏经过与展览出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
127,"Otto Dix, War print",奥托·迪克斯：战争版画,A,7.590,37.0,low,C–A,4.73,是,组套归属与具体图版是当前定级的主要依据，却未获确认；所标技法也缺官方记录核对。,否,缺哈佛记录与迪克斯版画目录确认其是否属于《战争》组套、具体图版及组套位置,哈佛馆藏中的这件迪克斯战争版画究竟是哪一图版，是否属于《战争》组套，其准确技法、版次版态和作品目录编号是什么？,缺哈佛正式题名、登录号、年代、准确技法、版次与版态；缺哈佛记录与迪克斯版画目录确认其是否属于《战争》组套、具体图版及组套位置；缺该图版在迪克斯战争图像与魏玛时期创作中的学术定位；缺同版印本数量、馆藏分布、稀缺性及本印张质量比较；缺可靠的来源、入藏经过及展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
128,"Paul Klee, Animal fantasy drawing",保罗·克利：幻想动物素描,B,6.754,35.4,low,C–A,4.84,是,泛称无法锁定对象，年代及包豪斯关联等可能改变馆藏相关性的事实均未确认。,,缺哈佛正式题名、登录号、年代、尺寸、准确技法及馆方链接,哈佛馆藏中哪件保罗·克利幻想动物纸本作品与此记录相符，其作品目录编号、年代及是否属于包豪斯时期是什么？,缺哈佛正式题名、登录号、年代、尺寸、准确技法及馆方链接；缺克利作品目录条目及该作动物母题和职业生涯位置的说明；缺年代证据以确认该作是否与克利包豪斯时期相关；缺与克利同类幻想动物纸本作品的质量、数量和稀缺性比较；缺可靠的来源、入藏经过及展览出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
129,"Kandinsky, Woodcut print",康定斯基：木刻版画,A,7.253,37.0,low,C–A,4.73,是,“早期抽象实验”这一主要定级论断缺少题名、年代、系列及作品目录证据。,否,缺康定斯基作品目录确认所属系列及由具象走向抽象过程中的位置,哈佛馆藏中哪件康定斯基木刻与此记录相符，其系列、作品目录编号、年代和版态是什么，学界如何定位它与抽象形成的关系？,缺哈佛正式题名、登录号、年代、尺寸、版次、版态及馆方链接；缺康定斯基作品目录确认所属系列及由具象走向抽象过程中的位置；缺不同印本、版态及本印张质量的比较；缺同类早期木刻的存世数量、稀缺性及学术评价；缺可靠的来源、入藏经过与展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
130,"Joan Miró, small surreal drawing",米罗：超现实小素描,B,6.095,37.0,low,C–A,4.73,是,现有元数据甚至未单列作者，且对象身份、归属与风格阶段均未经馆方或作品目录确认。,,缺哈佛正式题名、登录号、年代、尺寸、技法、署名及馆方链接,哈佛馆藏中哪件米罗小幅纸本作品与此记录相符，其作品目录编号、年代、署名和超现实主义阶段归属是什么？,缺哈佛正式题名、登录号、年代、尺寸、技法、署名及馆方链接；缺米罗作品目录对归属、年代及超现实主义阶段位置的确认；缺该作与米罗同类小幅纸本作品的质量、重要性与稀缺性比较；缺作品图像与准确尺寸以核验其视觉品质和“小幅”描述；缺可靠的来源、入藏经过及展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
131,"Henry Moore, small sculpture maquette",亨利·摩尔：小雕塑模型,B,6.245,35.4,low,C–A,4.84,是,模型的制作身份及其与大型雕塑的关系都是定级关键事实，目前均无可靠证据。,,缺证据确认其属于原始工作模型、铸造母型还是后制复制品,哈佛馆藏中的这件亨利·摩尔石膏模型是哪一目录作品，它是原始工作模型、铸造母型还是复制品，又对应哪件大型雕塑？,缺哈佛正式题名、登录号、年代、尺寸、材质及制作记录；缺证据确认其属于原始工作模型、铸造母型还是后制复制品；缺该模型对应的具体大型雕塑及二者制作关系；缺亨利·摩尔作品目录编号及与其他模型作品的唯一性和质量比较；缺可靠的来源、入藏经过及展览出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
132,"Calder, small mobile",考尔德：小型动态雕塑,B,6.970,35.4,low,C–A,4.84,是,原创或版本状态尚不明确，实际动态体验也无记录；两者均可能改变其代表性和优先级。,,缺证据确认其为唯一原作、版本作品、授权制作还是复制品,哈佛馆藏中的这件考尔德小型动态雕塑是哪一目录作品，它是唯一原作、版本作品还是授权制作，其实际悬挂和运动状态如何？,缺哈佛正式题名、登录号、年代、尺寸、材料及制作记录；缺证据确认其为唯一原作、版本作品、授权制作还是复制品；缺该作在考尔德职业生涯及动态雕塑发展中的作品目录定位；缺实际悬挂方式、运动范围、平衡、投影及保存状态记录；缺可靠的来源、入藏经过及展览出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
133,"Richard Serra, drawing",理查德·塞拉：纸上素描,B,5.950,21.4,low,C–A,5.90,是,对象身份与系列地位尚未确认，答案不同可能改变当前Tier。,,缺哈佛官方记录中的准确题名、藏品号、年代、尺寸与当前作者归属,哈佛藏品库中哪件理查德·塞拉石墨纸本作品对应此记录，其准确题名、藏品号、年代、尺寸、系列归属及馆内定位是什么？,缺哈佛官方记录中的准确题名、藏品号、年代、尺寸与当前作者归属；缺该画在塞拉纸上作品系列及其创作生涯中的位置；缺哈佛对该画与馆内其他塞拉作品相对地位的说明；缺具体入藏日期与捐赠方式,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
134,"Man Ray, portrait photograph",曼·雷：人物摄影,B,5.609,21.4,low,C–A,5.90,是,具体照片及印本性质未确认，而这些事实直接影响作品地位。,,缺哈佛官方记录中的准确题名、被摄者、藏品号、底片年代与印制年代,哈佛藏品库中哪件曼·雷人物摄影对应此记录，其被摄者、底片与印制年代、摄影工艺及原版印本认定是什么？,缺哈佛官方记录中的准确题名、被摄者、藏品号、底片年代与印制年代；缺摄影工艺、版次、印数及是否为原版或后期印本的认定；缺作品目录或学术出版对其在曼·雷摄影生涯中位置的判断；缺具体入藏日期与捐赠方式,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
