seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
92,Pre‑Raphaelite stained‑glass panel,拉斐尔前派彩色玻璃嵌板,2800 European Decorative Arts,Stained‑Glass,object,欧洲彩色玻璃,1,7.5,6.7,8,7.7,7.4,0,8.0,9.2,7.8,8.320,7.472,A,A,,Core 7.472 落在 7.2–8.49,medium,伯恩-琼斯作坊的人物彩窗以强烈透光色彩连接拉斐尔前派、宗教装饰与工艺复兴，在馆内欧洲艺术教学中具有较强辨识度。,组内唯一的欧洲彩色玻璃，以伯恩-琼斯作坊的拉斐尔前派人物设计兼具典范性与媒材稀缺性，并补足绘画之外的英国工艺美术叙事。,
93,Gothic ivory casket with courtly romance scenes,哥特牙雕首饰盒：宫廷罗曼故事,2420 European Decorative Arts,Ivory,object,中世纪欧洲象牙雕刻,1,8.2,7,7.8,7.8,8.4,0,8.3,9.2,8.2,8.550,7.845,A,A,,Core 7.845 落在 7.2–8.49,medium,完整叙述宫廷爱情故事的哥特象牙盒属于较稀见的中世纪世俗豪华艺术，能集中解释骑士文学、物质文化和连续图像叙事。,作为组内唯一对象，它以罕见的世俗宫廷罗曼叙事首饰盒代表哥特象牙工艺，D居组内首位且补足了本馆中世纪欧洲世俗生活与装饰艺术的一环。,
94,Renaissance maiolica dish with triumphal scene,文艺复兴马约里卡凯旋纹大盘,2420 European Decorative Arts,Ceramic,object,意大利文艺复兴马约里卡陶器,2,7.1,6.1,7.4,7.2,7.5,0,7.8,8.4,7.4,7.900,7.050,B,B,,Core 7.050 落在 5.5–7.19,medium,凯旋题材的彩绘马约里卡兼具鲜明装饰效果，并能说明文艺复兴陶艺、古典复兴与精英餐桌文化的结合。,组内排名第一，凯旋叙事大盘比药罐更集中体现文艺复兴马约里卡的绘画性、古典复兴与陈设典范，独特性和叙事补位均更强。,
95,"17th‑century tapestry fragment, pastoral",17世纪田园挂毯残片,2420 European Decorative Arts,Tapestry,object,欧洲挂毯,1,5.6,4.9,5.8,5.5,6.2,0,5.7,8.0,6.1,6.470,5.617,C,B,变,Core 5.617 落在 5.5–7.19,low,田园题材羊毛丝织残片可用于讲解巴洛克时期室内陈设与挂毯技法，但残缺且缺少作坊、产地等突出信息，替代性较高。,作为组内唯一的欧洲挂毯，它以羊毛丝线和田园题材补足欧洲装饰艺术中的纺织媒介，故D居组内首位，但残片状态与题材常见性限制了Q与G。,
96,"Medardo Rosso, Ecce Puer bronze",梅达尔多·罗索：看那孩子 青铜,2110 Modern Art,Bronze,object,现代欧洲雕塑,1,8.2,6.8,7.7,7.5,8.2,0,8.4,9.0,7.8,8.460,7.696,A,A,,Core 7.696 落在 7.2–8.49,medium,《看那孩子》是罗索以朦胧表面、光线和瞬间知觉革新现代肖像雕塑的代表性构思，艺术史与教学价值显著。,作为组内唯一对象，罗索以消融轮廓和光感塑形的独特语言居于无可替代的首位，并为以绘画见长的现代欧洲叙事补入后印象派雕塑一环。,
97,"Richard Serra, Corner Prop Piece",理查德·塞拉：角落支撑构件,2110 Modern Art,Lead & Steel,object,极简与后极简雕塑,1,8.2,6.2,7.7,6.8,8.4,0,8.8,9.2,8.0,8.760,7.501,A,A,,Core 7.501 落在 7.2–8.49,medium,塞拉的“支撑”构造以铅板的重量、重力与潜在失衡制造直接空间张力，是阐释后极简雕塑的强例，但不属于哈佛馆最核心的身份板块。,组内唯一，且以铅板依靠重力与角落结构自立，典型呈现塞拉早期后极简主义语言，并为本馆现代艺术叙事补上材料、重量与空间关系这一关键环节。,
98,"Man Ray, Rayograph photograph",曼·雷：雷氏光绘摄影,2130 Photography,Photograph,object,达达与超现实主义摄影,1,7.8,5.8,6.4,7,8.3,0,8.7,9.3,8.4,8.820,7.147,A,B,变,Core 7.147 落在 5.5–7.19,medium,无相机“雷氏光绘”是曼·雷及超现实主义摄影的标志性实验，制作原理直观而教学价值突出，但具体年代、版本与本馆独特性未明。,组内唯一且以曼·雷标志性的无相机光影实验代表达达—超现实主义摄影，典范性与非重复性均高，并补足本馆现代艺术叙事中的实验摄影一环。,
99,"Van Gogh, Landscape with Trees",梵高：树木风景,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,7.2,6.6,7.4,7.5,7.1,0,7.5,7.8,6.7,7.430,7.133,A,B,变,Core 7.133 落在 5.5–7.19,medium,这件晚期梵高风景虽属次要作品，仍以鲜明笔触和名家吸引力支持Wertheim收藏的后印象派叙事，但不可替代性远低于馆藏梵高自画像。,虽属次要作品，但其表现性笔触使它成为组内风景画簇的代表之一，独特性仅次于几件题材与媒介更特殊的作品。,
100,"Monet, Study of Waterlily",莫奈：睡莲习作,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,6.8,5.8,6.5,6.8,7,0,6.9,6.4,7.0,6.770,6.532,B,B,,Core 6.532 落在 5.5–7.19,medium,小幅睡莲习作可展示莫奈由观察到画面组织的探索过程，但完成度、现场冲击与本馆身份作用均明显低于其大型成熟作品及馆藏圣拉扎尔车站。,睡莲母题在组内颇有辨识度并补充莫奈的花园创作面貌，但小型习作的品质与独特性均处中游。,
101,"Renoir, Landscape near Louveciennes",雷诺阿：卢维西耶纳附近风景,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,6.8,6.1,6.8,6.9,6.8,0,6.9,4.4,6.3,6.030,6.563,B,B,,Core 6.563 落在 5.5–7.19,medium,作品是质量稳健且易于欣赏的印象派风景，可补充雷诺阿在人物画之外的实践，但并非其标志性构图或本馆不可替代的名作。,作品具稳健的印象派品质，但在本组多件风景画中题材与表现均较雷同，独特性位居后段。,
102,"Cézanne, Study of a Peach",塞尚：桃子习作,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,6.5,5.8,6,6.1,7.1,0,6.7,7.1,7.6,7.000,6.330,B,B,,Core 6.330 落在 5.5–7.19,medium,小幅桃子习作的视觉规模有限，却适合讲解塞尚如何以色块、体积和反复观察重构静物，是研究性强于观赏震撼的作品。,虽是小幅习作，却以塞尚式静物探索区别于大批户外风景，在组内独特性和叙事补位均居中上。,
103,"Degas, Dancer Resting drawing",德加：休息舞者素描,1220 Maurice Wertheim Room,Pastel on Paper,object,印象派与后印象派绘画,9,7.7,6.8,7.4,7.6,7.7,0,8.1,9.2,8.3,8.470,7.492,A,A,,Core 7.492 落在 7.2–8.49,medium,舞者与色粉媒材均属德加最具代表性的创作领域，这件细腻习作兼具即时吸引力、技法研究价值和Wertheim收藏的板块支撑作用。,作为组内唯一的纸本色粉舞者题材，它兼具德加的典范性与媒介差异，综合代表性处于首梯队。,
104,"Matisse, Interior sketch",马蒂斯：室内小稿,1220 Maurice Wertheim Room,Oil Sketch,object,法国现代主义绘画,1,6.2,5.3,5.9,6,6.6,0,6.4,8.3,7.2,7.130,6.053,B,B,,Core 6.053 落在 5.5–7.19,medium,早期室内油画小稿能说明马蒂斯构图与色彩语言的探索阶段，但尺寸、完成度和独特性有限，在本馆更强的法国现代艺术作品中较易被替代。,组内唯一的法国现代主义绘画，虽只是马蒂斯早期探索性小稿、典范程度不及其成熟名作，但在本组无重复，并能补充法国现代主义及创作过程研究的一环。,
105,"Pissarro, Village Roofs",毕沙罗：村庄屋顶,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,7,6,6.9,6.8,7.2,0,7.2,5.4,6.8,6.580,6.693,B,B,,Core 6.693 落在 5.5–7.19,medium,村庄屋顶题材与扎实的光色处理较完整地代表毕沙罗的印象派实践，适于解释现代风景和日常环境，但并非本馆级的明星画作。,村庄屋顶视角较河岸和乡间景色稍具区别，但仍属于重复度较高的印象派风景簇，组内居中偏后。,
106,"Sisley, River Bank",西斯莱：河岸,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,6.5,5.4,6.6,6.5,6.5,0,6.6,3.5,6.0,5.550,6.145,B,B,,Core 6.145 落在 5.5–7.19,medium,宁静河岸景色体现西斯莱一贯的空气感与水景处理，但作为次级范例，在艺术突破性和哈佛馆藏身份中的作用均较有限。,河岸景色能补齐西斯莱这一印象派支线，但与组内多件风景画重合度最高，独特性列末位。,
107,"Berthe Morisot, Woman sewing",贝尔特·莫里索：缝纫女子,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,7.3,6.2,6.9,7.1,7.7,0,7.8,9.4,9.1,8.540,7.119,A,B,变,Core 7.119 落在 5.5–7.19,medium,缝纫女子以莫里索特有的亲密家庭视角切入女性经验和现代生活，既具可亲的观赏性，也能纠正传统印象派叙事中过度偏重男性艺术家的倾向。,亲密的女性中心家庭题材在本组风景与静物占多数的格局中最不可替代，独特性和叙事补位均列首位。,
108,"Gauguin, Still‑Life with Fruit",高更：水果静物,1220 Maurice Wertheim Room,Oil Painting,object,印象派与后印象派绘画,9,7.1,6.1,7,7,7.7,0,7.3,8.4,8.4,7.850,6.985,B,B,,Core 6.985 落在 5.5–7.19,medium,这件大溪地时期水果静物虽非高更的代表性人物或岛屿场景，仍可通过实验性色彩及其殖民语境连接后印象主义的重要艺术与历史议题。,其色彩实验性静物鲜明连接印象派与更激进的后印象派探索，在组内独特性仅次于莫里索与德加。,
109,"Toulouse‑Lautrec, Portrait of a Lady",劳特累克：女士肖像,1220 Maurice Wertheim Room,Oil Sketch,object,法国现代人物油画习作,1,6.3,5.8,5.7,6.0,6.3,0,7.0,8.3,6.7,7.330,6.143,B,B,,Core 6.143 落在 5.5–7.19,low,劳特累克的小型肖像油画习作能呈现巴黎现代生活与其人物观察，但作为未明确身份的草稿，在以名作支撑的 Wertheim 收藏中较可替代。,作为组内唯一的法国现代人物油画习作，它以劳特累克式巴黎人物观察居本组首位，独特性较高，并为馆内法国现代主义叙事补入肖像草稿与创作过程的一环。,
110,"Mary Cassatt, Mother and Child Sketch",玛丽·卡萨特：母与子速写,1220 Maurice Wertheim Room,Pastel on Paper,object,美国人物纸本作品,3,7.0,6.0,6.4,6.8,7.2,0,8.1,7.4,7.6,7.790,6.739,B,B,,Core 6.739 落在 5.5–7.19,medium,母子题材与纸本色粉均是卡萨特创作的重要面向，兼具亲和力和女性生活史教学价值，但这件速写并非该馆身份所系的核心名作。,组内居第二，其母子题材与色粉媒介颇具卡萨特代表性，但在文明叙事的独特补位上不及劳伦斯。,
111,"Whistler, Etching of Thames",惠斯勒：泰晤士河铜版画,2700 American Art,Etching on Paper,object,美国艺术家版画,3,7.1,5.7,5.8,5.9,7.4,0,8.6,8.9,7.8,8.530,6.563,B,B,,Core 6.563 落在 5.5–7.19,medium,若属于惠斯勒的泰晤士河系列，它对理解十九世纪蚀刻复兴、工业伦敦及艺术家早期发展颇有价值，但小幅版画的现场冲击和本馆不可替代性有限。,组内居首，泰晤士河题材体现惠斯勒作为蚀刻版画家的典范水准，较另两件更具历史代表性与不可替代性。,
112,"Thomas Eakins, Male Figure Study",伊金斯：男子人体习作,2700 American Art,Charcoal on Paper,object,美国人物纸本作品,3,6.4,5.7,5.4,5.5,7.2,0,7.1,5.5,6.6,6.520,6.072,B,B,,Core 6.072 落在 5.5–7.19,medium,男子人体炭笔习作契合伊金斯对解剖、写实训练与学院教学的重视，尤其适合大学研究语境，但单张常规习作较易被同类材料替代。,组内居第三，伊金斯式人体训练能体现美国现实主义教学传统，但作为常见学院习作，其非重复性最低。,
113,"Winslow Homer, Coastal Watercolor",温斯洛·霍默：海岸水彩,2700 American Art,Watercolor on Paper,object,美国风景水彩,1,7.5,6.1,7.1,7.4,7.2,0,8.4,8.8,7.6,8.360,7.116,B,B,,Core 7.116 落在 5.5–7.19,medium,海岸与水彩都是霍默艺术成就的关键领域，一件质量良好的海景水彩通常具有鲜明光色和广泛吸引力，不过它并非哈佛馆藏身份中被明确标举的核心。,组内唯一一件美国风景水彩，且霍默的海岸题材与水彩技法具有典范性，因而独特性居组内首位，并能为美国艺术叙事补入重要的纸上风景传统。,
114,"John Singer Sargent, Landscape Sketch",萨金特：风景速写,2700 American Art,Oil Sketch,object,美国艺术家风景油画,2,6.9,6.5,7.1,7.2,6.8,0,7.4,6.6,7.0,7.080,6.878,B,B,,Core 6.878 落在 5.5–7.19,medium,萨金特即兴风景油画可凭流畅笔触提供强烈的现场愉悦和创作过程信息，而哈佛重要的萨金特收藏语境提高了其馆内价值，虽未能确认其具体遗赠来源。,组内居次：萨金特的现场油画速写以笔触和创作过程见长，契合教学研究语境，但作为美国风景叙事节点不及格兰特·伍德鲜明。,
115,"George Bellows, Boxing study",乔治·贝洛斯：拳击习作,2700 American Art,Lithograph,object,美国艺术家版画,3,6.8,5.7,6.8,7.1,7.3,0,8.0,8.0,8.1,8.020,6.767,B,B,,Core 6.767 落在 5.5–7.19,low,拳击题材是贝洛斯最具代表性的都市图像之一，石版画的强烈动势易于吸引游客并讲述阿什坎派文化，但所给“准备稿”关系与具体版次均不明确。,组内居次，其石版技法与拳击题材明显区别于两件城市蚀刻，并为美国现代都市大众文化叙事提供较强补位。,
116,"Grant Wood, Regional Landscape",格兰特·伍德：乡土风景,2700 American Art,Oil Painting,object,美国艺术家风景油画,2,6.9,5.8,6.8,6.9,7.5,0,7.7,8.3,8.2,7.980,6.808,B,B,,Core 6.808 落在 5.5–7.19,medium,这类格兰特·伍德中西部风景能够清晰呈现美国乡土主义的形式与地域观念，叙事价值较强，但一般性次要风景并非本馆不可替代的标志藏品。,组内居首：其美国地域主义与中西部乡土意象比萨金特速写更具不可替代性，并能补足美国现代艺术的区域叙事。,
117,"Edward Hopper, Early etching",爱德华·霍普：早期铜版画,2700 American Art,Etching,object,美国艺术家版画,3,6.8,5.7,6.2,6.4,7.3,0,7.2,5.7,6.9,6.690,6.439,B,B,,Core 6.439 落在 5.5–7.19,medium,霍普早期城市蚀刻版画有助于追溯其成熟油画中的都市孤独感和光影语言，但未明确题名的早期单幅作品在视觉规模与馆藏身份上均属次一级。,组内居末，虽可展示霍普成熟油画风格之前的版画探索，但在蚀刻媒介与城市主题上较受惠斯勒作品压制。,
118,"Jacob Lawrence, Single figure study",雅各布·劳伦斯：人物单体习作,2700 American Art,Gouache on Paper,object,美国人物纸本作品,3,7.8,6.2,6.9,7.1,8.6,0,8.5,9.0,9.1,8.770,7.377,A,A,,Core 7.377 落在 7.2–8.49,medium,按简介所述，作为《迁徙》系列的准备性人物稿，它可直接连接美国大迁徙、非裔现代史与劳伦斯的构图过程，教育价值突出但视觉完整性不及正式组画。,组内居首，其鲜明水粉语言及与美国黑人迁徙叙事的关联，使之兼具最高独特性与最强补位价值。,
119,"Stuart Davis, Abstract city study",斯图尔特·戴维斯：城市抽象习作,2700 American Art,Oil Painting,object,美国现代主义油画,2,7.1,5.9,7.1,7.2,7.6,0,7.4,8.3,7.6,7.710,6.951,B,B,,Core 6.951 落在 5.5–7.19,medium,戴维斯将城市视觉、爵士节奏与早期抽象结合，是解释美国现代主义本土化的有效作品类型，色形活力亦较吸引游客，但该作的具体地位尚不明确。,组内居首，其爵士节奏化的城市抽象较典型地呈现美国本土现代主义语言，与罗斯科早期具象面貌区隔明显并能补足馆内美国抽象叙事。,
120,"Gilbert Stuart, Gentleman portrait",吉尔伯特·斯图尔特：绅士肖像,2700 American Art,Oil Painting,object,美国早期肖像油画,1,5.9,5.1,5.9,5.7,6.4,0,6.5,7.6,6.3,6.790,5.834,B,B,,Core 5.834 落在 5.5–7.19,medium,吉尔伯特·斯图尔特的普通绅士肖像可说明美国联邦时期的肖像规范与社会身份，但简介已指向质量合格的次要作品，馆内同类替代性较高。,组内唯一的美国早期肖像油画，斯图尔特的历史地位使其具代表性，虽属较常规的次要肖像作品，仍以类别唯一性取得组内最高且偏高的D，并补充美国艺术叙事。,
121,"John Trumbull, Historical scene sketch",约翰·特朗布尔：历史场景草稿,2700 American Art,Oil Sketch,object,美国历史画习作,1,6.6,5.7,5.5,5.8,7.5,0,7.8,8.8,8.1,8.160,6.381,B,B,,Core 6.381 落在 5.5–7.19,low,特朗布尔的革命战争历史画习作可阐释美国国家叙事与历史画创作过程，但草稿尺度及其在本馆非核心板块中的位置限制了现场冲击和不可替代性。,组内唯一的美国历史画习作，特朗布尔的革命战争题材兼具典范性与创作过程研究价值，并为馆内美国国家历史叙事提供了较难替代的一环。,
122,"Jackson Pollock, Small drawing",波洛克：小幅纸上抽象,Busch‑Reisinger 2110,Ink on Paper,object,美国抽象表现主义纸上作品,3,6.2,5.0,5.3,5.6,6.7,0,7.5,5.5,7.2,6.840,5.814,C,B,变,Core 5.814 落在 5.5–7.19,low,波洛克的小幅纸上抽象有助于观察其手势语言，却不具大型滴画的标志性视觉效果，在哈佛馆藏身份中也较易被替代。,组内居末，作者地位突出且可补充行动性抽象叙事，但小幅水墨并非其最典范形态，并与克莱因纸上作品存在较明显重复。,
123,"Willem de Kooning, Woman sketch",德·库宁：女子草稿,Busch‑Reisinger 2110,Charcoal on Paper,object,美国抽象表现主义纸上作品,3,6.8,5.3,6.1,6.3,7.3,0,8.4,9.0,7.8,8.460,6.486,B,B,,Core 6.486 落在 5.5–7.19,low,作为德·库宁“女人”系列的探索性素描，它能有效展示重要母题的形成过程，但纸本草稿的视觉强度和本馆身份权重均低于成熟油画。,组内居首，其“女子”主题将具象形体与抽象表现主义笔触结合，较两件纯抽象水墨稿更独特，也最能补足运动内部的具象分支。,
124,"Franz Kline, Ink drawing",弗朗茨·克莱因：水墨稿,Busch‑Reisinger 2110,Ink on Paper,object,美国抽象表现主义纸上作品,3,6.3,5.1,5.9,6.1,6.8,0,7.6,7.5,7.3,7.510,6.106,B,B,,Core 6.106 落在 5.5–7.19,low,克莱因的黑白水墨稿可说明其纪念碑式抽象构图如何从纸上实验发展而来，但小幅习作本身不是其艺术成就的顶级代表。,组内居次，黑白书写性语言最贴近克莱因的典型面貌，虽与波洛克同属纸上水墨抽象，却具有更鲜明的形式辨识度。,
125,"Mark Rothko, Early figurative work",罗斯科：早期具象绘画,Busch‑Reisinger 2110,Oil Painting,object,美国现代主义油画,2,6.6,5.4,6.1,6.3,7.8,0,6.5,6.9,7.0,6.720,6.372,B,B,,Core 6.372 落在 5.5–7.19,low,罗斯科的早期具象油画对理解其从人物叙事转向色域抽象的历程很有教育价值，但并非其成熟风格的视觉或历史高峰。,组内居次，作为罗斯科成熟色域绘画之前的具象阶段颇有发展史价值，但典范性不及戴维斯作品，且对美国现代主义主线的代表较间接。,
126,"Max Beckmann, Lithograph self‑portrait",马克斯·贝克曼：石版画自画像,Busch‑Reisinger 2120,Lithograph,object,德语区现代主义版画,3,7.1,7.1,6.5,6.8,7.5,0,7.8,5.8,7.3,7.100,7.025,B,B,,Core 7.025 落在 5.5–7.19,low,贝克曼以强烈自我审视著称，这件自画像石版画契合Busch-Reisinger的德国表现主义核心叙事，不过轮换展出的版画仍低于其重要油画的不可替代性。,组内居第三，贝克曼自画像仍具表现主义典范性，但在媒材上与迪克斯重复，叙事补位也不及战争主题和抽象木刻。,
127,"Otto Dix, War print",奥托·迪克斯：战争版画,Busch‑Reisinger 2120,Lithograph,object,德语区现代主义版画,3,7.5,7.4,7.0,7.3,8.3,0,8.5,8.3,8.8,8.500,7.590,B,A,变,Core 7.590 落在 7.2–8.49,low,迪克斯的魏玛时期反战版画以尖锐形象连接战争创伤、社会批判与德国现代艺术，既契合Busch-Reisinger核心身份，又具有突出的叙事教学价值。,组内综合代表性居首，以魏玛时期反战主题最有力地锚定德语现代主义的社会批判面向，虽同为石版画但明显区别于贝克曼。,
128,"Paul Klee, Animal fantasy drawing",保罗·克利：幻想动物素描,Busch‑Reisinger 2100,Watercolor‑Ink,object,德语区现代主义水彩与素描,1,6.5,6.5,6.5,7.1,6.8,0,7.0,8.5,8.2,7.690,6.754,B,B,,Core 6.754 落在 5.5–7.19,low,克利的幻想动物题材兼具童真、符号性和纸上媒材魅力，适合普通游客并关联德语区现代主义收藏，但作为小型次要作品并非关键代表作。,组内唯一对象，虽属克利较次要的幻想纸上作品，但独占本组代表位，并为 Busch-Reisinger 的德语区现代主义与包豪斯叙事补入重要的纸上艺术一环。,
129,"Kandinsky, Woodcut print",康定斯基：木刻版画,Busch‑Reisinger 2100,Woodcut,object,德语区现代主义版画,3,7.2,7.0,6.8,7.0,7.7,0,8.0,9.0,8.4,8.380,7.253,B,A,变,Core 7.253 落在 7.2–8.49,low,康定斯基的早期抽象木刻能清楚呈现抽象艺术形成期的图形实验，并与Busch-Reisinger的蓝骑士及包豪斯叙事密切相关。,组内独特性最高，唯一的木刻与早期抽象实验补足了另外两件具象石版画未覆盖的形式革新线索。,
130,"Joan Miró, small surreal drawing",米罗：超现实小素描,Busch‑Reisinger 2100,Ink on Paper,object,欧洲超现实主义纸上作品,1,6.2,4.9,6.2,6.8,6.3,0,7.0,8.5,6.5,7.350,6.095,B,B,,Core 6.095 落在 5.5–7.19,low,米罗的小幅超现实素描以活泼符号和游戏感提供亲切的观看体验，但规模、作品等级及其与本馆核心收藏方向的关联均较有限。,组内唯一，米罗的典型超现实主义语汇使其独特性居首，但小尺幅素描的品质地位与对本馆核心叙事的补位价值仅属中上。,
131,"Henry Moore, small sculpture maquette",亨利·摩尔：小雕塑模型,Busch‑Reisinger 2110,Plaster Sculpture,object,20世纪现代雕塑,2,6.3,5.1,6.3,6.6,7.2,0,6.8,6.5,8.0,6.950,6.245,B,B,,Core 6.245 落在 5.5–7.19,low,亨利·摩尔的石膏模型可直观说明大型户外雕塑从小稿到成品的创作过程，但小尺寸和非核心馆藏语境削弱了空间冲击与身份价值。,组内位居第二，虽不如考尔德动态雕塑具有鲜明的类型标志性，但石膏小稿对雕塑创作过程与大学教学研究叙事补位突出。,
132,"Calder, small mobile",考尔德：小型动态雕塑,2110 Modern Art,Painted Metal Sculpture,object,20世纪现代雕塑,2,6.9,5.7,7.4,7.8,7.1,0,7.8,8.8,8.3,8.200,6.970,B,B,,Core 6.970 落在 5.5–7.19,low,考尔德的小型动态雕塑仍能以平衡、运动和投影产生鲜明而易懂的现场魅力，但紧凑尺度及非纪念碑级别限制了其本馆不可替代性。,组内位居第一，其动态结构与彩绘金属语言比摩尔石膏模型更具不可替代性，是两件中更典范的20世纪现代雕塑代表。,
133,"Richard Serra, drawing",理查德·塞拉：纸上素描,2110 Modern Art,Graphite on Paper,object,现代主义纸本作品,1,6.5,4.8,6.1,5.5,6.6,0,6.8,8.2,6.7,7.200,5.950,B,B,,Core 5.950 落在 5.5–7.19,low,塞拉以厚重石墨将重量、材料感和线条关系转译到纸面，具有现代艺术教学价值，但未见明确题名、年代或代表作地位，亦非哈佛核心馆藏标志。,组内唯一作品，塞拉以厚重石墨将其雕塑中的重量与线性观念转译至纸面，独特性居本组首位，并为现代主义叙事补入极简主义雕塑家的绘画实践。,
134,"Man Ray, portrait photograph",曼·雷：人物摄影,2130 Photography,Photograph,object,现代主义摄影,1,6.0,4.2,5.7,5.8,6.2,0,6.6,8.2,6.4,7.040,5.609,B,B,,Core 5.609 落在 5.5–7.19,low,曼·雷的人物摄影可用于讲解超现实主义和实验摄影，但简介明确称其为次要例证，且缺少被摄者、年代及具体技法信息。,作为组内唯一的现代主义摄影，它以曼·雷的超现实主义人物摄影补足媒介与现代主义叙事，故D居高，但作品属次要范例，Q与G仅取中上。,
135,"Dürer, Woodcut Passion scene",丢勒：受难木刻,2420 European Decorative Arts,Woodcut,object,欧洲古典大师版画,2,7.7,5.9,6.8,6.6,7.9,0,8.4,8.6,7.9,8.360,7.046,B,B,,Core 7.046 落在 5.5–7.19,low,丢勒受难系列木刻兼具精湛线刻、早期印刷传播与宗教叙事价值，是优秀教学型藏品，但具体系列、版次和印本质量未明。,组内居首，以丢勒经典受难题材木刻代表北方文艺复兴版画，并以木刻语言明显区别于伦勃朗蚀刻肖像。,
136,"Rembrandt, Etching portrait",伦勃朗：铜版肖像,2540 Dutch Baroque,Etching,object,欧洲古典大师版画,2,7.5,5.8,6.9,6.7,7.5,0,8.2,7.3,7.6,7.810,6.896,A,B,变,Core 6.896 落在 5.5–7.19,low,高质量伦勃朗肖像蚀刻可集中体现其明暗、刻线与人物心理表现，也适合研究版画制作，但未知肖像身份、版次与印刷状态。,组内次位，作为伦勃朗蚀刻艺术的优质代表可补足荷兰巴洛克版画，但相较丢勒名系列木刻的典范性略弱。,
137,"Frans Hals, Portrait of man copy",哈尔斯：男子肖像同时代摹本,2540 Dutch Baroque,Oil Painting,object,荷兰黄金时代油画,7,4.8,3.5,5.3,5.0,5.7,0,4.6,3.3,4.7,4.230,4.658,C,C,,Core 4.658 < 5.5,low,作为哈尔斯原作的同时代摹本，它可说明肖像风格传播和复制实践，但非大师亲笔且在本馆同类藏品中可替代性较高。,虽可补充哈尔斯肖像风格，但作为同时代摹本且与伦勃朗肖像板块重叠，组内代表性接近末位。,
138,"Jacob van Ruisdael, small landscape",雷斯达尔：小幅风景,2540 Dutch Baroque,Oil Painting,object,荷兰黄金时代油画,7,6.6,4.7,6.3,6.4,6.5,0,6.5,2.9,4.5,5.020,5.877,B,B,,Core 5.877 落在 5.5–7.19,low,雷斯达尔的小幅风景仍能代表荷兰黄金时代的自然观察和景观营造，但规模与描述均未显示其达到其顶尖名作水准。,与组内更强的雷斯达尔森林瀑布直接重复且规模、典范性较弱，因此独特性列全组末位。,
139,"Vermeer, attributed study",维米尔：传为维米尔习作,2540 Dutch Baroque,Oil on Panel,object,荷兰黄金时代油画,7,6.4,5.8,6.0,6.6,7.4,0,6.3,7.1,7.6,6.800,6.410,B,B,,Core 6.410 落在 5.5–7.19,low,传为维米尔的习作因作者归属争议而特别适合大学博物馆开展鉴定与风格研究，但未获公认亲笔身份限制了其历史地位。,真迹归属存疑使品质不及核心名作，但其鉴定争议在组内独具研究教学价值，位置高于重复性作品。,
140,"Caravaggio circle, Saint figure",卡拉瓦乔流派：圣徒形象,2520 European Baroque,Oil Painting,object,意大利巴洛克宗教油画,1,5.4,4.1,6.2,6.1,6.3,0,5.6,7.8,6.2,6.380,5.533,B,B,,Core 5.533 落在 5.5–7.19,low,近随者创作的圣徒形象可展示卡拉瓦乔式明暗法及其传播，却不是卡拉瓦乔亲笔，在哈佛馆藏身份中仅具辅助叙事作用。,组内唯一的意大利巴洛克宗教油画，因而D较高并能补充卡拉瓦乔主义一环，但流派作品而非大师亲笔使其品质与典范性仅居中等。,
141,"Bernini, marble fragment",贝尔尼尼：大理石残件,2520 European Sculpture,Marble Sculpture,object,欧洲大理石雕塑,2,4.3,4.6,4.3,4.2,5.8,0,4.6,4.8,6.2,4.980,4.653,C,C,,Core 4.653 < 5.5,low,这件工作室大理石残件可辅助研究贝尼尼雕塑生产及从模型到石雕的过程，但残缺、次要且不同于本馆更具身份意义的贝尼尼陶土小稿群。,组内居次，虽以巴洛克大理石残件为贝尼尼陶土小稿及雕塑工艺研究提供补充，但其残缺、次要且偏工作室产出的性质使代表性和独特性明显逊于卡诺瓦胸像。,
142,"Canova, marble bust",卡诺瓦：大理石胸像,2520 European Sculpture,Marble Sculpture,object,欧洲大理石雕塑,2,6.7,4.8,7.1,6.8,6.5,0,7.3,8.2,7.4,7.590,6.359,B,B,,Core 6.359 落在 5.5–7.19,low,卡诺瓦式精致表面和新古典主义理想化造型使胸像具有较强现场美感，但工作室协作及缺少 sitter、年代等信息限制其代表性判断。,组内居首，这件完成度较高的新古典主义胸像比贝尼尼残件更能独立代表欧洲大理石雕塑，并补足馆内从巴洛克到新古典主义的叙事环节。,
