seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
93,"Paul Revere, Silver Teaspoon Set",保罗·里维尔：银茶匙成套,B,6.367,35.4,low,C–A,4.84,是,当前B级依赖未经核实的署款和“小件重复”判断；作者鉴定、完整性、稀缺性或重要来源均可能导致跨级。,,缺署款或银匠标记的清晰图像、释读及保罗·里维尔归属鉴定。,PEM登记档案中的标记照片和里维尔银器参考资料能否确认茶匙的作者、年代、套件数量，并说明同式成套作品的存世情况？,缺署款或银匠标记的清晰图像、释读及保罗·里维尔归属鉴定。；缺制作年代、套件数量与完整性、尺寸、重量、纹饰和状态资料。；缺原委托者、早期所有者及PEM入藏经过等可靠来源记录。；缺里维尔茶匙存世数量、同式套件稀缺性及权威器物比较。；缺PEM对该套茶匙与馆内其他里维尔银器之地位比较。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
94,"Paul Revere, Silver Salt Cellar",保罗·里维尔：银盐罐,B,6.340,35.4,low,C–A,4.84,是,当前B级依赖未经核实的署款与“小件重复”判断；配对状态、器形稀缺性或重要来源可能导致跨级。,,缺署款或银匠标记图像、释读及保罗·里维尔作者归属鉴定。,PEM登记档案和里维尔银器参考资料能否凭标记确认该盐罐的作者与年代，并查明它是否原为一对及同类器存世多少？,缺署款或银匠标记图像、释读及保罗·里维尔作者归属鉴定。；缺制作年代、尺寸、重量、器形、纹饰、状态及是否原为成对器的资料。；缺原委托者、早期所有者和PEM入藏经过等可靠来源记录。；缺里维尔盐罐的存世数量、器形稀缺性和权威同类比较。；缺与PEM茶匙及其他里维尔银器的对象级比较和馆方定位。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
95,Salem Federal‑era mahogany card table,塞勒姆联邦时代桃花心木牌桌,B,6.092,37.0,low,C–A,4.73,是,当前B级依赖未核实的塞勒姆产地和“器型常见”判断；作坊归属、地方来源及稀缺性可能导致跨级。,,缺基于结构、装饰和文献的塞勒姆制作归属、具体年代及作坊或匠师判断。,PEM登记档案与塞勒姆家具研究能否通过结构、五金和装饰确认该牌桌的年代、作坊及本地来源，并量化同类存世数量？,缺基于结构、装饰和文献的塞勒姆制作归属、具体年代及作坊或匠师判断。；缺木材鉴定、尺寸、折叠机构、五金、表面处理、状态及修复记录。；缺原委托者、塞勒姆家庭流传史及PEM入藏经过。；缺塞勒姆联邦时期牌桌的存世数量、器型常见度及权威比较。；缺PEM对该牌桌与馆内餐边柜及其他本地家具之馆藏地位比较。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
96,Chippendale candle‑stand,齐本德尔式烛台,B,5.850,37.0,low,C–A,4.73,是,当前B级及其低于高斗柜的判断缺少年代、产地、作坊和实物比较依据；新鉴定可能导致跨级。,,缺基于结构、木材、五金与雕刻的制作年代、具体产地及作坊归属。,PEM登记档案与新英格兰家具研究能否依据木材、结构、五金和雕刻确定该烛台的年代、产地与作坊，并与馆内高斗柜作对象级比较？,缺基于结构、木材、五金与雕刻的制作年代、具体产地及作坊归属。；缺尺寸、木材、支柱与足部结构、表面处理、状态及修复资料。；缺早期所有者、原使用环境及PEM入藏经过等来源记录。；缺新英格兰齐本德尔式烛台的存世数量、工艺等级和器型稀缺性比较。；缺与PEM所藏高斗柜及其他齐本德尔式家具的对象级比较。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
97,Paint‑decorated blanket chest,彩绘储物箱,B,6.254,40.1,low,C–A,4.49,是,当前B级主要依赖无来源简介中的“常见形制”及组内推断，缺少断代、来源和比较材料，补证可能导致跨级。,,缺可核实的PEM对象记录及年代、制作地和入藏信息,PEM登记卡及美国装饰艺术图录如何记录这件彩绘储物箱的编号、年代、制作地、来源与同类地位？,缺PEM登记卡或图录中的藏品编号、年代、制作地与尺寸；缺彩绘纹样、结构、材质与保存状态的清晰图像及专家分析；缺同类新英格兰彩绘储物箱的存世量和馆藏比较；缺可靠的旧藏、捐赠者与入藏日期记录；缺PEM将本件用于代表美国乡土家具的展览或出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
98,"Samuel Maloof, small side stool",萨姆·马卢夫：小型边凳,B,5.915,40.1,low,C–A,4.49,是,当前B级及“弱于摇椅”的判断没有作品目录或馆方比较支撑，年代、型号和来源补证可能改变其层级位置。,,缺该边凳在马卢夫作品目录与创作生涯中的位置,PEM登记卡和马卢夫作品目录如何记录这件小型边凳的年代、型号、签名、委托来源，以及它是否为原型或常规工作室产品？,缺PEM登记记录中的年代、尺寸、材质、签名或工作室标记；缺该边凳在马卢夫作品目录及创作生涯中的位置；缺其为原型、委托作品或常规工作室产品的证据；缺委托人、旧藏、捐赠者及入藏日期记录；缺展示榫接、表面处理与保存状态的清晰图像；缺PEM将其与馆内马卢夫摇椅比较的策展或出版依据,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
99,Tiffany favrile glass tumbler,蒂凡尼法夫赖尔玻璃杯,B,6.335,40.1,low,C–A,4.49,是,当前B级依赖题名中的蒂凡尼归属及无来源的历史代表性判断，缺少厂标、型号和作品目录验证，补证可能导致跨级。,,缺可核实的蒂凡尼归属、年代、型号与厂标记录,PEM登记卡及蒂凡尼法夫赖尔产品目录如何记录这件玻璃杯的厂标、型号、年代、产量和旧藏来源？,缺PEM登记记录对蒂凡尼归属、年代、型号及厂标的确认；缺该玻璃杯在蒂凡尼法夫赖尔产品目录中的位置；缺同型号或同类玻璃杯的存世数量与馆藏比较；缺旧藏、捐赠者、购买渠道及入藏日期记录；缺显示虹彩、器形、底款与保存状态的清晰图像；缺PEM是否将本件作为美国艺术玻璃代表作展出的记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
100,American brass and iron andiron pair,美式黄铜铁制壁炉柴架成对,C,5.382,41.7,low,C–B,2.38,是,当前C级所依赖的功能性、装饰性与低稀缺性判断均无图录比较；若制造者、原始住宅或来源具有特殊性，现有结论可能跨级。,,缺准确断代、制造者及同类柴架的比较研究,PEM登记卡和联邦时期金工图录如何记录这对柴架的年代、制造者、标记、原始住宅来源及同类存世情况？,缺PEM登记记录中的准确年代、制造者、尺寸、标记与材质说明；缺成对完整性、修复情况及黄铜铁工艺的清晰图像；缺联邦时期同类壁炉柴架的产量、存世量及馆藏比较；缺原始住宅、旧藏、捐赠者及入藏日期记录；缺PEM对本件家居史或金工价值的策展说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
101,"Salem girl’s needlework sampler, 1792",1792塞勒姆少女刺绣样本,B,6.205,41.7,low,C–A,4.38,是,当前B级的地方性和教育价值主要由题名与无来源简介推导；若刺绣者、学校或铭文得到确认，可能显著改变现有判断。,,缺刺绣者身份、完整铭文及其塞勒姆教育背景,PEM登记卡、铭文释读和塞勒姆家谱或学校档案能否确认这件1792年样本的刺绣者、学校、家庭背景与入藏来源？,缺PEM登记记录中的刺绣者姓名、完整铭文、尺寸、材质与制作地点；缺对1792年日期及塞勒姆归属的权威核验；缺刺绣者家庭、学校及塞勒姆女性教育背景研究；缺家族传承、捐赠者与入藏日期记录；缺与PEM另一件塞勒姆样本及其他馆藏的逐项比较；缺可供释读诗文、针法和保存状态的高清图像,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
102,Folk carved wooden eagle finial,民间木雕鹰顶饰,B,5.577,40.1,low,C–A,4.49,是,当前B级依赖“常见母题”和小件定位，但原始功能、年代、来源及存世比较均缺，既有描述可能造成低估或高估。,,缺该顶饰的年代、原始安装环境与可靠来源,PEM登记卡和新英格兰民间木雕图录能否确认这件鹰顶饰的年代、制作者、原始安装对象、旧藏及同类存世数量？,缺PEM登记记录中的年代、制作者、尺寸、木材与彩绘材料；缺该顶饰原装于何种建筑、家具或器物的证据；缺旧藏、拆卸经过、捐赠者及入藏日期记录；缺同类新英格兰木雕鹰顶饰的存世量与馆藏比较；缺显示雕刻、残留彩绘、安装痕迹与状态的清晰图像；缺PEM对鹰母题及其原始功能的策展释文,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
103,Chinese Canton export rose medallion plate,广彩徽章纹外销盘,B,6.547,40.1,low,C–A,4.49,是,当前B级所依赖的“标准美国市场纹样”和量产层定位均无图录来源；年代、订购背景或稀缺性补证可能导致跨级。,,缺纹样、年代及最初订购背景的可靠鉴定,PEM外销瓷图录和登记档案如何记录这件广彩徽章纹盘的年代、作坊、纹样类型、最初订购者及馆内同类比较？,缺PEM登记记录中的年代、窑场或作坊、尺寸、底款与纹样说明；缺“美国市场标准纹样”判断所依据的外销瓷图录；缺最初订购者、海外使用者、旧藏与入藏日期记录；缺同类广彩徽章纹盘的存世量和主要馆藏比较；缺展示纹样细节、胎釉、底款与保存状态的高清图像；缺PEM对本件在其中国外销瓷收藏中地位的说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
104,Chinese Canton export porcelain teacup saucer group,广彩茶杯杯托组,B,6.190,40.1,low,C–A,4.49,是,当前B级及“重复度最高”的判断未获组件清单或同类比较支持；若整组原配完整或来源特殊，可能改变现有层级判断。,,缺组件数量、原配关系与整组完整性记录,PEM登记卡和外销瓷图录能否确认这组广彩茶杯杯托的组件数量、原配关系、年代、作坊、来源及完整同类组的存世情况？,缺PEM登记记录中的杯托数量、尺寸、年代、作坊与底款；缺确认各组件是否原配及整组是否完整的证据；缺纹样、胎釉、使用痕迹与保存状态的整组高清图像；缺最初订购者、旧藏、捐赠者与入藏日期记录；缺完整广彩茶杯杯托组的存世量与馆藏比较；缺PEM对本组在其外销瓷收藏中地位的说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
105,"Chinese export silver spoon set, Forbes collection",福布斯藏中国外销银勺套件,B,6.510,45.3,low,C–A,4.10,是,当前B级较大程度依赖未经核实的福布斯来源及“馆内仅此一件”判断；来源链、标记或完整性补证可能导致跨级。,,缺可核实的福布斯旧藏链及PEM入藏记录,PEM入藏档案中的“福布斯收藏”具体指谁，这套银勺如何进入PEM，其银匠标记、年代、组件数量与完整性如何记录？,缺明确“福布斯收藏”所指收藏家及其收藏档案；缺从福布斯收藏到PEM的连续来源与入藏记录；缺银匠标记、广州作坊、年代、数量、尺寸与成套完整性资料；缺展示标记、錾刻、磨损及修复情况的高清图像；缺中国外销银勺套件的存世量与主要馆藏比较；缺PEM对本件在福布斯中国贸易藏品中地位的说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=none relational_spatial=na
106,Chinese export lacquer sewing box,中国外销漆木针线盒,B,6.182,40.1,low,C–A,4.49,是,当前B级和“次于游戏桌”的定位缺少实物完整性与同类比较支撑；若原配完整、工艺特殊或来源明确，可能改变层级判断。,,缺年代、作坊及内部配件完整性的可靠记录,PEM登记卡和中国外销漆器图录如何记录这件针线盒的年代、作坊、原有配件、订购者、来源及与同类完整针线盒的比较？,缺PEM登记记录中的年代、作坊、尺寸、木胎与漆饰工艺；缺内部托盘、工具和配件是否原存及完整的记录；缺证明其面向西方女性订制及具体使用方式的资料；缺最初订购者、旧藏、捐赠者与入藏日期记录；缺展示外部漆饰、内构、金属件与保存状态的高清图像；缺与PEM游戏桌及其他外销针线盒的同类比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
107,Chinese export gouache insect‑and‑flower album leaf,外销水粉花鸟册页,B,6.155,40.1,low,C–A,4.49,是,当前B级及其低于百工图的定位忽略了未知的原册关系和来源；若能复原成套背景或确认作坊，可能导致跨级。,,缺原册关系、叶次及拆散来源的可靠记录,PEM登记卡及外销画图录能否确认这件虫花册页原属哪一册、位于第几叶、何时拆散，以及其年代、作坊和旧藏来源？,缺PEM登记记录中的年代、作坊、尺寸、颜料、题识与印记；缺该册页所属原册、叶次及其他册页去向的资料；缺原订购者、旧藏、拆册经过与入藏日期记录；缺可分析构图、笔法、颜料与保存状态的高清图像；缺同类虫花外销水粉册页的存世量与馆藏比较；缺PEM将本件与百工图组画比较的策展依据,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
108,Chinese reverse glass portrait of merchant’s wife,外销玻璃背画商人夫人像,B,6.155,40.1,low,C–A,4.49,是,当前B级建立在未经核实的身份和“标准质量”描述上；若人物、委托关系或配对肖像得到确认，可能显著改变现有判断。,,缺画中人物身份、原委托关系及可靠来源,PEM登记卡、旧藏档案和商贸家族肖像资料能否确认这位商人夫人的姓名、配偶、原委托人、配对肖像及入藏来源？,缺PEM登记记录中的年代、作坊、尺寸、材质与技法说明；缺确认画中人物为哪位商人之妻及其身份依据；缺原委托人、配对肖像或所属系列的记录；缺旧藏、海外流传、捐赠者与入藏日期记录；缺展示正面画层、背板、框架与保存状态的高清图像；缺同类中国外销玻璃背画肖像的存世量与馆藏比较；缺PEM对本件及其同类作品馆藏地位的说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
109,Chinese ivory export figurine of lady,外销象牙仕女摆件,B,5.870,23.4,low,C–A,5.74,是,当前B级缺少权威对象记录与比较证据；定年、来源或稀缺性新资料可能导致跨Tier复核。,,缺可核对的PEM馆藏号及图录所载年代、尺寸和广州归属。,PEM馆藏档案或已出版图录中哪条记录对应此象牙仕女，其馆藏号、年代、尺寸、广州归属和入藏来源为何？,缺可核对的PEM馆藏号及图录所载年代、尺寸和广州归属。；缺广州外销象牙仕女的存世量、质量等级与年代比较。；缺可靠的原始收藏者、捐赠者及入藏日期记录。；缺PEM是否将该件列为亚洲外销艺术代表性藏品的说明。；缺可判断雕刻细节、品相和工艺水平的高清图像。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
110,Chinese ivory puzzle ball small size,小型外销象牙套球,B,5.905,23.4,low,C–A,5.74,是,当前B级依赖未核实的“常见”“较小”和“重复”判断，缺少实物参数及同馆比较，存在跨Tier复核可能。,,缺PEM馆藏号、年代、产地、直径及实际雕刻层数。,PEM馆藏档案或图录能否以馆藏号确认该小型套球，并记录其年代、直径、层数、广州归属及入藏来源？,缺PEM馆藏号、年代、产地、直径及实际雕刻层数。；缺高清图像与品相记录以判断各层完整性和雕刻复杂度。；缺与PEM所藏较大套球的尺寸、层数、年代和工艺比较。；缺广州外销套球的存世数量及小型实例稀缺性资料。；缺原始收藏者、捐赠者和入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
111,Anglo‑Indian sandalwood casket,英印檀香木首饰盒,B,5.745,23.4,low,C–A,5.74,是,当前B级建立在未核实的产地、材质和组内工艺等级上；准确归属或来源资料可能改变其Tier区间。,,缺PEM馆藏号以及年代、具体制作中心、尺寸和材料鉴定。,PEM馆藏档案或南亚装饰艺术图录如何归属此首饰盒，其年代、制作中心、木材、镶嵌材料、尺寸和来源为何？,缺PEM馆藏号以及年代、具体制作中心、尺寸和材料鉴定。；缺“局部镶嵌”所用材料、工艺及保存状况记录。；缺原始委托者、欧洲目的地及后续入藏链。；缺与维扎加帕塔姆及其他英印首饰盒的质量和稀缺性比较。；缺PEM对该件在亚洲外销木作收藏中地位的说明。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
112,Indian Vizagapatam small writing box,印度维扎加帕塔姆嵌象牙小文具盒,B,6.220,23.4,low,C–A,5.74,是,当前B级的重要支点是未经核实的维扎加帕塔姆归属；若归属、年代或比较关系更新，可能需要跨Tier复核。,,缺支持维扎加帕塔姆归属的结构、纹样或图录依据。,PEM档案或英印家具图录是否以结构和纹样确认此盒为维扎加帕塔姆制，并记录其年代、材料、尺寸、客户和入藏来源？,缺PEM馆藏号、准确年代、尺寸、基材与镶嵌材料记录。；缺支持维扎加帕塔姆归属的结构、纹样或图录依据。；缺原始英国客户、具体用途及外销路径的文献证据。；缺与PEM所藏大柜的年代、作坊、工艺和功能比较。；缺可靠的收藏史、捐赠者和入藏日期。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
113,Mughal ivory small animal group,莫卧儿象牙小动物群雕,C,5.450,25.0,low,C–A,5.62,是,当前C级可能受“次要”宣传式简介和资料残缺影响；可靠归属、年代或稀缺性资料可能导致跨Tier。,,缺PEM馆藏号及确认莫卧儿归属、具体年代和制作地区的记录。,PEM档案或南亚象牙图录是否确认此动物群雕为莫卧儿作品，其具体年代、地区、题材、尺寸、外销依据和来源为何？,缺PEM馆藏号及确认莫卧儿归属、具体年代和制作地区的记录。；缺动物种类、构图、尺寸、铭文及雕刻细节的完整记录。；缺证明该件专为海外贸易制作的文献或类型学依据。；缺莫卧儿及南亚象牙动物群雕的存世量和质量比较。；缺可靠的收藏史、捐赠者及入藏日期。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
114,Mughal miniature portrait of court attendant,莫卧儿细密画宫廷侍从,B,5.765,25.0,low,C–A,5.62,是,当前B级缺少细密画定级所需的画派、年代、人物与画册语境；新归属可能显著改变其重要性判断。,,缺PEM馆藏号、具体年代、画家或作坊及地区画派归属。,PEM档案或莫卧儿细密画图录如何著录此侍从像，其画家或作坊、年代、人物身份、题记、原画册关系和来源为何？,缺PEM馆藏号、具体年代、画家或作坊及地区画派归属。；缺人物身份、题记、印章及原属画册或手稿的资料。；缺与可定年的莫卧儿宫廷人物册页进行艺术质量比较。；缺颜料、纸张、尺寸、品相及高清正反面图像。；缺收藏史、入藏记录、出版和展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
115,Rajput landscape miniature,拉杰普特风景细密画,B,5.765,23.4,low,C–A,5.74,是,当前B级由宽泛画派名称和未核实的“次要题材”支撑；具体画派、年代或系列身份可能触发跨Tier复核。,,缺PEM馆藏号、具体拉杰普特地区画派及年代归属。,PEM档案或拉杰普特绘画图录将此风景归入哪个地区画派和年代，其题材、题记、原系列、来源及与馆内狩猎图的关系为何？,缺PEM馆藏号、具体拉杰普特地区画派及年代归属。；缺画面题材、人物、题记及原属系列或手稿的识别。；缺与同画派可定年作品及PEM狩猎图的质量比较。；缺尺寸、颜料、纸张、品相和高清正反面图像。；缺可靠的收藏史、捐赠者、入藏日期及出版记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
116,Sinhalese carved ivory hair ornament,斯里兰卡象牙发饰,B,5.610,28.6,low,C–A,5.35,是,当前B级部分依赖与PEM身份密切相关的塞勒姆贸易来源，但该来源尚未证实；档案发现可能导致跨Tier。,,缺航海日志、商人档案或入藏簿证明其经塞勒姆贸易取得。,PEM入藏簿、捐赠档案或塞勒姆航海记录能否把此发饰与具体商人、航次和入藏日期对应，并确认其年代与斯里兰卡产地？,缺PEM馆藏号、具体年代、斯里兰卡制作地区及尺寸记录。；缺航海日志、商人档案或入藏簿证明其经塞勒姆贸易取得。；缺原始收藏者、捐赠者、入藏日期及完整所有权链。；缺与斯里兰卡成套象牙梳具及同类发饰的稀缺性比较。；缺高清图像、品相及实际佩戴方式的类型学说明。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
117,Japanese Arita blue‑and‑white small vase,有田烧青花小瓶,B,6.005,23.4,low,C–A,5.74,是,当前B级依赖未核实的“标准器形”和尺寸比较；准确年代、窑口、纹样稀缺性或来源可能触发跨Tier复核。,,缺PEM馆藏号、具体年代、窑口、尺寸、底款和纹样记录。,PEM档案或日本外销瓷图录如何著录此小瓶的年代、窑口、尺寸、底款和纹样，并以何证据认定其为欧洲市场器形？,缺PEM馆藏号、具体年代、窑口、尺寸、底款和纹样记录。；缺证明该器形专为欧洲市场生产的类型学或订单资料。；缺与PEM有田大盘及其他有田小瓶的年代和质量比较。；缺同类器存世数量及该纹样、器形的稀缺性资料。；缺收藏史、捐赠者、入藏日期及高清图像。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
118,Japanese Imari covered bowl,伊万里烧盖碗,B,6.320,23.4,low,C–A,5.74,是,当前B级缺乏精确定年、窑口和完整性资料；若盖非原配或纹样罕见，均可能改变现有判断。,,缺PEM馆藏号、具体年代、窑口、尺寸、底款和纹样记录。,PEM档案或伊万里瓷图录将此盖碗定于何时、归于何窑，其纹样、底款、尺寸、原配盖状态和入藏来源为何？,缺PEM馆藏号、具体年代、窑口、尺寸、底款和纹样记录。；缺支持“伊万里”归属的釉彩、胎体和装饰比较依据。；缺确认盖与碗是否原配及其完整性、修复和品相记录。；缺同类外销盖碗的存世量、纹样稀缺性和质量比较。；缺收藏史、捐赠者、入藏日期及PEM馆藏定位。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
119,Japanese lacquer export small cabinet drawer unit,日本外销漆木小斗柜,B,6.304,23.4,low,C–A,5.74,是,当前B级的重要依据“南蛮影响”和西式订制均未经核实；精确定年或风格归属可能导致跨Tier复核。,,缺PEM馆藏号、具体年代、作坊、尺寸、木胎和漆饰材料记录。,PEM档案或日本外销漆器图录将此斗柜定于何时、归于何类作坊，并以哪些结构和纹样证据认定其受南蛮风格影响？,缺PEM馆藏号、具体年代、作坊、尺寸、木胎和漆饰材料记录。；缺支持南蛮风格影响的构造、纹样、金属件和图录比较。；缺证明其为西式居室订制品的订单、用途或早期收藏记录。；缺与PEM外销漆写字台和文具盒的年代、功能及质量比较。；缺完整来源链、品相记录及内外部高清图像。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
120,Japanese export lacquer writing box,日本外销漆文具盒,B,6.130,25.0,low,C–A,5.62,是,当前B级依赖未核实的用途和组内重复判断；具体年代、工艺或功能识别可能使其重要性跨Tier变化。,,缺PEM馆藏号、江户时代内的具体年代、作坊、尺寸和装饰记录。,PEM档案或江户外销漆器图录如何著录此文具盒的具体年代、作坊、装饰技法和用途，并如何证明其与馆内写字台属于重复类型？,缺PEM馆藏号、江户时代内的具体年代、作坊、尺寸和装饰记录。；缺漆层、木胎、金银蒔绘或其他装饰材料的技术鉴定。；缺证明其供西式文具收纳而非日本传统用途的类型学依据。；缺与PEM写字台及小斗柜的年代、功能、工艺和尺寸比较。；缺收藏史、捐赠者、入藏日期、品相和高清图像。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
121,"Netsuke rat, signed Edo work",江户签名根付老鼠,B,6.192,29.2,low,C–A,5.31,是,当前B级依赖“质量良好但非顶级名匠”等未经核实的判断；署款归属与稀缺性资料可能导致跨Tier复核。,,缺署款照片、释读及署名作者归属,检索PEM旧藏品数据库、日本艺术图录及根付专录，确认“江户签名根付老鼠”的登录号、署款释读、作者归属与同类存世情况。,缺PEM登录号、尺寸、材质鉴定与准确年代；缺署款照片、释读及署名作者归属；缺权威根付图录对雕工等级及鼠题材稀缺性的比较；缺可靠的来源、入藏记录及PEM展览出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
122,"Netsuke tortoise, unsigned",无款根付龟,B,5.775,27.6,low,C–A,5.43,是,当前B级主要依据“雕工精细”这一无图像、无专家来源的评价，现有材料不足以支持该判断。,,缺多角度高清图像、保存状况与雕工评估,在PEM旧藏品记录和根付图录中定位“无款根付龟”，核实其年代、尺寸、木材、保存状况，并与其他无款龟形根付比较雕工。,缺PEM登录号、准确年代、尺寸及木材鉴定；缺多角度高清图像、保存状况与雕工评估；缺无款龟形根付的博物馆同类数量与质量比较；缺可靠的来源、入藏经过及PEM陈列记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
