seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
97,Paint‑decorated blanket chest,彩绘储物箱,B,5.878,28.1,low,C–B,2.26,是,具体对象无法与PEM登记记录对应，且年代与典型性等定级依据未经核验。,,缺PEM登记号及把该描述性题名对应到具体馆藏的记录,PEM馆藏登记卡中哪件彩绘储物箱与此描述相符，其登记号、年代、制作地、尺寸及彩绘图像是什么？,缺PEM登记号及把该描述性题名对应到具体馆藏的记录；缺权威编目确认其年代、制作地、制作者或作坊及彩绘结构；缺新英格兰同类彩绘储物箱的存世量和主要馆藏比较；缺可靠的旧藏、捐赠者及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
98,"Samuel Maloof, small side stool",萨姆·马卢夫：小型边凳,B,5.947,32.3,low,C–A,5.08,是,作者归属和作品性质尚未获权威记录确认，答案不同可能显著改变当前Tier依据。,,缺PEM登记号、签名或标记及马卢夫档案条目，以确认归属与具体对象,PEM登记卡或马卢夫工作室档案能否把这件小型边凳对应到具体型号，并确认其年代、签名及原型、委托或常规产品性质？,缺PEM登记号、签名或标记及马卢夫档案条目，以确认归属与具体对象；缺制作年代、具体型号及其在马卢夫创作生涯中的位置；缺判断其为原型、特殊委托还是常规工作室产品的记录；缺委托人、旧藏、捐赠者及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
99,Tiffany favrile glass tumbler,蒂凡尼法夫赖尔玻璃杯,B,6.230,32.3,low,C–A,5.08,是,制作者归属与型号未经核验，而二者直接决定该小型杯具的艺术史地位和稀缺性。,,缺PEM登记号、底款图和登记记录，以确认蒂凡尼或其工作室归属,PEM登记卡、杯底厂标和蒂凡尼产品目录能否确认这件玻璃杯的制作者、型号、年代及同型号存世情况？,缺PEM登记号、底款图和登记记录，以确认蒂凡尼或其工作室归属；缺制作年代、产品型号及其在法夫赖尔产品目录中的条目；缺同型号杯具的存世数量及主要馆藏比较；缺旧藏、购买渠道、捐赠者及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
100,American brass and iron andiron pair,美式黄铜铁制壁炉柴架成对,C,5.227,30.5,low,C–B,2.44,是,对象身份与联邦时期断代均未证实，这些事实可能改变其历史价值和稀缺性判断。,,缺PEM登记号及可确认这对柴架身份、联邦时期断代和材质的登记记录,PEM登记系统中哪对黄铜铁制柴架与此描述相符，其登记号、准确年代、制造者、标记及成对状态是什么？,缺PEM登记号及可确认这对柴架身份、联邦时期断代和材质的登记记录；缺制造者、铸造或锻造标记及准确制作地点资料；缺联邦时期同类柴架的产量、存世量及主要馆藏比较；缺原始住宅、旧藏、捐赠者及入藏日期记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=partial
101,"Salem girl’s needlework sampler, 1792",1792塞勒姆少女刺绣样本,B,6.536,33.9,low,C–A,4.96,是,地方身份和纪年尚未证实；若题名转写有误，当前地方史定级依据会直接受影响。,,缺PEM登记号及对铭文中1792年、塞勒姆制作地与刺绣者的权威核验,PEM登记卡和高清铭文能否确认刺绣者、1792年纪年及塞勒姆制作地，塞勒姆家谱或学校档案能否对应其身份？,缺PEM登记号及对铭文中1792年、塞勒姆制作地与刺绣者的权威核验；缺完整铭文释读及刺绣者家庭、学校和教育背景资料；缺与PEM另一件塞勒姆样本及其他馆藏纪年样本的逐项比较；缺家族传承、捐赠者及入藏日期记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
102,Folk carved wooden eagle finial,民间木雕鹰顶饰,C,5.037,19.5,low,C–B,2.54,是,原始功能与出处可能决定它是普通装饰件还是具有特定历史关联的构件，现有资料无法判断。,,缺其原装于建筑、家具或其他器物的证据及相关出处,PEM登记卡、背面安装痕迹或旧藏档案能否确定这件鹰顶饰原属哪座建筑、哪件家具或器物，并确认其年代与制作地？,缺PEM登记号及把该描述名对应到具体鹰形顶饰的记录；缺其原装于建筑、家具或其他器物的证据及相关出处；缺年代、制作地、木材、彩绘材料及可能制作者资料；缺同类新英格兰木雕鹰顶饰的存世量和主要馆藏比较；缺捐赠者、拆卸经过及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=none
103,Chinese Canton export rose medallion plate,广彩徽章纹外销盘,B,6.241,32.3,low,C–B,2.13,是,对象身份和“标准美国市场纹样”均未核验，可能改变其代表性与稀缺性判断。,,缺PEM登记号、底款图及权威编目，以确认该盘确为广州外销玫瑰徽章纹器,PEM登记卡、底款图和外销瓷图录能否确认该盘的登记号、年代、作坊及玫瑰徽章纹分类，并验证其是否为美国市场常见型？,缺PEM登记号、底款图及权威编目，以确认该盘确为广州外销玫瑰徽章纹器；缺制作年代、作坊及“美国市场标准纹样”判断所依据的外销瓷图录；缺同类玫瑰徽章纹盘的存世数量及主要馆藏比较；缺最初订购者、旧藏、捐赠者及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
104,Chinese Canton export porcelain teacup saucer group,广彩茶杯杯托组,B,6.466,33.0,low,C–B,2.11,是,是否原配完整尚未证实；若只是后配或残组，当前以成组性为核心的Tier依据会改变。,,缺PEM登记号、组件清单及同一入藏记录，以确认这是原配完整的一组,PEM组件清单和入藏记录能否确认这组茶杯杯托的准确数量、原配关系与完整性，同类完整组在PEM及其他外销艺术馆藏中有多少？,缺PEM登记号、组件清单及同一入藏记录，以确认这是原配完整的一组；缺每件杯托的数量、尺寸、年代、底款及作坊资料；缺完整广彩茶杯杯托组的存世数量及主要馆藏比较；缺最初订购者、旧藏、捐赠者及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=partial
105,"Chinese export silver spoon set, Forbes collection",福布斯藏中国外销银勺套件,B,6.639,38.0,low,C–A,4.65,是,福布斯来源是当前历史与机构关联的主要依据，但收藏家身份和来源链均未证实。,,缺PEM登记号及“福布斯收藏”具体收藏家、原编号和转入PEM链条,PEM的福布斯收藏档案具体指哪位收藏家，这套银勺的原编号、转入PEM链条、银匠标记、年代和组件清单分别是什么？,缺PEM登记号及“福布斯收藏”具体收藏家、原编号和转入PEM链条；缺银匠标记、广州作坊、制作年代、组件数量及成套完整性资料；缺中国外销银勺套件的存世数量及主要馆藏比较；缺展示标记、錾刻、磨损及修复情况的高清图像,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=none relational_spatial=partial
106,Chinese export lacquer sewing box,中国外销漆木针线盒,B,6.779,33.0,low,C–A,5.02,是,附件完整性和目标市场用途是当前代表性与教育价值的重要依据，但均未获得外部资料支持。,,缺PEM登记号与组件清单，无法确认具体针线盒及原配附件完整性,PEM登记卡与组件清单能否确认该针线盒的登记号、年代、作坊及原配附件，广州外销商品目录是否记载其西方女性市场用途？,缺PEM登记号与组件清单，无法确认具体针线盒及原配附件完整性；缺年代、作坊、木胎、漆饰工艺及金属件资料；缺证明其面向西方女性市场及具体针线用途的同期目录或档案；缺最初订购者、旧藏、捐赠者及入藏日期记录；缺与PEM其他外销针线盒的实物和编目比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=partial
107,Chinese export gouache insect‑and‑flower album leaf,外销水粉花鸟册页,B,6.353,31.0,low,C–A,5.17,是,原册身份可能直接决定该叶是普通装饰散页还是重要成套项目的一部分，现有资料无法区分。,,缺PEM登记号、原册名称、叶次及相关册页去向，无法确认其原册身份,PEM登记卡是否记录该册页的原册名称、叶次和相关册页，其他册页现藏何处，原册是否有可核验的年代、作坊或订购者？,缺PEM登记号、原册名称、叶次及相关册页去向，无法确认其原册身份；缺年代、作坊、尺寸、颜料、题识及印记的权威编目；缺同类虫花外销水粉册页的品质、存世量及主要馆藏比较；缺原订购者、旧藏、拆册经过及入藏日期记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=none
108,Chinese reverse glass portrait of merchant’s wife,外销玻璃背画商人夫人像,B,6.704,31.0,low,C–A,5.17,是,坐像者身份与委托关系未经证实；答案不同会直接改变该肖像的历史关联和叙事权重。,,缺PEM登记号及坐像人物身份依据，无法确认具体作品与“商人夫人”说法,PEM登记卡、配对肖像记录或商贸家族档案能否确认坐像者及其丈夫身份，并确定作品的委托人、年代、作坊和配对关系？,缺PEM登记号及坐像人物身份依据，无法确认具体作品与“商人夫人”说法；缺年代、作坊、材质及玻璃背画技法的权威编目；缺原委托人、配对肖像或所属系列的记录；缺旧藏、海外流传、捐赠者及入藏日期记录；缺同类中国外销玻璃背画肖像的主要馆藏比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=none
109,Chinese ivory export figurine of lady,外销象牙仕女摆件,B,5.739,43.2,medium,C–B,2.07,是,具体对象及广州归属无法核验，工艺质量也缺少图像比较，答案可能改变当前Tier。,,缺PEM馆藏号或图录条目，以确认该描述对应的具体对象、材质、年代及广州归属。,在PEM登记簿或亚洲外销艺术图录中，哪一条记录可与“外销象牙仕女摆件”对应，其馆藏号、年代、产地、尺寸及图像为何？,缺PEM馆藏号或图录条目，以确认该描述对应的具体对象、材质、年代及广州归属。；缺高清图像、尺寸、品相及与广州外销仕女象牙雕的质量比较，以检验其可替代性。；缺原始收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
110,Chinese ivory puzzle ball small size,小型外销象牙套球,B,6.604,43.2,medium,C–B,1.79,是,支撑其技术辨识度的实际层数与完整性尚未核实，结果可能使当前Tier变化。,,缺PEM馆藏号或图录记录，以确认具体对象、年代、产地、直径及实际雕刻层数。,PEM登记簿或外销象牙图录中，哪件小型套球与本描述相符，其直径、层数、年代、完整性及馆内同类比较结果为何？,缺PEM馆藏号或图录记录，以确认具体对象、年代、产地、直径及实际雕刻层数。；缺高清图像和品相报告，以确认各层是否完整、能否活动及雕刻复杂度。；缺与PEM其他套球在尺寸、层数、年代和工艺上的对象级比较。；缺原始收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
111,Anglo‑Indian sandalwood casket,英印檀香木首饰盒,C,5.483,43.2,medium,C–B,2.52,是,对象身份、制作中心及镶嵌状态未核实，这些事实可能改变其作为辅助性或代表性作品的判断。,,缺PEM馆藏号或图录条目，以确认具体对象、年代、制作中心、尺寸及材料。,PEM登记簿或英印外销木作图录中，哪件檀香木首饰盒与本描述对应，其制作中心为何，“局部镶嵌”是否属于原始状态？,缺PEM馆藏号或图录条目，以确认具体对象、年代、制作中心、尺寸及材料。；缺品相和技术记录，以判断“局部镶嵌”是原始设计、未完工状态还是后期脱失。；缺与有确证产地的英印檀香木盒进行工艺质量和典型性比较。；缺原始委托者、捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
112,Indian Vizagapatam small writing box,印度维扎加帕塔姆嵌象牙小文具盒,B,6.387,43.2,medium,C–B,1.79,是,维扎加帕塔姆归属和西式文具用途都是当前定级叙事的核心，却均未获得对象级证据。,,缺结构、纹样或技术分析等支持维扎加帕塔姆归属的对象级依据。,PEM登记簿或英印外销木作图录中是否有与该小文具盒匹配的条目，其年代、材料及哪些结构或纹样特征支持维扎加帕塔姆归属？,缺PEM馆藏号或图录记录，以确认具体对象、年代、尺寸、基材及镶嵌材料。；缺结构、纹样或技术分析等支持维扎加帕塔姆归属的对象级依据。；缺证明该盒供英国客户使用及作为文具盒外销的类型学或档案依据。；缺原始收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
113,Mughal ivory small animal group,莫卧儿象牙小动物群雕,C,5.407,44.8,medium,C–B,2.30,是,莫卧儿归属与外销用途均未经核实，而两者直接支撑当前历史和类别定位。,,缺PEM馆藏号或图录记录，以确认具体对象、莫卧儿归属、年代及制作地区。,PEM登记簿或南亚象牙图录中，哪件动物群雕与本描述对应，其年代、地区及莫卧儿归属依据是什么，是否被编目为外销制品？,缺PEM馆藏号或图录记录，以确认具体对象、莫卧儿归属、年代及制作地区。；缺文献或类型学依据证明该动物群雕专为海外贸易制作。；缺动物种类、构图、尺寸、铭文、高清图像及与可确证南亚象牙群雕的质量比较。；缺原始收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
114,Mughal miniature portrait of court attendant,莫卧儿细密画宫廷侍从,B,6.090,44.8,low,C–A,4.14,是,画派、年代与原属画册是衡量该册页地位的核心事实，现有资料无法排除普通作品与重要残页之间的显著差异。,,缺PEM馆藏号或图录条目，以确认具体册页、年代、地区画派、画家或作坊。,PEM印度细密画图录或登记簿中，哪一册页与该宫廷侍从像相符，其题记、印章、人物身份、年代、画派及原属画册为何？,缺PEM馆藏号或图录条目，以确认具体册页、年代、地区画派、画家或作坊。；缺人物身份、题记、印章及原属画册或手稿的识别资料。；缺高清正反面图像、尺寸、颜料与品相记录，以及与可定年莫卧儿宫廷人物画的质量比较。；缺捐赠者及入藏日期记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
115,Rajput landscape miniature,拉杰普特风景细密画,B,5.785,43.2,low,C–A,4.26,是,具体画派、题材和系列归属未明，而这些识别可能显著改变作品的重要性判断。,,缺画面题材、人物、题记及原属系列或手稿的识别。,PEM印度细密画图录或登记簿中，哪件作品与该风景细密画匹配，其具体拉杰普特画派、题材、题记、年代及原属系列为何？,缺PEM馆藏号或图录记录，以确认具体对象、年代及拉杰普特地区画派。；缺画面题材、人物、题记及原属系列或手稿的识别。；缺高清正反面图像、尺寸、材料、品相及与同画派可定年作品的质量比较。；缺捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
116,Sinhalese carved ivory hair ornament,斯里兰卡象牙发饰,B,6.414,48.4,low,C–A,3.87,是,塞勒姆贸易来源是其机构相关性的核心依据却未经证实，且对象身份与地域归属也未核验。,,缺航海日志、商人档案或早期入藏簿证明该发饰确经塞勒姆贸易网络取得。,PEM登记簿、东印度海事学会档案或塞勒姆商人记录中，哪条记录可与这件斯里兰卡象牙发饰对应，并能否确认收藏者、航程及入藏日期？,缺PEM馆藏号或图录记录，以确认具体对象、年代、斯里兰卡制作地区及尺寸。；缺航海日志、商人档案或早期入藏簿证明该发饰确经塞勒姆贸易网络取得。；缺高清图像、品相、佩戴方式及与斯里兰卡同类象牙发饰的质量和稀缺性比较。；缺与贸易关联无关的后续捐赠和保管链记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=na
117,Japanese Arita blue‑and‑white small vase,有田烧青花小瓶,B,5.913,43.2,medium,C–B,1.79,是,有田归属和欧洲市场器形均为当前叙事核心，但没有对象级编目或类型学资料。,,缺PEM馆藏号或图录条目，以确认具体对象、年代、窑口、尺寸、底款及纹样。,PEM日本外销瓷图录或登记簿中，哪件有田青花小瓶与本描述相符，其年代、窑口、底款和支持欧洲市场用途的器形依据为何？,缺PEM馆藏号或图录条目，以确认具体对象、年代、窑口、尺寸、底款及纹样。；缺类型学、订单或贸易记录证明该器形针对欧洲市场生产。；缺高清图像及与PEM其他有田小瓶在年代、工艺和纹样稀缺性上的比较。；缺收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
118,Japanese Imari covered bowl,伊万里烧盖碗,B,6.370,43.2,medium,C–B,1.79,是,对象身份、伊万里归属及盖碗完整性均未核实，这些事实可能改变当前Tier。,,缺PEM馆藏号或图录记录，以确认具体对象、年代、窑口、尺寸、底款和纹样。,PEM日本外销瓷图录或登记簿中，哪件伊万里盖碗与本描述匹配，其年代、窑口、纹样、盖碗原配关系及修复记录为何？,缺PEM馆藏号或图录记录，以确认具体对象、年代、窑口、尺寸、底款和纹样。；缺胎釉、彩绘和装饰比较资料，以验证伊万里归属。；缺品相与修复记录，以确认盖与碗是否原配及器物是否完整。；缺收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
119,Japanese lacquer export small cabinet drawer unit,日本外销漆木小斗柜,B,6.781,43.2,low,C–A,4.26,是,南蛮风格和西方订制属性均缺对象级证据，而这两项直接支撑其跨文化代表性。,,缺构造、纹样、金属件及图录比较等支持南蛮风格归属的对象级依据。,PEM日本外销漆器图录或登记簿中，哪件小斗柜与本描述对应，其年代、构造、纹样和金属件如何支持南蛮影响及西方居室用途？,缺PEM馆藏号或图录记录，以确认具体对象、年代、作坊、尺寸、木胎及漆饰材料。；缺构造、纹样、金属件及图录比较等支持南蛮风格归属的对象级依据。；缺订单、功能分析或早期收藏记录证明其为西方居室制作。；缺内外部高清图像、品相及与PEM其他外销漆柜的工艺和稀缺性比较。；缺后续捐赠者及入藏日期记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
120,Japanese export lacquer writing box,日本外销漆文具盒,B,6.247,44.8,medium,C–B,1.74,是,西式文具用途是当前跨文化价值判断的核心，但其对象身份、年代和功能均未获得编目或类型学证据。,,缺类型学或档案依据证明其供西式文具收纳，而非日本传统用途。,PEM日本外销漆器图录或登记簿中，哪件漆盒与本描述匹配，其具体年代、装饰技术和内部结构能否证明西式文具收纳用途？,缺PEM馆藏号或图录条目，以确认具体对象、江户时代内的年代、作坊、尺寸及装饰。；缺漆层、木胎、蒔绘及其他装饰材料的技术记录和高清图像。；缺类型学或档案依据证明其供西式文具收纳，而非日本传统用途。；缺与PEM小斗柜及其他外销漆盒在工艺、年代和典型性上的比较。；缺收藏者、捐赠者及入藏日期记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
121,"Netsuke rat, signed Edo work",江户签名根付老鼠,B,6.155,33.9,low,C–A,4.96,是,对象身份和署款归属均未核实，两者答案不同可能改变当前Tier。,,与PEM登录记录相匹配的对象身份及署款归属。,PEM馆藏管理系统或纸本图录中哪一登录号对应这件鼠形根付，其署款照片和释读是否被权威根付图录收录？,缺可将该描述名与PEM登录号对应的官方记录，包括编目题名、尺寸、材质和年代。；缺署款高清照片、释读及权威根付图录对署名作者归属的确认。；缺鼠形根付雕工质量、作者层级及同类稀缺性的馆藏比较。；缺可靠的来源、入藏和展览记录，但目前没有证据表明这些记录会改变其参观优先级。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
122,"Netsuke tortoise, unsigned",无款根付龟,B,5.947,32.3,low,C–B,2.13,是,连具体馆藏对象和雕工质量都未确认，核查结果可能使其在B与C之间变化。,,可与PEM登录号对应的对象身份及实物图像。,PEM馆藏记录中是否有无款木雕龟形根付与此描述相符，其年代、木材、尺寸和多角度图像为何？,缺对应的PEM登录号及官方编目资料，包括年代、尺寸和木材鉴定。；缺多角度高清图像、保存状况记录及根付专家对雕工质量的评估。；缺博物馆图录对无款龟形根付数量、质量区间和典型性的比较。；缺可靠的来源与入藏经过，但现有定级并未以特殊来源为依据。,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
123,Edo period wooden medicine box,江户时代木药箱,B,5.635,41.7,low,C–B,2.34,是,功能和社会使用语境正是当前Tier的主要依据，但两者均未核实。,,将该物确认为江户药箱及町人用品的编目证据。,PEM哪一登录记录对应这件彩绘木箱，记录中的结构、铭文或旧藏说明能否证明其用途为江户町人药箱？,缺对应的PEM登录号、官方题名、准确年代、产地、尺寸及作坊资料。；缺内部结构、铭文或编目证据，以确认其确为药箱并与町人阶层使用相关。；缺江户彩绘木药箱的存世比较，以及该件彩绘质量、完整性和稀缺性评估。；缺来源与入藏记录，但其具体早期所有者并非当前定级依据。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
124,Edo bronze censer with floral relief,江户花卉纹青铜香炉,B,5.814,41.7,low,C–B,1.97,是,对象身份、制作质量和使用语境均未核实，可能改变当前Tier依据。,,与PEM登录记录对应的身份及器物细节图像。,PEM馆藏记录中哪件江户青铜香炉与此描述相符，其底款、花卉纹细节和编目说明是否支持町屋日用器的判断？,缺对应的PEM登录号及官方记录中的准确年代、尺寸、合金和铸造者信息。；缺底款、铭文、花卉纹样和铸造细节图像，以及据此确认器物类型和制作质量的意见。；缺证明其为町屋日常陈设器的使用语境资料，以及江户青铜香炉的质量与稀缺性比较。；缺可靠的来源和入藏记录，但当前没有特殊来源价值的主张。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
125,Edo period iron tea‑kettle tetsubin,江户铁茶壶铁瓶,B,5.762,41.7,low,C–B,2.07,是,对象身份和“铸造良好”的核心质量判断均无可核验资料，可能影响当前Tier。,,与PEM登录记录对应的身份及铸造质量证据。,PEM馆藏系统中哪一铁瓶对应此描述，其款识、年代、铸造者和保存状况是否支持“江户优质日用铁瓶”的判断？,缺对应的PEM登录号及准确年代、尺寸、重量和铸造者等官方编目资料。；缺壶身纹样、款识、提梁、壶嘴和内部状况图像，以及铸造质量与保存状况评估。；缺江户铁瓶的同类质量与稀缺性比较，以及支持其为商人阶层日用品的资料。；缺可靠的来源和入藏经过，但当前定级不依赖特殊来源。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
126,"Ukiyo‑e beauty print, minor artist",二流浮世绘美人版画,B,6.229,41.7,low,C–A,4.38,是,作者层级是当前Tier的主要依据，但作者本人及作品身份尚未确认。,,画师、题名、系列和目录编号等作品身份。,PEM哪一登录记录对应这件美人画，其画师、题名、系列、版元和目录编号能否在权威浮世绘目录中确认？,缺对应的PEM登录号及画师姓名、作品题名、系列、年代、版元、印章和目录编号。；缺版次、版态、印刷质量、色彩保存和修复状况的专业记录。；缺权威浮世绘目录对该画师地位、该版存世情况及同类美人画质量的比较。；缺来源、入藏和轮换展出记录，但轮换频率本身不决定Tier。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
127,Katsushika Hokusai miscellaneous sketch print,葛饰北斋杂画小版画,B,6.469,40.1,low,C–A,4.49,是,北斋归属和作品身份均属定级核心论断，现有资料无法核实。,,可验证北斋归属的题名、系列和目录编号。,PEM馆藏系统中哪一版画对应此描述，其题名、系列和目录编号能否在北斋权威目录中核对，并确认版次与版态？,缺可对应PEM登录号的确切题名、系列名称、目录编号及北斋归属依据。；缺年代、版元、版次、版态、印刷质量、色彩和保存状况资料。；缺该版在北斋创作生涯及相应系列中的位置、存世印本数量和PEM同类比较。；缺来源、入藏及展览出版记录，但目前没有证据显示这些记录本身会改变Tier。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
128,"Hiroshige, miscellaneous station print",歌川广重普通站点版画,B,6.893,40.1,low,C–A,4.49,是,系列身份和印本版态直接影响作品地位，但目前连具体站点都无法确认。,,具体站名、系列版本及可核验的目录编号。,PEM哪一登录号对应这张广重版画，它是《东海道五十三次》的哪一站、哪一版本和版态，并与馆内其他《东海道》作品有何重复？,缺对应的PEM登录号、具体站名、完整系列版本、正式题名、目录编号及广重归属依据。；缺版元、年代、版次、版态、印刷质量、色彩和保存状况记录。；缺该站点不同版本的存世与稀缺性资料，以及与PEM其他《东海道》藏品的质量和重复性比较。；缺来源、入藏和展览出版记录，但当前Tier并不依赖特殊来源。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
