seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
94,"Paul Revere, Silver Salt Cellar",保罗·里维尔：银盐罐,American Decorative Arts,Silver,object,新英格兰历史银器,2,6.7,5.7,5.8,5.9,6.6,0,7.5,8.0,6.2,7.390,6.249,B,B,,Core 6.249 落在 5.5–7.19,medium,里维尔署名使这件家用银盐罐具有明确的历史与工艺吸引力，但它体量小、用途普通，在PEM银器收藏中并非不可替代的核心。,组内以较少见的立体盐罐形制区别于成套扁平餐具，独特性居首，但对PEM核心贸易叙事的补位稍弱。,
95,Salem Federal‑era mahogany card table,塞勒姆联邦时代桃花心木牌桌,American Decorative Arts,Wood Furniture,object,新英格兰历史木家具,2,6.4,6.8,6.2,6.0,7.0,0,7.2,8.0,7.5,7.500,6.610,B,B,,Core 6.610 落在 5.5–7.19,medium,塞勒姆本地制作的联邦时期桃花心木牌桌能有效呈现当地财富、社交生活与家具工艺，因此在PEM语境中的价值高于一般古董家具。,组内居首，其塞勒姆本地制作属性、联邦时代典型形制及与城市历史的直接联系，使其代表性和叙事补位均强于烛台。,
96,Chippendale candle‑stand,齐本德尔式烛台,American Decorative Arts,Wood Furniture,object,新英格兰历史木家具,2,5.8,5.2,6.0,5.7,6.1,0,6.3,6.0,6.2,6.190,5.749,B,B,,Core 5.749 落在 5.5–7.19,medium,这件洛可可雕刻烛台可代表新英格兰齐本德尔式家具趣味，造型具有一定观赏性，但缺少重要制作者或明确塞勒姆关联而较易被替代。,组内居次，雕刻洛可可风格可补充联邦时代之前的新英格兰家具面貌，但作为常见齐本德尔式小型家具，其独特性弱于塞勒姆牌桌。,
97,Paint‑decorated blanket chest,彩绘储物箱,American Decorative Arts,Painted Wood Furniture,object,新英格兰民间彩绘木作,2,5.8,5.6,5.9,5.7,6.1,0,6.3,7.4,6.3,6.630,5.878,B,B,,Core 5.878 落在 5.5–7.19,medium,该箱是理解新英格兰民间家居与彩绘传统的合格实例，但设计较典型，在并非PEM核心强项的美国装饰艺术中可替代性较高。,组内更具代表性的一件，以完整彩绘家具形态呈现新英格兰民间家居传统，品质、独特性及对本地生活叙事的补位均高于鹰顶饰。,
98,"Samuel Maloof, small side stool",萨姆·马卢夫：小型边凳,American Decorative Arts,Wood Furniture,object,美国现代工艺家具,2,6.7,5.5,5.8,5.8,6.2,0,6.8,4.2,4.8,5.620,5.947,B,B,,Core 5.947 落在 5.5–7.19,medium,马卢夫是美国现代木工家具的重要代表，但这件小型边凳尺度和复杂度有限，且该门类并非PEM身份核心。,组内居次，边凳虽能体现马卢夫的胡桃木手工传统，但与摇椅同作者同材质且形制较次要，独特性和叙事补位均明显较弱。,
99,Tiffany favrile glass tumbler,蒂凡尼法夫赖尔玻璃杯,American Decorative Arts,Art Glass,object,美国艺术玻璃,1,6.6,5.5,6.5,6.4,5.9,0,7.0,8.5,5.5,7.150,6.230,B,B,,Core 6.230 落在 5.5–7.19,medium,法夫赖尔玻璃在美国艺术玻璃史上地位突出，虹彩表面具有直观吸引力，但小型杯具并非蒂凡尼作品中最具代表性或最不可替代的形态。,组内唯一的美国艺术玻璃代表，蒂凡尼法夫赖尔工艺具有典范性且补足美国装饰艺术门类，但小型日用器形限制了其品质层级与叙事权重。,
100,American brass and iron andiron pair,美式黄铜铁制壁炉柴架成对,American Decorative Arts,Brass‑Iron Metalwork,object,美国壁炉金工,1,5.2,5.0,5.0,4.9,5.8,0,5.4,7.2,4.8,5.820,5.227,C,C,,Core 5.227 < 5.5,medium,这对联邦时期柴架能够说明早期美国家庭炉边生活与实用金工，但作为常见功能性器具，艺术冲击和本馆不可替代性都较有限。,作为组内唯一对象，它独占美式联邦时期壁炉金工这一类型而获较高D，但器型较常见，品质与对PEM核心叙事的补位均属中等。,
101,"Salem girl’s needlework sampler, 1792",1792塞勒姆少女刺绣样本,American Decorative Arts,Needlework Textile,object,新英格兰刺绣样本,2,6.3,6.8,5.8,6.1,7.0,0,7.1,8.0,7.3,7.410,6.536,B,B,,Core 6.536 落在 5.5–7.19,medium,明确的1792年塞勒姆背景使其与PEM所在地历史紧密相连，并可有效讲述少女教育、女性劳动和地方家庭文化。,组内居首，1792年确切纪年及诗句、花卉纹样使其成为更具辨识度的塞勒姆女性教育与地方生活见证。,
102,Folk carved wooden eagle finial,民间木雕鹰顶饰,American Decorative Arts,Painted Wood,object,新英格兰民间彩绘木作,2,4.9,4.7,5.2,5.2,5.3,0,5.2,5.3,5.4,5.270,5.037,B,C,变,Core 5.037 < 5.5,medium,鹰形顶饰具有易识别的美国民间装饰意象，但体量小、题材常见且缺乏特殊出处，属于较容易替代的辅助性展品。,组内居次，鹰形顶饰虽能补充新英格兰民间雕饰与象征图像，但体量较小且母题常见，代表性和非重复性弱于彩绘储物箱。,
103,Chinese Canton export rose medallion plate,广彩徽章纹外销盘,Asian Export Art Gallery,Porcelain,object,中国外销瓷,3,6.0,6.5,6.3,6.1,6.6,0,6.3,4.5,5.8,5.660,6.241,B,B,,Core 6.241 落在 5.5–7.19,medium,广彩徽章纹盘是欧美市场中国外销瓷的典型形态，契合PEM的核心收藏叙事，但标准化纹样使单件不可替代性有限。,组内位列第三，虽可代表美国市场常见的广彩玫瑰徽章纹样，但单件标准盘与同组器物重复度最高，独特性和叙事补位均较弱。,
104,Chinese Canton export porcelain teacup saucer group,广彩茶杯杯托组,Asian Export Art Gallery,Porcelain,object,中国外销瓷,3,6.1,6.6,6.4,6.3,6.8,0,6.6,6.5,7.3,6.710,6.466,B,B,,Core 6.466 落在 5.5–7.19,medium,成组茶杯与杯托比单件器皿更完整地呈现广州外销生产、茶饮消费和跨洋贸易，虽属常规类型但与PEM核心身份高度相符。,组内位列第二，成组茶杯杯托比单件标准外销盘更能呈现外销瓷的日常饮茶与成套消费情境，但典范性仍不及大潘趣碗。,
105,"Chinese export silver spoon set, Forbes collection",福布斯藏中国外销银勺套件,Asian Export Art Gallery,Silver Metalwork,object,中国外销银器,1,6.4,7.1,6.0,5.9,6.9,0,7.2,8.0,8.2,7.640,6.639,B,B,,Core 6.639 落在 5.5–7.19,medium,福布斯中国贸易收藏背景及广州外销银器属性使其与PEM的远洋贸易研究传统关系密切，但银勺套件本身视觉尺度较小。,作为组内唯一的中国外销银器，其工艺与历史地位属良好而非顶级，但能以银质餐具独立补足PEM亚洲外销艺术及中美贸易物质文化叙事。,
106,Chinese export lacquer sewing box,中国外销漆木针线盒,Asian Export Art Gallery,Lacquered Wood,object,中国外销漆器,1,6.3,6.8,6.7,6.6,6.9,0,7.2,8.5,8.7,7.890,6.779,B,B,,Core 6.779 落在 5.5–7.19,medium,为西方女性市场制作的漆木针线盒兼具精细装饰与跨文化消费史信息，是PEM亚洲外销艺术叙事中较有吸引力的典型器物。,作为组内唯一的中国外销漆器，其面向西方女性日用需求的针线盒形态独特性较高，并能有力补充PEM以跨洋贸易和亚洲外销艺术为核心的叙事。,
107,Chinese export gouache insect‑and‑flower album leaf,外销水粉花鸟册页,Asian Export Art Gallery,Gouache on Paper,object,中国外销水粉画,1,6.0,6.5,6.3,6.1,6.4,0,6.4,8.0,7.4,7.080,6.353,B,B,,Core 6.353 落在 5.5–7.19,medium,花虫水粉册页体现广州外销绘画的细密技法和西方市场趣味，符合本馆核心方向，但作为典型装饰性册页仍有一定可替代性。,作为组内唯一的中国外销水粉画，它虽属典型装饰性花鸟册页、品质并非顶尖，却以媒材与题材的唯一性较好补足了PEM亚洲外销艺术叙事。,
108,Chinese reverse glass portrait of merchant’s wife,外销玻璃背画商人夫人像,Asian Export Art Gallery,Reverse Glass Painting,object,中国外销玻璃背画,1,6.3,6.8,6.7,6.5,6.9,0,6.3,8.2,8.4,7.290,6.704,B,B,,Core 6.704 落在 5.5–7.19,medium,商人夫人肖像以玻璃背画这种跨文化媒介连接广州作坊、西方委托人与贸易社会，叙事和材质吸引力较强，但作品质量仅属标准水准。,组内唯一的中国外销玻璃背画，虽品质属标准水平，但以独特媒材和外销肖像类型为PEM核心的亚洲外销艺术叙事补位。,
109,Chinese ivory export figurine of lady,外销象牙仕女摆件,Asian Export Art Gallery,Carved Ivory,object,亚洲外销象牙雕,4,5.2,5.8,5.7,5.9,6.2,0,6.1,4.8,6.5,5.790,5.739,B,B,,Core 5.739 落在 5.5–7.19,low,广州外销仕女象牙雕能够呈现中国口岸工艺与海外消费趣味，但形制常见且缺乏年代、作者或特殊来源信息，单件可替代性较高。,组内属于较常见的广作外销仕女类型，品质居第三且与其他中国外销象牙题材重复度最高，因而D最低。,
110,Chinese ivory puzzle ball small size,小型外销象牙套球,Asian Export Art Gallery,Carved Ivory,object,亚洲外销象牙雕,4,5.8,6.3,6.6,7.1,6.6,0,7.8,9.0,8.2,8.240,6.604,B,B,,Core 6.604 落在 5.5–7.19,medium,多层象牙套球是辨识度很高的中国外销奇巧工艺，技术结构对普通游客也有吸引力，但小型且属流行商品类型，尚非不可替代的杰作。,组内品质与典范性第一，多层套球的结构技法最鲜明且最能代表中国外销象牙奇巧，故D最高。,
111,Anglo‑Indian sandalwood casket,英印檀香木首饰盒,Asian Export Art Gallery,Inlaid Wood,object,印度外销镶嵌木作,2,5.2,5.7,5.0,5.2,6.2,0,5.8,4.6,6.5,5.580,5.483,B,C,变,Core 5.483 < 5.5,medium,英印檀香木盒可说明印度材料与欧洲市场需求的结合，但体量小、镶嵌不完整且未见突出工艺或出处，主要承担辅助叙事作用。,组内居次，其檀香木材质仍有英印外销特色，但小型首饰盒与局部镶嵌的辨识度和叙事补位均弱于维扎加帕塔姆文具盒。,
112,Indian Vizagapatam small writing box,印度维扎加帕塔姆嵌象牙小文具盒,Asian Export Art Gallery,Inlaid Wood,object,印度外销镶嵌木作,2,6.0,6.3,6.0,6.1,6.8,0,7.2,8.3,8.4,7.770,6.387,B,B,,Core 6.387 落在 5.5–7.19,medium,维扎加帕塔姆嵌象牙文具盒是较有代表性的英属印度外销奢侈木作，其功能、材料和英国客户取向能有效解释殖民贸易中的跨文化设计。,组内居首，维扎加帕塔姆产地传统、象牙镶嵌与英式文具盒功能结合更鲜明，是两件中更具典范性且最能强化PEM亚洲外销艺术叙事者。,
113,Mughal ivory small animal group,莫卧儿象牙小动物群雕,Asian Export Art Gallery,Carved Ivory,object,亚洲外销象牙雕,4,4.9,5.4,5.2,5.4,5.8,0,5.5,6.6,7.2,6.170,5.407,C,C,,Core 5.407 < 5.5,low,这件小型动物群雕具有莫卧儿工艺与海外贸易背景，但简介明确将其定位为次要装饰品，且缺少年代、出处和工艺等级等支持。,组内品质层级最低且只是小型装饰群雕，但其莫卧儿印度来源区别于两件中国作品，D居第三并补充南亚叙事。,
114,Mughal miniature portrait of court attendant,莫卧儿细密画宫廷侍从,Asian Export Art Gallery,Opaque Watercolor on Paper,object,印度纸本细密画,2,6.3,5.7,5.8,5.7,6.7,0,6.3,7.6,6.6,6.750,6.090,B,B,,Core 6.090 落在 5.5–7.19,medium,宫廷侍从题材的莫卧儿细密画有助于讲解宫廷等级、服饰与绘画传统，但作品仅属技法合格的次等题材，在PEM外销艺术身份中的核心性有限。,组内居首，其莫卧儿宫廷人物题材比拉杰普特风景更能代表印度细密画的经典宫廷传统，且补充了馆内亚洲艺术的帝国叙事。,
115,Rajput landscape miniature,拉杰普特风景细密画,Asian Export Art Gallery,Opaque Watercolor on Paper,object,印度纸本细密画,2,5.8,5.3,5.9,5.8,6.2,0,5.8,6.7,6.2,6.150,5.785,B,B,,Core 5.785 落在 5.5–7.19,medium,拉杰普特风景细密画具有区域画派的审美和教学价值，但非王室题材且未显示名家、重要系列或特殊贸易来源，属于良好的补充性作品。,组内居次，拉杰普特地域画派与非宫廷风景题材形成一定差异，但典范性和叙事核心度均略逊于莫卧儿宫廷人物画。,
116,Sinhalese carved ivory hair ornament,斯里兰卡象牙发饰,Asian Export Art Gallery,Carved Ivory,object,亚洲外销象牙雕,4,5.7,6.7,5.9,6.0,7.0,0,6.9,8.1,8.8,7.640,6.414,B,B,,Core 6.414 落在 5.5–7.19,medium,斯里兰卡象牙发饰虽体量较小，却兼具个人装饰、地方雕刻与塞勒姆远洋贸易采集背景，因而与PEM的创馆历史和跨洋网络联系较紧密。,组内品质居第二，斯里兰卡个人发饰的地域与用途均较少重复，D仅次于套球且对塞勒姆远洋贸易叙事的补位价值最高。,
117,Japanese Arita blue‑and‑white small vase,有田烧青花小瓶,Asian Export Art Gallery,Porcelain,object,日本外销瓷器,2,5.7,6.0,5.7,5.7,6.3,0,6.4,5.4,6.8,6.180,5.913,B,B,,Core 5.913 落在 5.5–7.19,medium,有田青花小瓶能清楚展示日本瓷器针对欧洲市场调整器形的过程，但其标准化形制与小体量使视觉冲击和单件不可替代性有限。,组内居次，其器形规整且能说明欧洲市场取向，但青花与常见外销瓷较为雷同，独特性弱于伊万里盖碗。,
118,Japanese Imari covered bowl,伊万里烧盖碗,Asian Export Art Gallery,Porcelain,object,日本外销瓷器,2,6.0,6.2,6.3,6.3,6.5,0,7.1,8.0,8.0,7.550,6.370,B,B,,Core 6.370 落在 5.5–7.19,medium,经典伊万里色彩与西式宴饮用途使这件盖碗较具辨识度，可直观说明日本瓷器的外销审美，但目前未见稀有年代、窑口或显赫来源。,组内居首，典型伊万里配色与带盖服务器形更鲜明地代表日本外销瓷，并强化PEM亚洲外销艺术叙事。,
119,Japanese lacquer export small cabinet drawer unit,日本外销漆木小斗柜,Asian Export Art Gallery,Lacquered Wood,object,日本外销漆器,2,6.4,6.7,6.6,6.6,7.1,0,7.4,8.3,8.1,7.810,6.781,B,B,,Core 6.781 落在 5.5–7.19,medium,这件受南蛮风格影响、为西方室内设计的小斗柜在形制与装饰上集中体现跨文化适配，较能代表PEM核心的亚洲外销艺术叙事。,组内居首，其南蛮风格小斗柜形制更鲜明地体现日本漆艺适应西方室内陈设的外销转化，代表性与叙事补位均强于文具盒。,
120,Japanese export lacquer writing box,日本外销漆文具盒,Asian Export Art Gallery,Lacquered Wood,object,日本外销漆器,2,6.0,6.3,6.0,6.0,6.7,0,6.7,6.4,7.0,6.670,6.247,B,B,,Core 6.247 落在 5.5–7.19,medium,江户时代外销漆文具盒把日本漆艺与西方文具收纳需求结合起来，具有清晰的贸易史教学价值，但常见盒式形制令单件代表性低于小斗柜。,组内居次，江户时代外销文具盒仍能补充西式文房用途，但与小斗柜相比形制和跨文化表达较常规，独特性相应下调。,
121,"Netsuke rat, signed Edo work",江户签名根付老鼠,Japanese Art Gallery,Carved Ivory,object,日本根付,3,6.1,5.8,6.4,6.8,6.2,0,6.6,4.5,5.5,5.750,6.155,B,B,,Core 6.155 落在 5.5–7.19,medium,这件江户签名象牙根付工艺良好且老鼠题材生动，但并非名家顶级作，在PEM东亚收藏中属于有吸引力而仍可替代的精品小件。,组内品质居中，但同为署款动物形象牙根付且明显弱于内藤丰正兔，重复性最高，故D列末位。,
122,"Netsuke tortoise, unsigned",无款根付龟,Japanese Art Gallery,Carved Wood,object,日本根付,3,5.7,5.4,6.1,6.6,6.2,0,6.1,6.3,6.4,6.220,5.947,B,B,,Core 5.947 落在 5.5–7.19,medium,无款木雕龟保留了根付的实用属性并有亲切的动物造型，但作者、稀有性与杰出艺术地位均不突出。,组内品质虽居末，但木质、无款且偏日常实用的属性区别于两件象牙根付，独特性与叙事补位均列第二。,
123,Edo period wooden medicine box,江户时代木药箱,Japanese Art Gallery,Painted Wood,object,日本江户日用木器,1,5.3,5.1,5.4,5.6,6.6,0,5.8,8.0,6.5,6.600,5.635,C,B,变,Core 5.635 落在 5.5–7.19,medium,商人阶层使用的彩绘木药箱本身较为普通，却能具体呈现江户城市家庭的医疗、储物和日常物质文化。,作为组内唯一的江户日用木器，其商人阶层药品收纳功能具有较高非重复性，并为日本展陈补充日常生活面向，但典范性有限。,
124,Edo bronze censer with floral relief,江户花卉纹青铜香炉,Japanese Art Gallery,Bronze Metalwork,object,日本江户日用金工,2,5.6,5.3,6.1,6.0,6.2,0,6.4,6.2,5.9,6.240,5.814,B,B,,Core 5.814 落在 5.5–7.19,medium,花卉浮雕为这件町屋用青铜香炉提供了良好的装饰观赏性，但其类型和本馆身份价值仍属常规。,组内其花卉浮雕与青铜装饰性使品质略胜，但作为江户日用器的典型性和叙事补位均弱于铁瓶，故D居次。,
125,Edo period iron tea‑kettle tetsubin,江户铁茶壶铁瓶,Japanese Art Gallery,Iron Metalwork,object,日本江户日用金工,2,5.5,5.2,5.7,5.9,6.4,0,6.1,7.5,6.6,6.620,5.762,B,B,,Core 5.762 落在 5.5–7.19,medium,铸造良好的日用铁瓶是合格的江户金工作品，尤其适合说明商人阶层的饮茶生活，但单件并不稀有或不可替代。,组内铁瓶最能代表江户商人阶层的日常饮茶生活，且以铁铸器形区别于装饰性香炉，故D与G均居首。,
126,"Ukiyo‑e beauty print, minor artist",二流浮世绘美人版画,Japanese Art Gallery,Woodblock Print,object,日本浮世绘版画,5,6.0,5.6,6.5,6.6,6.6,0,6.2,7.2,7.4,6.740,6.229,B,B,,Core 6.229 落在 5.5–7.19,medium,二线画师的美人画仍具有鲜明的浮世绘色彩与人物吸引力，并能讲述江户审美和出版文化，但不构成PEM的标志性名作。,组内排名第三，作者地位较次但作为唯一美人画题材，能补足两大名家风景与杂画之外的类型叙事。,
127,Katsushika Hokusai miscellaneous sketch print,葛饰北斋杂画小版画,Japanese Art Gallery,Woodblock Print,object,日本浮世绘版画,5,6.9,6.3,6.2,6.6,6.7,0,7.0,4.5,5.2,5.890,6.469,B,B,,Core 6.469 落在 5.5–7.19,medium,北斋的作者地位明显提升了作品价值与游客关注度，但这是一件较小且出自冷门系列的杂画，重要性低于其代表作。,组内排名第四，虽有北斋署名价值，但属于较次要的小版杂画，并被更完整、更优质的北斋组画明显覆盖。,
128,"Hiroshige, miscellaneous station print",歌川广重普通站点版画,Japanese Art Gallery,Woodblock Print,object,日本浮世绘版画,5,7.4,6.6,6.9,7.1,7.3,0,7.4,3.4,4.8,5.680,6.893,B,B,,Core 6.893 落在 5.5–7.19,medium,虽非最著名站点，这件广重版画仍属于具有里程碑意义的《东海道五十三次》体系，可有效呈现江户旅行、风景图像与版画传播。,组内排名第五，单张普通站点画与排名第一的广重《东海道》选集直接重复，故独特性和补位价值最低。,
129,Joseon dynasty white porcelain bottle,朝鲜王朝白瓷瓶,Korean Art Gallery,Porcelain,object,朝鲜王朝陶瓷,2,6.5,6.0,6.4,6.0,7.0,0,7.0,8.2,7.3,7.420,6.452,B,B,,Core 6.452 落在 5.5–7.19,medium,造型雅洁的朝鲜白瓷瓶能集中体现王朝时期克制朴素的陶瓷审美，虽为地方窑产品，仍有较强的文化阐释价值。,组内排名第一，白瓷瓶比青瓷小碗更能代表朝鲜王朝陶瓷的典范面貌，虽属地方窑品质而非顶级名品，仍是韩国艺术叙事的核心一环。,
130,Joseon celadon small bowl,朝鲜青瓷小碗,Korean Art Gallery,Stoneware‑Porcelain,object,朝鲜王朝陶瓷,2,5.8,5.6,6.3,6.1,6.1,0,5.9,5.6,5.8,5.790,5.914,B,B,,Core 5.914 落在 5.5–7.19,medium,这件小型青瓷碗釉色具有观赏性，也可补充朝鲜王朝陶瓷面貌，但相较更具代表性的高丽青瓷或朝鲜白瓷辨识度有限。,组内排名第二，青瓷釉色与碗形提供一定差异，但其典范性和叙事补位均弱于更具朝鲜王朝标志性的白瓷瓶。,
131,Joseon embroidered floral rank badge fragment,朝鲜刺绣补子残片,Korean Art Gallery,Embroidery Textile,object,朝鲜王朝服饰刺绣,2,4.8,4.7,4.8,4.6,6.0,0,4.8,3.2,3.8,4.120,4.857,C,C,,Core 4.857 < 5.5,medium,补子可用于说明朝鲜官服、等级制度与刺绣工艺，但该件仅存花卉纹残片，完整性和现场视觉效果明显受限。,组内次位，虽以花卉纹样提供一定变化，但残片形态且与完整补子题材重复，独特性和叙事补位均明显较低。,
132,Joseon bronze hand‑mirror,朝鲜青铜手镜,Korean Art Gallery,Bronze Metalwork,object,朝鲜王朝青铜器,1,5.4,5.2,5.8,5.7,6.1,0,5.8,8.0,6.4,6.580,5.678,C,B,变,Core 5.678 落在 5.5–7.19,medium,晚期朝鲜青铜手镜兼具装饰铸造与个人生活史信息，但属于较常见、可替代的日用金工类型。,作为组内唯一的朝鲜王朝青铜器，它以晚期日用手镜补足韩国金工与生活文化叙事，故D居组内首位且偏高，但典范性与全馆核心关联度仅属中等。,
133,Nam June Paik small TV‑object study,白南准小型电视媒介习作,Korean Contemporary Gallery,Mixed‑Media Video Sculpture,object,韩国当代影像与综合媒介艺术,1,6.4,4.9,5.3,5.8,6.5,0,6.6,8.6,7.4,7.360,5.881,B,B,,Core 5.881 落在 5.5–7.19,medium,白南准在全球影像艺术史上地位突出，但这件小型实验习作并非其代表作，且韩国当代艺术不是PEM最不可替代的馆藏支柱。,作为组内唯一的韩国当代影像综合媒介作品，它以较高独特性补足韩国艺术的当代实验一环，但小型习作的典范性低于白南准的重要成熟作品。,
134,Hawaiian carved wooden bowl,夏威夷木雕食用碗,Oceanic Art Gallery,Carved Wood,object,大洋洲雕刻木容器,3,5.4,5.7,5.3,5.2,6.2,0,5.8,5.2,6.3,5.720,5.582,B,B,,Core 5.582 落在 5.5–7.19,medium,这件制作良好的非王室日用木碗能够呈现夏威夷饮食与木工传统，但作为常见生活器，其单件稀缺性和视觉冲击有限。,组内为工艺良好但非王室等级的日用碗，品质与典范性居末，且与斐济木碗在器形上重复较多。,
135,Hawaiian stone fishing sinker set,夏威夷石制渔坠组,Oceanic Art Gallery,Stone Tool,object,大洋洲石制工具,2,5.5,5.7,4.8,5,6.7,0,6.4,7.0,8.2,6.940,5.694,B,B,,Core 5.694 落在 5.5–7.19,medium,成组石制渔坠外观朴素且可替代性较高，却能具体解释传统波利尼西亚渔业技术、海洋生计和材料利用。,组内位居第二，渔坠组以夏威夷传统渔业补强PEM的海事—大洋洲叙事，但在材质与典范性上不及毛利软玉石锛。,
136,Hawaii woven mat fragment,夏威夷编织席残片,Oceanic Art Gallery,Plant‑Fiber Textile,object,大洋洲植物纤维编织品,3,6.4,6.1,4.2,4.7,6.7,0,7.5,8.8,7.8,7.950,5.940,B,B,,Core 5.940 落在 5.5–7.19,medium,细密植物纤维席若确属接触前时期则具有较强的有机材料存世与文化价值，但残片状态显著削弱现场观赏性。,组内唯一的席类且具有前接触时期背景，在形制、年代意义与代表性上均居三件之首。,
137,Māori wooden food storage box,毛利木质食物储存盒,Oceanic Art Gallery,Carved Wood,object,大洋洲雕刻木容器,3,6,6.2,5.9,5.8,6.5,0,6.7,7.0,7.2,6.890,6.169,B,B,,Core 6.169 落在 5.5–7.19,medium,毛利木质储食盒兼具实用功能和适度表面雕饰，可说明食物保存与雕刻传统，但并非高等级或装饰卓绝的精品。,组内品质居中，其储食盒形制区别于另外两件碗，并补充毛利日常物质文化，独特性列第二。,
138,Māori stone adze implement,毛利石锛工具,Oceanic Art Gallery,Nephrite Stone Tool,object,大洋洲石制工具,2,6.1,6.1,5.3,5.5,6.8,0,7.3,8.5,7.5,7.700,6.155,C,B,变,Core 6.155 落在 5.5–7.19,medium,软玉石锛联系毛利社会重要的玉材文化与木作技术，教育价值较强，但普通工具等级限制了其单件重要性和视觉表现。,组内位居第一，毛利软玉石锛在材质、文化辨识度和工艺代表性上最突出，虽属普通工具等级仍明显区别于渔坠组。,
139,Marquesan small ancestor carving,马克萨斯小型祖先木雕,Oceanic Art Gallery,Carved Wood,object,大洋洲仪式木雕,7,6.8,6.6,6.3,6.5,6.8,0,6.6,5.4,6.5,6.220,6.572,B,B,,Core 6.572 落在 5.5–7.19,medium,马克萨斯祖先形象具有鲜明的波利尼西亚宗教与雕刻风格，良好造型颇具吸引力，但小型尺度使其未达到纪念性代表作水准。,组内第六，这件马克萨斯小型祖先像风格尚佳，但尺度有限且该文化已由更独特的仪式锛代表，因而独特性递降。,
140,Fijian carved wooden bowl,斐济雕花仪式木碗,Oceanic Art Gallery,Carved Wood,object,大洋洲雕刻木容器,3,6.5,6.5,6.2,6.3,7.1,0,7.6,8.4,8.0,7.920,6.657,B,B,,Core 6.657 落在 5.5–7.19,medium,雕工良好的斐济卡瓦碗能够有效讲述卡瓦仪式、社会等级和共同体生活，但次级酋长等级意味着它并非同类最高规格。,组内以酋长等级的卡瓦仪式碗最具文化典范性，品质、独特性及对斐济仪式叙事的补位价值均居首。,
141,Tongan woven basket,汤加编织储物篮,Oceanic Art Gallery,Plant‑Fiber Textile,object,大洋洲植物纤维编织品,3,5.8,5.9,5.6,5.6,6.4,0,6.8,6.4,7.2,6.760,5.951,C,B,变,Core 5.951 落在 5.5–7.19,medium,紧密编织并兼具实用与仪式用途的汤加篮可呈现植物材料工艺和社会习俗，但器形常规，单件不可替代性有限。,紧密编织并兼具实用与仪式属性，使其在两件篮器中更具代表性，组内列第二。,
142,New Hebrides spirit mask fragment,新赫布里底神灵面具残件,Oceanic Art Gallery,Painted Wood Fragment,object,大洋洲仪式木雕,7,5.8,5.8,4.7,5.2,6.5,0,5.2,3.5,5.1,4.670,5.537,B,B,,Core 5.537 落在 5.5–7.19,medium,新赫布里底彩绘神灵面具残件保留了美拉尼西亚仪式艺术的叙事线索，但残损状态使造型完整性、视觉冲击和代表性明显下降。,组内末位，残缺状态削弱品质，又与更完整、更醒目的新不列颠面具形成明显重复，仅保留有限的地域补位价值。,
143,Rapa Nui carved wooden statuette,复活节岛小木雕像,Oceanic Art Gallery,Carved Wood,object,大洋洲仪式木雕,7,6.2,6.3,5.9,6.5,6.4,0,6.5,6.8,7,6.690,6.304,B,B,,Core 6.304 落在 5.5–7.19,medium,拉帕努伊题材具有较高公众辨识度，小型木像因而颇能吸引游客，但接触后年代、有限尺度和一般化造型压低了遗产等级。,组内第五，拉帕努伊题材具有地域辨识度，但小型且属接触后作品，代表性明显不及前三类核心仪式器物。,
144,"Scrimshaw whale tooth, sailing‑ship motif",捕鲸骨雕帆船主题鲸牙,Maritime Gallery,Engraved Whale Tooth,object,海事鲸牙雕刻,1,6.6,6.7,6.5,7,7.4,0,7.3,8.4,8.7,7.910,6.921,B,B,,Core 6.921 落在 5.5–7.19,medium,帆船图案鲸牙雕刻直接连接捕鲸、船员民间艺术和塞勒姆海事史，十分契合PEM核心身份，但该件属于工艺良好而非罕见顶级个例。,组内唯一的鲸牙雕刻，帆船母题虽属经典常见类型，但能以较好的民间工艺直接补足PEM远洋贸易与捕鲸海事叙事。,
145,Scrimshaw walrus tusk small piece,小型海象牙骨雕,Maritime Gallery,Engraved Walrus Ivory,object,海事牙骨雕刻,1,5.0,5.5,5.2,5.8,5.7,0,5.8,8.2,7.4,6.840,5.564,B,B,,Core 5.564 落在 5.5–7.19,medium,这件小型海象牙刻能体现捕鲸航程中的纪念品文化，与PEM海事传统相关且具有材质吸引力，但体量有限、个体信息不足，同类中可替代性较高。,组内唯一的海象牙雕，虽为小型航海纪念品、典范程度中等，但在同类中无重复，并能补充PEM核心海事叙事中的捕鲸航程与水手雕刻传统。,
146,Whalebone bus‑k corset stay,鲸鱼骨束腰撑片,Maritime Gallery,Whalebone,object,捕鲸材料制日用器,1,5.4,5.4,4.1,5.5,6.7,0,6.2,8.5,8.0,7.250,5.600,B,B,,Core 5.600 落在 5.5–7.19,medium,鲸骨束腰撑片直观连接捕鲸产业、全球商品流通与服饰身体史，教育价值较强，但作为小型日用品视觉效果弱，单件并非PEM身份支柱。,作为组内唯一对象，它以日常束腰构件具体呈现捕鲸原料进入消费生活的路径，典范性中上、独特性突出，并能有效补足PEM海事贸易叙事中的物质文化一环。,
