seq,名称,旧档,新档,旧 Core,新 Core,ΔCR,ΔHS,ΔIU,ΔVI,ΔVA,ΔCE,旧组,新组,新组件数,新组含新增展品,主因推断
393,2nd October,（新增）,B,,6.96,,,,,,,,印度现代与当代绘画,6,是,
394,Untitled,（新增）,A,,7.5,,,,,,,,印度现代与当代绘画,6,是,
395,Man,（新增）,A,,7.37,,,,,,,,印度现代与当代绘画,6,是,
396,Bindu La Terre,（新增）,A,,7.71,,,,,,,,印度现代与当代绘画,6,是,
397,Two Men with Hand Cart,（新增）,B,,6.68,,,,,,,,印度现代绘画,2,是,
398,Girl Eating Rasagolla,（新增）,A,,7.4,,,,,,,,印度现代绘画,2,是,
399,Hanuman Revealing Rama and Sita in his Heart,（新增）,B,,7.02,,,,,,,,印度宗教叙事艺术,1,是,
400,Devotee of Krishna,（新增）,A,,7.41,,,,,,,,印度宗教泥塑,1,是,
401,Portrait of Captain William B. Aiken,（新增）,B,,5.52,,,,,,,,18—19世纪人物肖像画,7,是,
402,Portrait of Charlotte Story Forrester,（新增）,B,,6.74,,,,,,,,18—19世纪人物肖像画,7,是,
403,Portrait of Nancy Blood Story,（新增）,C,,5.4,,,,,,,,18—19世纪人物肖像画,7,是,
404,View of the Northfields (North Salem) and Beverly,（新增）,B,,6.54,,,,,,,,18—19世纪新英格兰风景画,1,是,
405,Portrait of William Pepperrell,（新增）,B,,6.84,,,,,,,,18—19世纪人物肖像画,7,是,
406,John Quincy Adams by Charles Osgood,（新增）,B,,6.7,,,,,,,,18—19世纪人物肖像画,7,是,
407,Portrait of Alexander Hamilton,（新增）,A,,7.71,,,,,,,,18—19世纪人物肖像画,7,是,
408,Portrait of Henry Carwick,（新增）,A,,7.28,,,,,,,,18—19世纪人物肖像画,7,是,
409,View of Courthouse Square,（新增）,C,,4.83,,,,,,,,新英格兰地方风景油画,1,是,
410,Portrait of Abraham Prescott Jr.,（新增）,C,,3.59,,,,,,,,美国肖像油画,6,是,
411,Portrait of Nathaniel Hawthorne,（新增）,B,,6.69,,,,,,,,美国肖像油画,6,是,
412,Portrait of Jane Shattuck,（新增）,C,,5.2,,,,,,,,美国肖像油画,6,是,
413,Shoes 134356.1253AB,（新增）,C,,4.02,,,,,,,,历史鞋履,1,是,
414,"The Captain, by Gilbert Gaul",（新增）,C,,5.35,,,,,,,,美国历史与军事题材油画,1,是,
415,After the Storm,（新增）,C,,5.2,,,,,,,,美国风景油画,1,是,
416,Timothy Fitch by Joseph Blackburn,（新增）,C,,5.39,,,,,,,,美国肖像油画,6,是,
417,Portrait of Elizabeth Chipman Gray,（新增）,B,,6.45,,,,,,,,美国肖像油画,6,是,
418,Portrait of William Gray,（新增）,B,,6.9,,,,,,,,美国肖像油画,6,是,
419,Cage of la Corriveau,（新增）,B,,7.11,,,,,,,,刑罚与司法历史器物,1,是,
420,Plate with the coat of arms of Willem van Outhoorn,（新增）,A,,8.27,,,,,,,,亚洲外销漆器,1,是,
421,Sweetmeat set with the coat of arms of Johannes Camphuys,（新增）,A,,7.58,,,,,,,,亚洲外销瓷器,5,是,
422,Dish/Charger with the IHS cipher for Christ,（新增）,A,,7.99,,,,,,,,亚洲外销瓷器,5,是,
423,Charger with a view of Xiamen (Amoy),（新增）,A,,7.96,,,,,,,,亚洲外销瓷器,5,是,
424,Kuka'ilimoku E12071,（新增）,A,,8.46,,,,,,,,夏威夷传统器物,2,是,
425,Leiomano E19679,（新增）,A,,7.42,,,,,,,,夏威夷传统器物,2,是,
426,Sioux baby carrier E21292,（新增）,B,,6.0,,,,,,,,北美原住民婴儿背袋,1,是,
427,Djilakons mask,（新增）,A,,8.15,,,,,,,,西北海岸仪式木雕,1,是,
428,Nguru E5520,（新增）,A,,7.54,,,,,,,,毛利传统木雕器物,1,是,
429,Jagannatha-E7626,（新增）,B,,6.74,,,,,,,,南亚宗教陶塑,1,是,
430,Kutch blouse E77824,（新增）,B,,6.8,,,,,,,,古吉拉特女性刺绣服饰,1,是,
431,european family,（新增）,C,,5.38,,,,,,,,亚洲外销瓷器,5,是,
432,Charger with VOC emblem,（新增）,A,,8.04,,,,,,,,亚洲外销瓷器,5,是,
433,Ropework beckets M10698,（新增）,B,,5.68,,,,,,,,船舶绳工艺,1,是,
434,"An unsigned, undated astrolabe with an unusual rete",（新增）,B,,6.53,,,,,,,,航海天文仪器,1,是,
435,Judge Richard Saltonstall by Robert Feke,（新增）,B,,6.61,,,,,,,,殖民地美国肖像画,2,是,
436,Mouqua,（新增）,A,,7.25,,,,,,,,中国外销肖像画,1,是,
437,Aquamarine demi-parure M20453,（新增）,B,,5.69,,,,,,,,19世纪珠宝首饰,1,是,
438,Figurehead from the ship Galatea,（新增）,A,,7.38,,,,,,,,美国海事船首像,3,是,
439,Portrait of Mrs. Thomas Shippard,（新增）,B,,5.81,,,,,,,,殖民地美国肖像画,2,是,
440,Great Clipper Trade Wind for Panama,（新增）,B,,6.05,,,,,,,,海事航运图像纺织品,1,是,
441,Female figurehead M27185,（新增）,A,,7.68,,,,,,,,美国海事船首像,3,是,
442,Portrait of Rajinder Dutt,（新增）,B,,6.23,,,,,,,,南亚殖民时期肖像画,1,是,
443,Figurehead M6490,（新增）,B,,6.82,,,,,,,,美国海事船首像,3,是,
444,The Examination of a Witch,（新增）,A,,8.12,,,,,,,,塞勒姆女巫题材历史画,1,是,
445,U.S.S. WASP Boarding H.M Brig FROLIC,（新增）,A,,7.39,,,,,,,,美国海事历史油画,3,是,
446,Clipper Ship HURRICANE in the English Channel,（新增）,B,,6.6,,,,,,,,英国及跨大西洋航运油画,1,是,
447,Burning of the Ocean Monarch,（新增）,A,,7.89,,,,,,,,海难与海事事件油画,1,是,
448,View of Whampoa Island and the Whampoa anchorage from Dane's Island (Changzhou) in the Pearl River in Canton (Guangzhou).,（新增）,A,,8.14,,,,,,,,中国外销与广州港口绘画,1,是,
449,"A catalogue of the different specimens of cloth collected in the three voyages of Captain Cook, to the southern hemisphere",（新增）,A,,7.73,,,,,,,,大洋洲航海与民族志文献,1,是,
450,"The Yacht America Winning the International Race, 1851",（新增）,A,,8.05,,,,,,,,美国海事历史油画,3,是,
451,birdcage vase,（新增）,B,,7.17,,,,,,,,亚洲外销瓷与复合材质器物,1,是,
452,Crowninshield's Wharf,（新增）,A,,7.86,,,,,,,,塞勒姆港口与地方海事油画,1,是,
453,"Still-Life with Green and Purple Grapes, a Peach, and a Pear",（新增）,C,,5.27,,,,,,,,静物油画,1,是,
454,Dashing Wave Clipper Ship off Boston Light,（新增）,A,,7.53,,,,,,,,美国海事历史油画,3,是,
455,Portrait of Stephen Reynolds,（新增）,B,,5.79,,,,,,,,美国十九世纪肖像画,1,是,
456,Sailor's embroidered ditty bag,（新增）,A,,7.2,,,,,,,,海员生活与航海纺织品,1,是,
457,PEM Inca dance crown,（新增）,B,,6.28,,,,,,,,安第斯仪式性冠饰,1,是,
458,The Great Gale of 1846,（新增）,A,,7.52,,,,,,,,塞勒姆海事历史绘画,2,是,
459,Stamp Act Repeal'd teapot,（新增）,A,,7.52,,,,,,,,殖民时期政治纪念陶瓷,1,是,
460,John Morton painting,（新增）,C,,4.67,,,,,,,,十九世纪美国水彩肖像,1,是,
461,Ostrich egg PEM,（新增）,C,,5.03,,,,,,,,海上贸易时代的异域珍奇,1,是,
462,"Hamilton, Salem",（新增）,B,,6.59,,,,,,,,塞勒姆海事历史绘画,2,是,
463,The Letter by Lucy Hiller Lambert Cleveland,（新增）,B,,5.56,,,,,,,,新英格兰十九世纪纺织手工艺,1,是,
464,Figurehead of Britannia,（新增）,A,,8.05,,,,,,,,海事船首像,1,是,
465,"View of the City of Victoria, Hong Kong, by Sunqua",（新增）,A,,8.47,,,,,,,,十九世纪华南外销绘画,2,是,
466,Portrait of Harriet Low,（新增）,A,,8.27,,,,,,,,十九世纪华南外销绘画,2,是,
467,Portrait of Henry Hoolulu Pitman,（新增）,A,,7.5,,,,,,,,夏威夷与波利尼西亚人物肖像,1,是,
