seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
105,The Lamentation over Christ,基督哀悼,A,7.636,37.0,low,C–A,4.73,是,当前A所依赖的名家归属与亲笔性没有任何权威资料支撑。,否,缺馆方及专题目录对格列柯归属与亲笔性的确认,MFA藏品库和格列柯专题目录如何著录《The Lamentation over Christ》的登录号、媒材、年代及亲笔性，并列出哪些同构图版本？,缺MFA官方登录号、规范题名、媒材、尺寸、年代及当前作者归属；缺格列柯专题目录对亲笔、工作室作品或摹本身份的认定；缺同题版本、构图来源及存世情况的比较；缺该作在格列柯创作生涯及MFA西班牙绘画中的权威定位；缺可靠来源、入藏记录及重要展览出版历史,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
106,Portrait of a Young Woman,年轻女子肖像,C,5.247,37.0,low,C–A,4.73,是,存在疑似重复记录，且对象归属未经核实；答案不同可能改变当前C。,,缺登录号与馆方记录以区分seq106和seq98并核实归属,在MFA藏品库检索《Portrait of a Young Woman》时，seq106与98分别对应哪个登录号和图像，馆方当前如何表述两者的作者归属层级？,缺seq106与seq98各自的MFA登录号、图像和尺寸，以确认是两件作品还是重复记录；缺MFA当前作者归属、归属层级及历次变更记录；缺技术检查或专题著录对伦勃朗圈、工作室、追随者或具体作者的判断；缺可靠的所有权、展览及出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
107,Landscape with a Windmill,风车风景,C,5.286,37.0,low,C–A,4.73,是,对象可能与seq99重复，且作者归属未知；核实结果可能改变当前C。,,缺登录号和图像以区分seq107与99并确认对象身份,MFA藏品库中题为《Landscape with a Windmill》的记录有几条，seq107与99是否具有不同登录号、图像、作者归属和年代？,缺seq107与seq99各自的MFA登录号、图像和尺寸，以排除重复录入；缺MFA对作者、画派和具体年代的正式著录；缺签名、铭文及技术检查资料，以检验归属与作品性质；缺与MFA其他荷兰风车风景画的质量及稀缺性比较；缺可靠的来源、入藏、展览与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
108,The Holy Family with Saint Catherine,圣家族与圣凯瑟琳,C,5.495,37.0,low,C–A,4.73,是,两条完全同质的记录具有不同Tier，而独立对象身份尚未得到证明。,,缺登录号以解决seq108与100重复且Tier不一致的问题,MFA藏品库中《The Holy Family with Saint Catherine》对应哪些登录号，seq108与100是否为同一对象，馆方对作者、年代和亲笔性如何著录？,缺seq108与seq100各自的MFA登录号、图像和尺寸，以确认是否为同一作品的重复记录；缺MFA当前作者、工作室或地域画派归属及具体年代；缺技术研究对木板、颜料及亲笔性或后世仿作身份的判断；缺与MFA其他早期文艺复兴宗教木板画的质量和稀缺性比较；缺原始委托人及私人敬拜使用场景的文献,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
109,Saint Jerome in the Wilderness,荒野中的圣哲罗姆,B,5.646,29.2,medium,C–B,2.82,是,十五世纪归属与对象身份未经权威记录确认，答案不同可能使当前Tier下移。,,缺MFA官方馆藏记录确认对象身份、年代与作者归属。,MFA藏品库中哪条记录对应《荒野中的圣哲罗姆》，其馆藏号、作者归属和年代为何，并如何定位于馆内早期意大利板画？,缺MFA官方馆藏记录确认馆藏号、规范题名、作者归属、年代及媒材。；缺该作在十五世纪圣哲罗姆图像传统及MFA早期意大利板画中的比较定位。；缺可核验的高清图像、尺寸与保存状况，以判断实际视觉品质。；缺历任藏家、入藏方式及重要展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
110,Venus and Cupid,维纳斯与丘比特,B,6.010,29.2,medium,C–B,2.23,是,作者与归属状态未获权威确认，而这直接影响其在威尼斯绘画中的地位及当前Tier。,,缺MFA官方记录确认作者、年代及作品归属状态。,MFA藏品库中哪件《维纳斯与丘比特》位于威尼斯艺术展厅，其作者、年代、馆藏号及亲笔或工作室归属为何？,缺MFA官方记录确认馆藏号、作者、年代、尺寸与规范媒材。；缺权威资料判定该作是否为亲笔、工作室作品、摹本或后世仿作。；缺与MFA其他威尼斯文艺复兴神话画的品质及馆内地位比较。；缺完整来源、入藏、展览与出版著录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
111,Portrait of Doge Andrea Gritti,总督安德烈·格里蒂肖像,B,6.957,29.2,low,C–A,5.31,是,核心作者归属和版本身份均未确认，且存在潜在重复记录，答案可使当前Tier显著变化。,,缺权威资料确认廷托列托归属及该肖像的版本状态。,MFA与廷托列托作品目录如何著录这件格里蒂肖像，seq 111和seq 103究竟是同一对象、复制条目还是两个不同版本？,缺MFA官方记录及廷托列托作品目录确认作者归属、年代、馆藏号与版本状态。；缺资料核对seq 111与seq 103是同一馆藏记录、重复条目还是不同版本。；缺与其他廷托列托总督肖像在亲笔程度、品质及稀缺性上的比较。；缺原始委托、历任藏家与入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
112,Susanna and the Elders,苏珊娜与长老,A,7.811,29.2,low,C–A,5.31,是,作者与版本身份是当前Tier的主要依据，却未获权威来源确认，答案不同可能造成大幅变化。,否,缺权威目录确认阿尔泰米西娅归属及具体版本身份。,MFA及阿尔泰米西娅作品目录将这件《苏珊娜与长老》定为何年、何种归属和哪一版本，并如何评价其在艺术家同题作品中的位置？,缺MFA官方记录及阿尔泰米西娅作品目录确认作者、年代、馆藏号与版本状态。；缺该作与阿尔泰米西娅其他《苏珊娜与长老》版本的年代顺序和品质比较。；缺MFA或学术出版对该作馆藏地位及女性主体性阐释的明确说明。；缺完整来源、入藏及展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
113,The Lamentation over Christ,基督哀悼,A,7.432,29.2,low,C–A,5.31,是,作者与版本状态均未确认，若不是格列柯亲笔，当前Tier的主要依据将被削弱。,否,缺权威来源确认格列柯归属及亲笔或工作室状态。,MFA与格列柯作品目录如何著录这件《基督哀悼》，它被认定为亲笔、工作室还是复制版本，并在同题作品中处于何种位置？,缺MFA官方记录及格列柯作品目录确认作者归属、年代、馆藏号和版本状态。；缺该作在格列柯创作生涯、同题作品及工作室复制体系中的位置。；缺与MFA其他西班牙宗教画在品质及馆藏地位上的比较。；缺委托背景、来源与入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
114,Saint Francis of Assisi,圣方济各,B,6.714,29.2,low,C–A,5.31,是,里贝拉归属和亲笔状态未获确认，而两者直接决定当前Tier所依赖的艺术史地位。,,缺权威目录确认里贝拉归属及亲笔状态。,MFA与里贝拉作品目录将这件《圣方济各》认定为亲笔、工作室还是复制品，其在里贝拉同题作品中如何排序？,缺MFA官方记录及里贝拉作品目录确认作者、年代、馆藏号和亲笔状态。；缺该作在里贝拉圣方济各题材系列及艺术家生涯中的位置。；缺与MFA其他西班牙圣徒画在品质、稀缺性及馆藏地位上的比较。；缺原始委托、历任藏家、入藏与展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
115,The Death of Cleopatra,克利奥帕特拉之死,C,5.413,29.2,medium,C–B,2.97,是,画派归属层级可能影响当前Tier，且“埃及”文化标签与法国浪漫主义简介存在明显冲突。,,缺官方记录界定“德拉克洛瓦画派”的准确归属层级。,MFA官方记录如何著录《克利奥帕特拉之死》的作者、年代与制作文化，“德拉克洛瓦画派”在该记录中具体指哪类归属？,缺MFA官方记录确认馆藏号、作者或画派归属、年代、制作地和尺寸。；缺权威资料界定“德拉克洛瓦画派”具体指工作室、同时代追随者还是后世仿作。；缺与MFA法国浪漫主义历史画在品质及馆藏地位上的比较。；需更正或核实将埃及题材自动标为埃及文化的metadata规则。；缺来源、入藏与展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
116,Landscape with Storm Approaching,风暴将至的风景,B,5.870,21.4,medium,C–B,2.49,是,制作文化存在直接冲突，且作者与年代未确认；不同答案可能改变其类别位置及当前Tier。,,缺MFA官方记录确认作者、年代及法国或罗马文化归属。,MFA藏品库中哪条记录对应《风暴将至的风景》，其作者、年代和制作地为何，官方分类究竟是法国还是罗马？,缺MFA官方记录确认馆藏号、作者、确切年代、制作地及尺寸。；缺权威记录解决文化标签“罗马”与简介“法国浪漫主义”的冲突。；缺该作与MFA其他浪漫主义及风暴风景画在品质和代表性上的比较。；缺可核验图像与保存状况，以判断画面的实际视觉品质。；缺来源与入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
117,Study of a Male Nude,男性人体习作,C,5.021,31.2,medium,C–B,2.17,是,虽可凭编号定位对象，但作者与作品功能未确认；若属重要艺术家的关键研究，当前Tier可能变化。,,缺MFA馆藏号91.26的官方作者、年代与作品功能记录。,MFA馆藏号91.26列出的作者和年代为何，馆方将它界定为独立油画、学院课堂习作还是其他作品的准备研究？,缺MFA馆藏号91.26的官方记录确认作者、年代、尺寸及文化归属。；缺资料判定其为独立作品、课堂习作还是大型作品的准备研究。；缺该作在作者生涯及法国学院人体训练体系中的具体位置。；缺来源、入藏与保存记录。,basic_identification=full date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
118,The Village Blacksmith,乡村铁匠铺,B,6.947,37.0,low,C–A,4.73,是,当前Tier依赖霍默归属和MFA美国艺术板块地位，但二者尚无对象级权威证据。,,缺权威来源确认霍默归属及其在MFA霍默收藏中的位置。,MFA与霍默作品目录是否著录《乡村铁匠铺》，其馆藏号、年代和归属为何，并在MFA霍默藏品中处于何种位置？,缺MFA官方记录及霍默作品目录确认作者、规范题名、年代、馆藏号与尺寸。；缺该作在霍默乡村劳动题材及整体创作生涯中的位置。；缺与MFA其他霍默作品在品质、稀缺性和馆藏身份上的比较。；缺支撑乡村劳动与传统手工业阐释的社会史研究。；缺来源、入藏及重要展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
119,Girl with a Red Sash,系红腰带的女孩,B,6.638,37.0,low,C–A,4.73,是,作者归属与馆内地位均是当前Tier的核心依据，却没有权威记录支撑。,,缺权威来源确认霍默归属及作品在其人物画中的位置。,MFA与霍默作品目录是否著录《系红腰带的女孩》，其馆藏号、年代、归属及在MFA霍默人物画中的馆内地位为何？,缺MFA官方记录及霍默作品目录确认作者、规范题名、年代、馆藏号与尺寸。；缺该作在霍默人物画和乡村题材创作中的位置。；缺与MFA其他霍默人物画在品质、稀缺性及馆藏地位上的比较。；缺画中人物身份、创作地点及原始展览语境。；缺来源、入藏与重要出版记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
120,Portrait of Abigail Adams,阿比盖尔·亚当斯肖像,A,7.483,37.0,low,C–A,4.73,是,人物身份、作者归属和版本状态均直接支撑当前Tier，任何一项核验失败都可能造成显著变化。,否,缺官方记录确认人物身份及斯图亚特亲笔或版本状态。,MFA与吉尔伯特·斯图亚特作品目录如何著录这件阿比盖尔·亚当斯肖像，其馆藏号、年代、亲笔状态及与其他版本的关系为何？,缺MFA官方记录确认馆藏号、画中人物、作者、年代、尺寸与规范题名。；缺斯图亚特作品目录判定该作是亲笔、工作室、复制品还是其他版本。；缺与阿比盖尔·亚当斯其他肖像及MFA建国时期肖像在版本、品质和地位上的比较。；缺委托背景、原始所有者、来源及入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
121,Portrait of Dolley Madison,多莉·麦迪逊肖像,B,6.884,35.4,low,C–A,4.84,是,作者、坐像人和版本身份尚未确认，核实结果可能改变当前Tier。,,缺MFA官方对象记录确认登录号、作者归属及坐像人身份,MFA藏品库如何著录《多莉·麦迪逊肖像》的登录号、作者与坐像人，斯图亚特权威作品目录又如何认定该版本？,缺MFA官方对象记录确认登录号、作者归属及坐像人身份；缺斯图亚特权威作品目录对该版本真迹性及生涯位置的编定；缺该作与MFA其他斯图亚特及建国时期肖像的馆内地位比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
122,The Blue Boy (study),蓝衣少年 习作,B,5.869,27.6,low,C–A,5.43,是,对象身份及习作性质未获权威确认，可能使当前Tier上下移动。,,缺MFA官方记录确认准确题名、登录号、作者与完成状态,MFA藏品库如何著录《蓝衣少年（习作）》的作者、年代和完成状态，其题名是否对应某件原作、模特或完成作品？,缺MFA官方记录确认准确题名、登录号、作者与完成状态；缺《蓝衣少年》题名所指原作、模特或相关完成作品的关系资料；缺萨金特权威研究对该作生涯位置及与MFA其他习作的比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
123,Mrs. Charles E. Inches,查尔斯·英奇斯夫人,A,7.499,37.0,medium,B–A,3.60,是,官方对象匹配和作品地位未确认，且1887年与简介的1890年代说法存在冲突。,否,缺MFA官方记录核实登录号1991.926对应的题名、作者、年代与坐像人,MFA登录号1991.926的官方题名、作者、年代和坐像人为何，萨金特权威研究是否将其视为成熟期重要社交肖像？,缺MFA官方记录核实登录号1991.926对应的题名、作者、年代与坐像人；缺萨金特权威研究及MFA比较资料确认该作是否为成熟期重要社交肖像；缺资料解释Wikidata的1887年与简介所称1890年代服饰之间的冲突；缺可靠的委托、流传、入藏、展览与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
124,Plum Orchard,李子果园,B,6.295,27.6,low,C–A,5.43,是,具体对象及目录身份未确认，作品可能是普通风景，也可能具有更高的系列地位。,,缺MFA官方记录确认准确题名、登录号、作者、年代与创作地点,MFA藏品库中《李子果园》的登录号、创作日期和地点为何，莫奈权威作品目录如何编定该作及相关果园画？,缺MFA官方记录确认准确题名、登录号、作者、年代与创作地点；缺莫奈权威作品目录对该作编号、创作阶段及真迹身份的编定；缺果园题材相关作品数量及与MFA其他莫奈风景的馆内比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
125,Villas at Bordighera,博尔迪盖拉别墅,A,7.467,37.0,low,C–A,4.73,是,目录身份和馆内相对地位均未确认，可能影响其是否足以维持当前Tier。,否,缺莫奈权威作品目录对该作及博尔迪盖拉相关作品的编定,莫奈权威作品目录如何编定MFA《博尔迪盖拉别墅》及同地作品，MFA是否将其列为本馆莫奈收藏的重点展品？,缺MFA官方记录确认登录号、作者、创作日期及博尔迪盖拉具体地点；缺莫奈权威作品目录对该作及博尔迪盖拉相关作品的编定；缺该作与MFA其他莫奈作品在质量、地域补位和重点展示上的比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
126,The Zouave,祖阿夫士兵,A,8.065,37.0,low,C–S,6.30,是,作者归属与版本身份直接决定作品地位，目前两者均未获权威确认。,否,缺梵高权威作品目录对各《祖阿夫士兵》版本关系及本作位置的编定,MFA《祖阿夫士兵》在梵高权威作品目录中的编号和版本关系为何，MFA是否把它列为本馆梵高藏品的重点作品？,缺MFA官方记录确认登录号、梵高归属、创作日期及具体版本；缺梵高权威作品目录对各《祖阿夫士兵》版本关系及本作位置的编定；缺MFA对该作在本馆梵高藏品中展示地位与代表性的说明；缺祖阿夫军人身份及法国殖民军制语境的权威历史资料；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
127,Peasant Woman with Straw Hat,戴草帽农妇,B,6.742,35.4,low,C–A,4.84,是,作者与完成状态未确认，可能改变其作为梵高人物画及所谓习作的定级依据。,,缺MFA官方记录确认登录号、梵高归属、年代、地点与完成状态,MFA藏品库如何著录《戴草帽农妇》的作者、年代、地点和完成状态，梵高权威目录将其置于哪一劳动者题材阶段？,缺MFA官方记录确认登录号、梵高归属、年代、地点与完成状态；缺梵高权威作品目录对该作编号及劳动者题材生涯位置的编定；缺相关农妇形象的版本数量及与MFA其他梵高人物画的比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
128,Bather under a Tree,树下浴女,B,6.485,29.2,low,C–A,5.31,是,归属、年代及版本重要性都未确认，可能改变其在雷诺阿浴女作品中的层级。,,缺MFA官方记录确认准确题名、登录号、雷诺阿归属及年代,MFA藏品库如何著录《树下浴女》的作者与年代，雷诺阿权威研究是否将其视为晚期浴女母题的重要版本？,缺MFA官方记录确认准确题名、登录号、雷诺阿归属及年代；缺雷诺阿权威研究对该作在晚期浴女题材中的位置认定；缺相关浴女构图的版本、存世数量及与MFA同类作品的比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
129,House in Provence,普罗旺斯房屋,B,6.892,35.4,low,C–A,4.84,是,对象身份和建筑风景序列位置未确认，可能改变其现代主义代表性判断。,,缺MFA官方记录确认准确题名、登录号、塞尚归属、年代与地点,MFA藏品库与塞尚权威作品目录如何著录《普罗旺斯房屋》，该作在塞尚建筑风景序列中处于什么位置？,缺MFA官方记录确认准确题名、登录号、塞尚归属、年代与地点；缺塞尚权威作品目录对该作及相关房屋构图的编定；缺权威研究确认该作在塞尚建筑风景与空间探索中的位置；缺与MFA其他塞尚及后印象派风景画的馆内地位比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
130,Still‑Life with Pitcher and Fruit,水罐与水果静物,A,7.336,35.4,low,C–S,6.46,是,作品身份及核心形式论断均未验证，而二者直接支撑当前Tier。,否,缺MFA官方记录确认准确题名、登录号、塞尚归属、年代与构图内容,MFA官方记录及塞尚权威目录如何认定《水罐与水果静物》，高清图像是否支持其多重视点及重要现代主义静物的判断？,缺MFA官方记录确认准确题名、登录号、塞尚归属、年代与构图内容；缺塞尚权威研究对该作在其静物画发展中的位置认定；缺高清图像或技术检查验证所谓多重视点与空间实验；缺与MFA其他塞尚作品在质量、代表性及重点展示上的比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
131,Bust of a Young Girl,少女胸像,B,5.804,27.6,low,C–A,5.43,是,实际雕刻者与版本状态未明，可能显著改变作品的作者性和当前Tier依据。,,缺资料确认大理石由罗丹本人、工作室还是后续人员雕刻,MFA与罗丹博物馆的记录如何认定《少女胸像》的实际雕刻者、原型和版本，该件是否为罗丹本人执行的大理石？,缺MFA官方记录确认登录号、年代、模特、罗丹归属与制作状态；缺资料确认大理石由罗丹本人、工作室还是后续人员雕刻；缺罗丹权威研究对原型、版本、复制关系及存世数量的认定；缺与MFA其他罗丹雕塑在质量和展示地位上的比较；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
132,Standing Faun,站立的农牧神,B,6.427,27.6,low,C–A,5.43,是,铸造年代和授权状态可能显著改变该青铜的稀缺性与作者性，必须进入人工研究队列。,,缺资料确认该铸件属生前铸造、身后授权铸造或后续翻铸,MFA与罗丹博物馆如何记录《站立的农牧神》的铸造厂、铸造年代、版次和授权状态，该件属于生前铸造还是身后版本？,缺MFA官方记录确认登录号、原型年代、铸造年代与罗丹归属；缺铸造厂、版次、铸印、编号及授权状态的技术记录；缺资料确认该铸件属生前铸造、身后授权铸造或后续翻铸；缺罗丹权威研究对原型重要性、版本数量及创作体系位置的认定；缺可靠的流传、入藏、展览与出版记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
133,Dancing Bacchante,跳舞的酒神女祭司,B,6.025,43.2,medium,C–A,4.26,是,模型与版次身份未证，而这直接决定其是常规小型铸件还是更重要的版本。,,缺该青铜与原始模型的关系及版次认定,MFA登录记录与圣高登斯作品目录如何认定此件的模型来源、铸造厂、铸造年代和版次，已知同模铸件有多少件？,缺MFA登录记录及权威作品目录对原始模型、铸造年代、铸造厂和版次的认定；缺存世铸件数量、各铸件质量及本件在圣高登斯小型青铜中的比较；缺可靠的旧藏与入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
134,Memorial to a Young Woman,少女纪念雕像,B,6.653,43.2,medium,C–A,4.26,是,原始委托与版本身份是当前重要性判断的核心，答案不同可能改变Tier。,,缺原始委托及原作、复制品或版本身份的认定,MFA登录记录和弗伦奇作品目录将此件认定为何人所作的哪项委托，它是原作、复制品还是另一版本？,缺所纪念人物、委托人、创作年代及原始墓园或建筑位置的可靠记录；缺该件为原作、复制品或另一版本的权威认定及其他版本比较；缺该作在弗伦奇创作生涯及MFA纪念雕塑中的学术定位；缺可靠的旧藏与入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
135,Spring Morning in the Han Palace,汉宫春晓图（局部摹本）,B,6.443,44.8,low,C–A,4.14,是,作品究竟何时、由谁及据何母本摹写尚不确定，可能显著改变其艺术史地位。,,缺作者、断代及与所摹母本关系的权威认定,MFA中国绘画目录如何断代并归属此卷，现存部分据哪些题跋、印章或著录被认定为某一母本的局部摹本？,缺MFA正式题名、现存部分范围、作者归属与断代认定；缺题跋、印章和著录对所摹母本、摹写年代及图像关系的证明；缺其在MFA中国绘画中与其他宫廷仕女手卷及古画摹本的比较；缺可靠递藏与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
136,Bamboo by Su Shi School,苏轼派墨竹图,B,7.066,44.8,low,C–A,4.14,是,当前Tier主要依赖早期文人墨竹身份，但流派归属和断代本身尚未获证。,,缺“苏轼派”归属与宋元断代的鉴定依据,MFA正式目录依据哪些笔墨特征、题跋、印章或技术证据将此作断为宋元之际并归入“苏轼派”，该认定在学术出版中是否被接受？,缺MFA正式题名、断代、作者或流派归属及其鉴定依据；缺题跋、印章和旧签的释读、真伪及年代研究；缺学界对“苏轼派”归属的接受情况及其在早期墨竹谱系中的位置；缺可靠递藏与入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
137,Landscape after Mi Fu,仿米芾山水,B,6.278,44.8,low,C–A,4.14,是,作者、年代和仿古性质均属当前判断的核心事实，答案不同可能明显改变Tier。,,缺作者、具体断代及“仿米芾”性质的认定,MFA目录依据哪些题跋、印章和笔墨证据把此轴断为明代并归为“仿米芾”，相关中国绘画图录是否提出具体作者或年代？,缺作者、具体断代及“仿米芾”归类的权威鉴定依据；缺题跋、印章、旧藏标签和早期著录的释读与真伪研究；缺该作在明代米氏云山复兴及MFA同类山水中的比较定位；缺可靠递藏与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
138,"Blue‑and‑White Jar, Ming Wanli",明万历青花大罐,B,6.559,44.8,medium,C–A,4.14,是,窑口与生产性质未证，而这直接影响其是否超出常见晚明青花大罐的地位。,,缺窑口、年代及生产性质的权威认定,MFA登录记录如何释读此罐底款并认定窑口、万历年代及生产性质，同型人物大罐在主要公藏中有哪些可比实例？,缺底款释读、具体窑口、烧造年代及官窑或其他生产性质的权威认定；缺同型万历青花人物大罐的存世数量、质量等级与公藏比较；缺后配、重绘、修复及主要损伤的检查记录；缺可靠递藏与入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
