# mfa_boston_ext 的 metadata 取值译名表
# kind 固定 meta_value_text；key 与 zh 都是抽出来的中文原值
# confidence：官方=通行既定译名 / AI=机器翻译 / 存疑=拿不准，优先人工复核
# **人名一栏是回译不是翻译**：拿不准就留中文并标存疑，
#   造一个不存在的拼写（沙金 -> Shajin）比留着中文更糟。
kind,key,zh,en,confidence,used_by
meta_value_text,朱爾斯·路易·馬沙爾,朱爾斯·路易·馬沙爾,Jules Louis Machard,官方,artist
meta_value_text,村上華岳,村上華岳,Murakami Kagaku,官方,artist
meta_value_text,杜喬·迪·博尼塞尼亞,杜喬·迪·博尼塞尼亞,Duccio di Buoninsegna,官方,artist
meta_value_text,杨木,杨木,poplar wood,AI,material
meta_value_text,杰克·巴特勒·叶芝,杰克·巴特勒·叶芝,Jack Butler Yeats,官方,artist
meta_value_text,杰克·布什,杰克·布什,Jack Bush,官方,artist
meta_value_text,杰克逊·波洛克,杰克逊·波洛克,Jackson Pollock,官方,artist
meta_value_text,東州斎写楽,東州斎写楽,Tōshūsai Sharaku,官方,artist
meta_value_text,板上油画,板上油画,oil on panel,AI,material
meta_value_text,林飞龙,林飞龙,Lin Feilong,官方,artist
meta_value_text,查克·克洛斯,查克·克洛斯,Chuck Close,官方,artist
meta_value_text,查爾斯·伯德·金,查爾斯·伯德·金,Charles Bird King,官方,artist
meta_value_text,查爾斯·席勒,查爾斯·席勒,Charles Sheeler,官方,artist
meta_value_text,查爾斯·羅伯特·萊斯利,查爾斯·羅伯特·萊斯利,Charles Robert Leslie,官方,artist
meta_value_text,查爾斯·達納·吉布森,查爾斯·達納·吉布森,Charles Dana Gibson,官方,artist
meta_value_text,查理斯·威爾遜·皮爾,查理斯·威爾遜·皮爾,Charles Willson Peale,官方,artist
meta_value_text,查理斯·德穆斯,查理斯·德穆斯,Charles Demuth,官方,artist
meta_value_text,格倫·利貢,格倫·利貢,Glenn Ligon,官方,artist
meta_value_text,格哈德·里希特,格哈德·里希特,Gerhard Richter,官方,artist
meta_value_text,格奥尔格·巴泽利茨,格奥尔格·巴泽利茨,Georg Baselitz,官方,artist
meta_value_text,桃花心木、乌木与缎木镶嵌、松木,桃花心木、乌木与缎木镶嵌、松木,"mahogany, ebony and satinwood marquetry, and pine",AI,material
meta_value_text,桑福德·羅賓遜·吉福德,桑福德·羅賓遜·吉福德,Sanford Robinson Gifford,官方,artist
meta_value_text,桧木、贴金、水晶嵌眼,桧木、贴金、水晶嵌眼,Japanese cypress with gilding and crystal-inlaid eyes,AI,material
meta_value_text,棉平纹、木薯糊防染,棉平纹、木薯糊防染,cotton plain weave with cassava-paste resist dyeing,AI,material
meta_value_text,棉花,棉花,cotton,AI,material
meta_value_text,欧仁·伊萨贝,欧仁·伊萨贝,Eugène Isabey,官方,artist
meta_value_text,欧仁·卡里埃,欧仁·卡里埃,Eugène Carrière,官方,artist
meta_value_text,欧仁·布丹,欧仁·布丹,Eugène Boudin,官方,artist
meta_value_text,欧仁·弗罗芒坦,欧仁·弗罗芒坦,Eugène Fromentin,官方,artist
meta_value_text,欧仁·德拉克罗瓦,欧仁·德拉克罗瓦,Eugène Delacroix,官方,artist
meta_value_text,歌川廣重,歌川廣重,Utagawa Hiroshige,官方,artist
meta_value_text,水彩,水彩,watercolor,AI,material
meta_value_text,汉斯·沃汀格,汉斯·沃汀格,Hans Wertinger,官方,artist
meta_value_text,汉斯·霍夫曼,汉斯·霍夫曼,Hans Hofmann,官方,artist
meta_value_text,沃尔特·西克特,沃尔特·西克特,Walter Sickert,官方,artist
meta_value_text,沃辛顿·惠特里奇,沃辛顿·惠特里奇,Worthington Whittredge,官方,artist
meta_value_text,油彩,油彩,oil paint,AI,material
meta_value_text,法蘭切斯科·德·穆拉,法蘭切斯科·德·穆拉,Francesco de Mura,官方,artist
meta_value_text,法蘭西斯·戴維斯·米萊特,法蘭西斯·戴維斯·米萊特,Francis Davis Millet,官方,artist
meta_value_text,泡桐木、彩绘与贴金,泡桐木、彩绘与贴金,Paulownia wood with polychromy and gilding,官方,material
meta_value_text,波士顿藏家已大量购藏,波士顿藏家已大量购藏,Boston collectors had already acquired substantial holdings,AI,acquisition
meta_value_text,泰奥·范赖瑟尔贝赫,泰奥·范赖瑟尔贝赫,Théo van Rysselberghe,官方,artist
meta_value_text,泰奥多尔·杰利柯,泰奥多尔·杰利柯,Théodore Géricault,官方,artist
meta_value_text,泰奥巴尔·沙尔特朗,泰奥巴尔·沙尔特朗,Théobald Chartran,官方,artist
meta_value_text,泰奥迪勒·里博,泰奥迪勒·里博,Théodule Ribot,官方,artist
meta_value_text,泰奧多爾·盧梭,泰奧多爾·盧梭,Théodore Rousseau,官方,artist
meta_value_text,洛倫索·科斯塔,洛倫索·科斯塔,Lorenzo Costa,官方,artist
meta_value_text,洞石,洞石,travertine,AI,material
meta_value_text,海伦·佛兰肯瑟勒,海伦·佛兰肯瑟勒,Helen Frankenthaler,官方,artist
meta_value_text,温斯洛·霍默,温斯洛·霍默,Winslow Homer,官方,artist
meta_value_text,溪齋英泉,溪齋英泉,Keisai Eisen,官方,artist
meta_value_text,漢斯·梅姆林,漢斯·梅姆林,Hans Memling,官方,artist
meta_value_text,潘公凯 (画家),潘公凯 (画家),Pan Gongkai,官方,artist
meta_value_text,爱德华·德太耶,爱德华·德太耶,Édouard Detaille,官方,artist
meta_value_text,爱德华·维亚尔,爱德华·维亚尔,Édouard Vuillard,官方,artist
meta_value_text,爱德华·鲁斯查,爱德华·鲁斯查,Ed Ruscha,官方,artist
meta_value_text,犊皮纸上墨、金与颜料,犊皮纸上墨、金与颜料,"ink, gold, and pigments on vellum",AI,material
meta_value_text,狩野芳崖,狩野芳崖,Kanō Hōgai,官方,artist
meta_value_text,王天德 (1960年),王天德 (1960年),Wang Tiande,官方,artist
meta_value_text,玛丽·卡萨特,玛丽·卡萨特,Mary Cassatt,官方,artist
meta_value_text,玛格丽特·热拉尔,玛格丽特·热拉尔,Marguerite Gérard,官方,artist
meta_value_text,珍·斯圖爾特,珍·斯圖爾特,Jane Stuart,官方,artist
meta_value_text,班·夏恩,班·夏恩,Ben Shahn,官方,artist
meta_value_text,理查·威爾森,理查·威爾森,Richard Wilson,官方,artist
meta_value_text,理查·帕克斯·波寧頓,理查·帕克斯·波寧頓,Richard Parkes Bonington,官方,artist
meta_value_text,理查德·阿努斯凯维奇,理查德·阿努斯凯维奇,Richard Anuszkiewicz,官方,artist
meta_value_text,琼·斯奈德,琼·斯奈德,Joan Snyder,官方,artist
meta_value_text,琼·米切尔,琼·米切尔,Joan Mitchell,官方,artist
meta_value_text,瑞秋·魯伊希,瑞秋·魯伊希,Rachel Ruysch,官方,artist
meta_value_text,瑪喬莉·菲利普斯,瑪喬莉·菲利普斯,Marjorie Phillips,官方,artist
meta_value_text,瑪麗·羅蘭珊,瑪麗·羅蘭珊,Marie Laurencin,官方,artist
meta_value_text,瓦尔特·达秘·班纳德,瓦尔特·达秘·班纳德,Walter Darby Bannard,官方,artist
meta_value_text,瓦西里·韦雷什查金,瓦西里·韦雷什查金,Vasily Vereshchagin,官方,artist
meta_value_text,瓷,瓷,porcelain,AI,material
meta_value_text,由画中四姐妹共同捐赠以纪念父亲,由画中四姐妹共同捐赠以纪念父亲,Joint gift of the four sisters depicted in the painting in memory of their father,AI,acquisition
meta_value_text,由里维尔的三位后人捐赠,由里维尔的三位后人捐赠,Gift of three descendants of Revere,AI,acquisition
meta_value_text,画布,画布,canvas,AI,material
meta_value_text,皂石,皂石,soapstone,AI,material
meta_value_text,皮埃尔-保罗·普吕东,皮埃尔-保罗·普吕东,Pierre-Paul Prud'hon,官方,artist
meta_value_text,皮埃爾·皮維·德·夏凡納,皮埃爾·皮維·德·夏凡納,Pierre Puvis de Chavannes,官方,artist
meta_value_text,皮埃特羅·諾維利,皮埃特羅·諾維利,Pietro Novelli,官方,artist
meta_value_text,皮得罗·达·科尔托纳,皮得罗·达·科尔托纳,Pietro da Cortona,官方,artist
meta_value_text,皮爾·波納爾,皮爾·波納爾,Pierre Bonnard,官方,artist
meta_value_text,皮特·蒙德里安,皮特·蒙德里安,Piet Mondrian,官方,artist
meta_value_text,皮耶-奧古斯特·雷諾瓦,皮耶-奧古斯特·雷諾瓦,Pierre-Auguste Renoir,官方,artist
meta_value_text,皮耶羅·迪·科西莫,皮耶羅·迪·科西莫,Piero di Cosimo,官方,artist
meta_value_text,盧卡·西諾萊利,盧卡·西諾萊利,Luca Signorelli,官方,artist
meta_value_text,盧西安·弗洛伊德,盧西安·弗洛伊德,Lucian Freud,官方,artist
meta_value_text,直纹纸,直纹纸,laid paper,AI,material
meta_value_text,真蒂莱·贝利尼,真蒂莱·贝利尼,Gentile Bellini,官方,artist
meta_value_text,石墨,石墨,graphite,AI,material
meta_value_text,石灰岩,石灰岩,limestone,AI,material
meta_value_text,石膏,石膏,plaster,AI,material
meta_value_text,石英岩,石英岩,quartzite,AI,material
meta_value_text,科内利斯·德福斯,科内利斯·德福斯,Cornelis de Vos,官方,artist
meta_value_text,科西莫·羅塞利,科西莫·羅塞利,Cosimo Rosselli,官方,artist
meta_value_text,立石春美,立石春美,Tateishi Harumi,官方,artist
meta_value_text,第一代雷頓男爵弗雷德里克·雷頓,第一代雷頓男爵弗雷德里克·雷頓,"Frederic Leighton, 1st Baron Leighton",官方,artist
meta_value_text,米凯尔·博伊曼斯,米凯尔·博伊曼斯,米凯尔·博伊曼斯,存疑,artist
meta_value_text,米希尔·扬松·范米勒费尔特,米希尔·扬松·范米勒费尔特,Michiel Jansz. van Mierevelt,官方,artist
meta_value_text,約書亞·雷諾茲,約書亞·雷諾茲,Joshua Reynolds,官方,artist
meta_value_text,約瑟夫·博澤,約瑟夫·博澤,Joseph Boze,官方,artist
meta_value_text,約瑟夫·康奈爾,約瑟夫·康奈爾,Joseph Cornell,官方,artist
meta_value_text,約瑟夫·斯泰拉,約瑟夫·斯泰拉,Joseph Stella,官方,artist
meta_value_text,約翰·奧古斯塔斯,約翰·奧古斯塔斯,John Augustus,官方,artist
meta_value_text,約翰·弗雷德里克·肯塞特,約翰·弗雷德里克·肯塞特,John Frederick Kensett,官方,artist
meta_value_text,約翰·惠頓·埃寧格,約翰·惠頓·埃寧格,John Whetton Ehninger,官方,artist
meta_value_text,約翰·拉·法爾熱,約翰·拉·法爾熱,John La Farge,官方,artist
meta_value_text,約翰·拉弗里,約翰·拉弗里,John Lavery,官方,artist
meta_value_text,約翰·斯米伯特,約翰·斯米伯特,John Smibert,官方,artist
meta_value_text,約翰·斯隆,約翰·斯隆,John Sloan,官方,artist
meta_value_text,約翰·格奧爾格·邁爾,約翰·格奧爾格·邁爾,Johann Georg Meyer,官方,artist
meta_value_text,約翰·特倫布,約翰·特倫布,John Trumbull,官方,artist
meta_value_text,約翰·皮伯 (藝術家),約翰·皮伯 (藝術家),John Piper,官方,artist
meta_value_text,約翰·衛斯理·賈維斯,約翰·衛斯理·賈維斯,John Wesley Jarvis,官方,artist
meta_value_text,約翰·赫西留斯,約翰·赫西留斯,John Hesselius,官方,artist
meta_value_text,約翰·阿特金森·格里姆肖,約翰·阿特金森·格里姆肖,John Atkinson Grimshaw,官方,artist
meta_value_text,約翰·馬丁,約翰·馬丁,John Martin,官方,artist
meta_value_text,約翰·馬林,約翰·馬林,John Marin,官方,artist
meta_value_text,索爾·勒維特,索爾·勒維特,Sol LeWitt,官方,artist
meta_value_text,索福尼斯巴·安圭索拉,索福尼斯巴·安圭索拉,Sofonisba Anguissola,官方,artist
meta_value_text,约 1628,约 1628,ca. 1628,AI,date_absolute
meta_value_text,约 1638,约 1638,ca. 1638,AI,date_absolute
meta_value_text,约 1720–25,约 1720–25,ca. 1720–25,AI,date_absolute
meta_value_text,约 1736,约 1736,ca. 1736,AI,date_absolute
meta_value_text,约 1830–31,约 1830–31,ca. 1830–31,AI,date_absolute
meta_value_text,约公元前 350–325,约公元前 350–325,ca. 350–325 BCE,AI,date_absolute
meta_value_text,约公元前 540–530,约公元前 540–530,ca. 540–530 BCE,AI,date_absolute
meta_value_text,约公元前 700–675,约公元前 700–675,ca. 700–675 BCE,AI,date_absolute
meta_value_text,约斯·德蒙佩尔,约斯·德蒙佩尔,Joos de Momper the Younger,官方,artist
meta_value_text,约瑟夫·伊斯拉尔斯,约瑟夫·伊斯拉尔斯,Jozef Israëls,官方,artist
meta_value_text,约瑟夫·杜普莱西斯,约瑟夫·杜普莱西斯,Joseph Duplessis,官方,artist
meta_value_text,约瑟夫·艾伯斯,约瑟夫·艾伯斯,Josef Albers,官方,artist
meta_value_text,约瑟夫·赖特,约瑟夫·赖特,Joseph Wright,官方,artist
meta_value_text,约瑟夫·迪克勒,约瑟夫·迪克勒,Joseph Decker,官方,artist
meta_value_text,约瑟夫·马洛德·威廉·透纳,约瑟夫·马洛德·威廉·透纳,Joseph Mallord William Turner,官方,artist
meta_value_text,约翰·乔治·布朗,约翰·乔治·布朗,John George Brown,官方,artist
meta_value_text,约翰·亨利·特瓦克特曼,约翰·亨利·特瓦克特曼,John Henry Twachtman,官方,artist
meta_value_text,约翰·康斯特勃,约翰·康斯特勃,John Constable,官方,artist
meta_value_text,约翰·戎金,约翰·戎金,Johan Barthold Jongkind,官方,artist
meta_value_text,约翰·斯图亚特·库里,约翰·斯图亚特·库里,John Steuart Curry,官方,artist
meta_value_text,约翰·格林伍德,约翰·格林伍德,John Greenwood,官方,artist
meta_value_text,约翰·科普利,约翰·科普利,John Copley,官方,artist
meta_value_text,约翰·科赫,约翰·科赫,John Koch,官方,artist
meta_value_text,约翰·诺思科特·纳什,约翰·诺思科特·纳什,John Northcote Nash,官方,artist
meta_value_text,约翰·辛格·沙金,约翰·辛格·沙金,John Singer Sargent,官方,artist
meta_value_text,约翰内斯·科内利松·费斯普龙克,约翰内斯·科内利松·费斯普龙克,Johannes Cornelisz. Verspronck,官方,artist
meta_value_text,约阿希姆·于特瓦尔,约阿希姆·于特瓦尔,Joachim Wtewael,官方,artist
meta_value_text,纳西斯·比尔希略·迪亚斯,纳西斯·比尔希略·迪亚斯,Narcisse Virgilio Díaz de la Peña,官方,artist
meta_value_text,纸,纸,paper,AI,material
meta_value_text,纸本不透明水彩,纸本不透明水彩,opaque watercolor on paper,AI,material
meta_value_text,纸本水墨,纸本水墨,ink on paper,AI,material
meta_value_text,绢本设色泥金,绢本设色泥金,"ink, color, and gold on silk",AI,material
meta_value_text,维托雷·卡尔帕乔,维托雷·卡尔帕乔,Vittore Carpaccio,官方,artist
meta_value_text,罗伊·利希滕斯坦,罗伊·利希滕斯坦,Roy Lichtenstein,官方,artist
meta_value_text,罗伯特·S·邓肯森,罗伯特·S·邓肯森,Robert S. Duncanson,官方,artist
meta_value_text,罗伯特·亨利,罗伯特·亨利,Robert Henri,官方,artist
meta_value_text,罗伯特·曼戈尔德,罗伯特·曼戈尔德,Robert Mangold,官方,artist
meta_value_text,罗伯特·沃诺,罗伯特·沃诺,Robert Vonnoh,官方,artist
meta_value_text,罗伯特·马瑟韦尔,罗伯特·马瑟韦尔,Robert Motherwell,官方,artist
meta_value_text,罗克韦尔·肯特,罗克韦尔·肯特,Rockwell Kent,官方,artist
meta_value_text,罗希尔·范德魏登,罗希尔·范德魏登,Rogier van der Weyden,官方,artist
meta_value_text,罗斯·布莱克纳,罗斯·布莱克纳,Ross Bleckner,官方,artist
meta_value_text,罗斯玛丽·特罗克尔,罗斯玛丽·特罗克尔,Rosemarie Trockel,官方,artist
meta_value_text,罗纳德·戴维斯,罗纳德·戴维斯,Ronald Davis,官方,artist
meta_value_text,罗贝尔·勒菲弗,罗贝尔·勒菲弗,Robert Lefèvre,官方,artist
meta_value_text,罗贝尔·德劳内,罗贝尔·德劳内,Robert Delaunay,官方,artist
meta_value_text,罗马,罗马,Rome,AI,origin_place
meta_value_text,羅倫佐·洛托,羅倫佐·洛托,Lorenzo Lotto,官方,artist
meta_value_text,羅索·菲奧倫蒂諾,羅索·菲奧倫蒂諾,Rosso Fiorentino,官方,artist
meta_value_text,羅薩爾芭·卡列拉,羅薩爾芭·卡列拉,Rosalba Carriera,官方,artist
meta_value_text,羅貝托・馬塔,羅貝托・馬塔,Roberto Matta,官方,artist
meta_value_text,老卢卡斯·克拉纳赫,老卢卡斯·克拉纳赫,Lucas Cranach the Elder,官方,artist
meta_value_text,老揚·勃魯蓋爾,老揚·勃魯蓋爾,Jan Brueghel the Elder,官方,artist
meta_value_text,耶罗尼米斯·博斯,耶罗尼米斯·博斯,Hieronymus Bosch,官方,artist
meta_value_text,肖恩·斯库利,肖恩·斯库利,Sean Scully,官方,artist
meta_value_text,肯尼思·诺兰,肯尼思·诺兰,Kenneth Noland,官方,artist
meta_value_text,胡塞佩·德·里韋拉,胡塞佩·德·里韋拉,Jusepe de Ribera,官方,artist
meta_value_text,胡安·格里斯,胡安·格里斯,Juan Gris,官方,artist
meta_value_text,胡安·米羅,胡安·米羅,Joan Miró,官方,artist
meta_value_text,艾格尼丝·马丁,艾格尼丝·马丁,Agnes Martin,官方,artist
meta_value_text,艾絲菲·斯勞柏肯納,艾絲菲·斯勞柏肯納,Esphyr Slobodkina,官方,artist
meta_value_text,苏珊·罗滕伯格,苏珊·罗滕伯格,Susan Rothenberg,官方,artist
meta_value_text,若阿基姆·帕蒂尼尔,若阿基姆·帕蒂尼尔,Joachim Patinir,官方,artist
meta_value_text,草間弥生,草間弥生,Yayoi Kusama,官方,artist
meta_value_text,莉拉·卡伯特·佩里,莉拉·卡伯特·佩里,Lilla Cabot Perry,官方,artist
meta_value_text,莫里斯·德·弗拉曼克,莫里斯·德·弗拉曼克,Maurice de Vlaminck,官方,artist
meta_value_text,莫里斯·普伦德加斯特,莫里斯·普伦德加斯特,Maurice Prendergast,官方,artist
meta_value_text,莫里斯·路易斯,莫里斯·路易斯,Morris Louis,官方,artist
meta_value_text,莫里斯·郁特里罗,莫里斯·郁特里罗,Maurice Utrillo,官方,artist
meta_value_text,莫里茨·科內利斯·埃舍爾,莫里茨·科內利斯·埃舍爾,Maurits Cornelis Escher,官方,artist
meta_value_text,莱昂·奥古斯丁·莱尔米特,莱昂·奥古斯丁·莱尔米特,Léon Augustin Lhermitte,官方,artist
meta_value_text,莱昂内尔·费宁格,莱昂内尔·费宁格,Lyonel Feininger,官方,artist
meta_value_text,華盛頓·奧爾斯頓,華盛頓·奧爾斯頓,Washington Allston,官方,artist
meta_value_text,華金·索羅拉,華金·索羅拉,Joaquín Sorolla,官方,artist
meta_value_text,菱川師宣,菱川師宣,Hishikawa Moronobu,官方,artist
meta_value_text,菲利普·加斯顿,菲利普·加斯顿,Philip Guston,官方,artist
meta_value_text,菲利普·德·尚帕涅,菲利普·德·尚帕涅,Philippe de Champaigne,官方,artist
meta_value_text,菲利普·德拉斯洛,菲利普·德拉斯洛,Philip de László,官方,artist
meta_value_text,菲利普·詹姆斯·德·路德堡,菲利普·詹姆斯·德·路德堡,Philip James de Loutherbourg,官方,artist
meta_value_text,菲茨·休·蓮恩,菲茨·休·蓮恩,Fitz Henry Lane,官方,artist
meta_value_text,萊昂·博納,萊昂·博納,Léon Bonnat,官方,artist
meta_value_text,萨姆·吉列姆,萨姆·吉列姆,Sam Gilliam,官方,artist
meta_value_text,萨拉·古德里奇,萨拉·古德里奇,Sarah Goodridge,官方,artist
meta_value_text,萨洛蒙·德·布雷,萨洛蒙·德·布雷,Salomon de Bray,官方,artist
meta_value_text,萨缪尔·摩尔斯,萨缪尔·摩尔斯,Samuel F. B. Morse,官方,artist
meta_value_text,葛饰北斋,葛饰北斋,Katsushika Hokusai,官方,artist
meta_value_text,葛饰应为,葛饰应为,Katsushika Ōi,官方,artist
meta_value_text,蔡尔德·哈萨姆,蔡尔德·哈萨姆,Childe Hassam,官方,artist
meta_value_text,製陶,製陶,pottery,AI,material
meta_value_text,西恩納的巴爾纳,西恩納的巴爾纳,Barna da Siena,官方,artist
meta_value_text,西格玛尔·波尔克,西格玛尔·波尔克,Sigmar Polke,官方,artist
meta_value_text,西蒙內·坎塔里尼,西蒙內·坎塔里尼,Simone Cantarini,官方,artist
meta_value_text,西蒙尼·马蒂尼,西蒙尼·马蒂尼,Simone Martini,官方,artist
meta_value_text,西西莉亞·包斯,西西莉亞·包斯,Cecilia Beaux,官方,artist
meta_value_text,詹·馬蘇斯,詹·馬蘇斯,Jan Massys,官方,artist
meta_value_text,詹姆斯·恩索爾,詹姆斯·恩索爾,James Ensor,官方,artist
meta_value_text,詹姆斯·惠斯勒,詹姆斯·惠斯勒,James McNeill Whistler,官方,artist
meta_value_text,詹姆斯·迪索,詹姆斯·迪索,James Tissot,官方,artist
meta_value_text,詹姆斯·麦克杜格尔·哈特,詹姆斯·麦克杜格尔·哈特,James McDougal Hart,官方,artist
meta_value_text,詹巴蒂斯塔·皮托尼,詹巴蒂斯塔·皮托尼,Giambattista Pittoni,官方,artist
meta_value_text,讓-弗朗索瓦·米勒,讓-弗朗索瓦·米勒,Jean-François Millet,官方,artist
meta_value_text,讓-雅克·亨納,讓-雅克·亨納,Jean-Jacques Henner,官方,artist
meta_value_text,让-奥诺雷·弗拉戈纳尔,让-奥诺雷·弗拉戈纳尔,Jean-Honoré Fragonard,官方,artist
meta_value_text,让-安东尼·华托,让-安东尼·华托,Jean-Antoine Watteau,官方,artist
meta_value_text,让-巴蒂斯特·佩罗诺,让-巴蒂斯特·佩罗诺,Jean-Baptiste Perronneau,官方,artist
meta_value_text,让-巴蒂斯特·卡米耶·柯洛,让-巴蒂斯特·卡米耶·柯洛,Jean-Baptiste-Camille Corot,官方,artist
meta_value_text,让-巴蒂斯特·格勒兹,让-巴蒂斯特·格勒兹,Jean-Baptiste Greuze,官方,artist
meta_value_text,让-巴蒂斯特·桑泰尔,让-巴蒂斯特·桑泰尔,Jean-Baptiste Santerre,官方,artist
meta_value_text,让-莱昂·热罗姆,让-莱昂·热罗姆,Jean-Léon Gérôme,官方,artist
meta_value_text,让-路易·福兰,让-路易·福兰,Jean-Louis Forain,官方,artist
meta_value_text,让-雅克-弗朗索瓦·勒巴尔比耶,让-雅克-弗朗索瓦·勒巴尔比耶,Jean-Jacques-François Le Barbier,官方,artist
meta_value_text,让·巴蒂斯·西美翁·夏尔丹,让·巴蒂斯·西美翁·夏尔丹,Jean-Baptiste-Siméon Chardin,官方,artist
meta_value_text,该展厅的核心展品,该展厅的核心展品,A centerpiece of this gallery,AI,museum_highlight
meta_value_text,诺曼·刘易斯,诺曼·刘易斯,Norman Lewis,官方,artist
meta_value_text,象牙,象牙,ivory,AI,material
meta_value_text,象牙海岸／利比里亚达恩族,象牙海岸／利比里亚达恩族,Ivory Coast/Liberian Dan people,AI,material
meta_value_text,豪梅·馬特奧,豪梅·馬特奧,Jaume Mateu,官方,artist
meta_value_text,豬熊弦一郎,豬熊弦一郎,Genichiro Inokuma,官方,artist
meta_value_text,貝爾納多·卡瓦利諾,貝爾納多·卡瓦利諾,Bernardo Cavallino,官方,artist
meta_value_text,貝爾納多·達迪,貝爾納多·達迪,Bernardo Daddi,官方,artist
meta_value_text,貝爾納爾多·斯特羅齊,貝爾納爾多·斯特羅齊,Bernardo Strozzi,官方,artist
meta_value_text,貝瑟·莫里索,貝瑟·莫里索,Berthe Morisot,官方,artist
meta_value_text,費爾菲爾德·波特,費爾菲爾德·波特,Fairfield Porter,官方,artist
meta_value_text,費迪南德·博爾,費迪南德·博爾,Ferdinand Bol,官方,artist
meta_value_text,賓杜里喬,賓杜里喬,Pinturicchio,官方,artist
meta_value_text,贝内代托·热纳里二世,贝内代托·热纳里二世,Benedetto Gennari II,官方,artist
meta_value_text,贝尔纳迪诺·卢伊尼,贝尔纳迪诺·卢伊尼,Bernardino Luini,官方,artist
meta_value_text,贝纳多·贝洛托,贝纳多·贝洛托,Bernardo Bellotto,官方,artist
meta_value_text,贡萨洛·佩雷斯,贡萨洛·佩雷斯,Gonzalo Pérez,官方,artist
meta_value_text,费尔南多·博特罗,费尔南多·博特罗,Fernando Botero,官方,artist
meta_value_text,赫尔曼·尼特西,赫尔曼·尼特西,Hermann Nitsch,官方,artist
meta_value_text,赫布兰德·范登埃克霍特,赫布兰德·范登埃克霍特,Gerbrand van den Eeckhout,官方,artist
meta_value_text,赫拉德·特博赫,赫拉德·特博赫,Gerard ter Borch,官方,artist
meta_value_text,赫拉德·范洪特霍斯特,赫拉德·范洪特霍斯特,Gerrit van Honthorst,官方,artist
meta_value_text,赫里特·贝克海德,赫里特·贝克海德,Gerrit Adriaensz. Berckheyde,官方,artist
meta_value_text,赫里特·道,赫里特·道,Gerrit Dou,官方,artist
meta_value_text,路易-利奥波德·布瓦伊,路易-利奥波德·布瓦伊,Louis-Léopold Boilly,官方,artist
meta_value_text,路易斯·埃希迪奧·梅倫德斯,路易斯·埃希迪奧·梅倫德斯,Luis Egidio Meléndez,官方,artist
meta_value_text,达维德·布尔柳克,达维德·布尔柳克,David Burliuk,官方,artist
meta_value_text,这批捐赠使 MFA 的 20 世纪中期收藏跃升为全美最好的之一,这批捐赠使 MFA 的 20 世纪中期收藏跃升为全美最好的之一,This gift elevated the MFA's mid-20th-century collection to one of the finest in the United States,AI,acquisition
meta_value_text,迪爾克·范巴比倫,迪爾克·范巴比倫,Dirck van Baburen,官方,artist
meta_value_text,邓肯·格兰特,邓肯·格兰特,Duncan Grant,官方,artist
meta_value_text,里昂·巴克斯,里昂·巴克斯,Léon Bakst,官方,artist
meta_value_text,金,金,Jin dynasty,AI,polity
meta_value_text,金与珐琅,金与珐琅,gold and enamel,AI,material
meta_value_text,金合金,金合金,gold alloy,AI,material
meta_value_text,鈴木春信,鈴木春信,Suzuki Harunobu,官方,artist
meta_value_text,銅合金列表,銅合金列表,銅合金列表,存疑,artist
meta_value_text,铜管,铜管,copper tubing,AI,material
meta_value_text,银,银,silver,AI,material
meta_value_text,镶嵌木材与刻绘骨、maque 漆、金与彩绘、金属配件,镶嵌木材与刻绘骨、maque 漆、金与彩绘、金属配件,"inlaid wood with incised bone, maque lacquer, gilding and polychromy, and metal fittings",AI,material
meta_value_text,閻立本,閻立本,Yan Liben,官方,artist
meta_value_text,阿伯特·赛耶,阿伯特·赛耶,Abbott Handerson Thayer,官方,artist
meta_value_text,阿尔万·克拉克,阿尔万·克拉克,Alvan Clark,官方,artist
meta_value_text,阿尔布雷希特·丢勒,阿尔布雷希特·丢勒,Albrecht Dürer,官方,artist
meta_value_text,阿尔弗雷德·科瓦尔斯基,阿尔弗雷德·科瓦尔斯基,Alfred Wierusz-Kowalski,官方,artist
meta_value_text,阿尔弗雷德·西斯莱,阿尔弗雷德·西斯莱,Alfred Sisley,官方,artist
meta_value_text,阿尔泰米西娅·真蒂莱斯基,阿尔泰米西娅·真蒂莱斯基,Artemisia Gentileschi,官方,artist
meta_value_text,阿尔特·范德内尔,阿尔特·范德内尔,Aert van der Neer,官方,artist
meta_value_text,阿尔芒德·基约曼,阿尔芒德·基约曼,Armand Guillaumin,官方,artist
meta_value_text,阿尔贝托·贾科梅蒂,阿尔贝托·贾科梅蒂,Alberto Giacometti,官方,artist
meta_value_text,阿尔贝特·克伊普,阿尔贝特·克伊普,Aelbert Cuyp,官方,artist
meta_value_text,阿尼奧羅·加迪,阿尼奧羅·加迪,Agnolo Gaddi,官方,artist
meta_value_text,阿希尔·戈尔基,阿希尔·戈尔基,Arshile Gorky,官方,artist
meta_value_text,阿德尔斯滕·诺曼,阿德尔斯滕·诺曼,Adelsteen Normann,官方,artist
meta_value_text,阿德里安·布劳沃,阿德里安·布劳沃,Adriaen Brouwer,官方,artist
meta_value_text,阿德里安·范·奥斯塔德,阿德里安·范·奥斯塔德,Adriaen van Ostade,官方,artist
meta_value_text,阿德里安·范德费尔德,阿德里安·范德费尔德,Adriaen van de Velde,官方,artist
