来源表,来源行,子集,Tier,展品名称,原因码
B,1935,ext·wikidata,B,Old English House by Moonlight（約翰·阿特金森·格里姆肖，油彩）,NO_MATCH_FOUND
B,1937,ext·wikidata,B,Forêt de Compiègne（保罗·于埃，1830-01-01，油彩）,NO_MATCH_FOUND
B,1940,ext·wikidata,B,Monkey with Fruit（http://www.wikidata.org/.well-known/genid/0c633439bb7a045b0cdbbc3f497501,NO_MATCH_FOUND
B,1941,ext·wikidata,B,Poppies in a Wine Flask（http://www.wikidata.org/.well-known/genid/02245ff4bb5e58706bbd61f1,NO_MATCH_FOUND
B,1942,ext·wikidata,B,Portrait of a Man at a Writing Desk（http://www.wikidata.org/.well-known/genid/0aeae708fa2b,NO_MATCH_FOUND
B,1943,ext·wikidata,B,"The Frozen Lagoon, Venice（http://www.wikidata.org/.well-known/genid/f0bee7efd19dbc723799dc",NO_MATCH_FOUND
B,1944,ext·wikidata,B,Two Young Men in Furred Coats（http://www.wikidata.org/.well-known/genid/eac38bf9a1a4c17d8e,NO_MATCH_FOUND
B,1949,ext·wikidata,B,The Marne at La Varenne（http://www.wikidata.org/.well-known/genid/1bb6436abca6f478abb83698,NO_MATCH_FOUND
B,1950,ext·wikidata,B,Black Girl in a Room（http://www.wikidata.org/.well-known/genid/a0f3bd65ff5baa36d091e696480,NO_MATCH_FOUND
B,1951,ext·wikidata,B,Proposition Diurne (La femme au miroir)（http://www.wikidata.org/.well-known/genid/67065a84,NO_MATCH_FOUND
B,1952,ext·wikidata,B,Rose et blanc（http://www.wikidata.org/.well-known/genid/aa76b92a1998d9e280463a6c768c3a34，1,NO_MATCH_FOUND
B,1954,ext·wikidata,B,The Calenberg Altarpiece（http://www.wikidata.org/.well-known/genid/411ef73625439740c24007d,NO_MATCH_FOUND
B,1955,ext·wikidata,B,"Choir Singers (""Les Choristes"")（http://www.wikidata.org/.well-known/genid/a7b6d434e4f8321f",NO_MATCH_FOUND
B,1962,ext·wikidata,B,"Mexican Infantry ""On the March""（弗雷德里克·雷明顿，1890-01-01，油彩）",NO_MATCH_FOUND
B,1963,ext·wikidata,B,Scene on the Nile（弗雷德里克·阿瑟·布里奇曼，1878-01-01）,NO_MATCH_FOUND
B,1964,ext·wikidata,B,The Yellow Room（弗雷德里克·卡尔·弗里塞克，1910-01-01，油彩）,NO_MATCH_FOUND
B,1968,ext·wikidata,B,Landscape with Waterwheel and Boy Fishing（喬治·凱勒·賓漢，1853-01-01，油彩）,NO_MATCH_FOUND
B,1969,ext·wikidata,B,The Squatters（喬治·凱勒·賓漢，1850-01-01，油彩）,NO_MATCH_FOUND
B,1970,ext·wikidata,B,The Thomas Sisters (Margaret Thomas Gardiner and Helen Thomas Warren)（George de Forest Bru,NO_MATCH_FOUND
B,1971,ext·wikidata,B,Orpheus（George de Forest Brush，1890-01-01，油彩）,NO_MATCH_FOUND
B,1972,ext·wikidata,B,Mother and Child（George de Forest Brush，1895-01-01，油彩）,TITLE_TOO_GENERIC
B,1992,ext·wikidata,B,The Magic Banquet with the Lady Spell-Bound（威廉·布莱克，1815-01-01）,NO_MATCH_FOUND
B,1994,ext·wikidata,B,Two-handled amphora,NO_MATCH_FOUND
B,1995,ext·wikidata,B,Saint-Séverin（罗贝尔·德劳内，1909-01-01，石墨）,NO_MATCH_FOUND
B,2001,ext·wikidata,B,Evening Glories（尾形乾山，1750-01-01）,NO_MATCH_FOUND
B,2003,ext·wikidata,B,Heroine Rushing to Her Lover (Abhisarika Nayika )（1750-01-01）,NO_MATCH_FOUND
B,2008,ext·wikidata,B,Fujin Tomari-kyaku no Zu（喜多川歌麿，1794-01-01，纸）,NO_MATCH_FOUND
B,2011,ext·wikidata,B,At the Café La Mie（亨利·德·土魯斯-羅特列克，1891-01-01，油彩）,NO_MATCH_FOUND
B,2012,ext·wikidata,B,自画像（索福尼斯巴·安圭索拉，1556-01-01，羊皮紙）,NO_MATCH_FOUND
B,2017,ext·wikidata,B,Orpheus Charming the Animals（阿尔贝特·克伊普，1640-01-01，油彩）,NO_MATCH_FOUND
B,2018,ext·wikidata,B,Young Girl Eating Sweets（霍德弗里德·斯哈尔肯，1680-01-01，油彩）,NO_MATCH_FOUND
B,2025,ext·wikidata,B,A young girl（扬·利芬斯，1632-01-01，油彩）,NO_MATCH_FOUND
B,2028,ext·wikidata,B,Still Life with Glasses and Tobacco（Willem Claesz. Heda，1633-01-01，油彩）,NO_MATCH_FOUND
B,2030,ext·wikidata,B,"Profile of Amsterdam, seen from the landside（Hans Bol，1589-01-01，油彩）",NO_MATCH_FOUND
B,2031,ext·wikidata,B,Ewer（Gorham Manufacturing Company，1880-01-01，銅）,NO_MATCH_FOUND
B,2034,ext·wikidata,B,Goldfish in the Asian Manner（Joe Brainard，1975-01-01）,NO_MATCH_FOUND
B,2036,ext·wikidata,B,Striped Man（May Stevens，1976-01-01）,NO_MATCH_FOUND
B,2038,ext·wikidata,B,The Arrangement of Things（罗斯·布莱克纳，油彩）,NO_MATCH_FOUND
B,2039,ext·wikidata,B,Bark painting（http://www.wikidata.org/.well-known/genid/9b4de6a089ea0980801e5d254529b50f）,NO_MATCH_FOUND
B,2040,ext·wikidata,B,Herodias with the Head of Saint John the Baptist（弗朗切斯科·卡伊罗，1627-01-01，油彩）,NO_MATCH_FOUND
B,2043,ext·wikidata,B,"Pearl Mosque, Delhi（瓦西里·韦雷什查金，1880-01-01，油彩）",NO_MATCH_FOUND
B,2051,ext·wikidata,B,Still Life of Flowers with a Branch of Peaches（Jacob van Walscapelle，1679-01-01，油彩）,NO_MATCH_FOUND
B,2054,ext·wikidata,B,Horseman and His Horse at a River（Karel Dujardin，1660-01-01，油彩）,NO_MATCH_FOUND
B,2055,ext·wikidata,B,Seascape with a Rainbow（扬·波赛利斯，1631-01-01，油彩）,NO_MATCH_FOUND
B,2059,ext·wikidata,B,River Landscape with the Fort Saint-Jean and the Chateau Pierre-Scize in Lyon（扬·阿瑟莱恩，1650-,NO_MATCH_FOUND
B,2062,ext·wikidata,B,The Rabbit Warren (“Spring Landscape with Donkeys and Goats”)（保盧斯·波特，1647-01-01，油彩）,NO_MATCH_FOUND
B,2064,ext·wikidata,B,Landscape with an Elegant Hunting Party on a Stag Hunt（尼古拉斯·彼得松·贝尔赫姆，1660-01-01，油彩）,NO_MATCH_FOUND
B,2067,ext·wikidata,B,"Album folio with Bahram Gur, the shepherd, and his dog（http://www.wikidata.org/.well-known",NO_MATCH_FOUND
B,2081,ext·wikidata,B,Golshan Album（1700-01-01）,NO_MATCH_FOUND
B,2085,ext·wikidata,B,Kashi（喜多川歌麿）,NO_MATCH_FOUND
B,2090,ext·wikidata,B,Hinodeya goke（喜多川歌麿）,NO_MATCH_FOUND
B,2101,ext·wikidata,B,Yodo no kimi（月冈芳年，1873-06-01）,NO_MATCH_FOUND
B,2103,ext·wikidata,B,Tewa Buffalo Dancer（Q6786479，1998-01-01）,NO_MATCH_FOUND
B,2107,ext·wikidata,B,Bahram Gur fights two lions to win the throne (Boston MFA 28.127)（http://www.wikidata.org/,NO_MATCH_FOUND
B,2108,ext·wikidata,B,"The Postal News, no. 832（月冈芳年，1876-01-01）",NO_MATCH_FOUND
B,2125,ext·wikidata,B,The Regata（泰奥·范赖瑟尔贝赫，1892-01-01，油彩）,NO_MATCH_FOUND
B,2126,ext·wikidata,B,"Volute krater, Hoppin Painter（Hoppin Painter）",NO_MATCH_FOUND
B,2127,ext·wikidata,B,Apulian Red-Figure Loutrophoros（White Saccos Painter）,NO_MATCH_FOUND
B,2128,ext·wikidata,B,Fragmentary head of a woman-1986.162（http://www.wikidata.org/.well-known/genid/e40213bb9ee,NO_MATCH_FOUND
B,2129,ext·wikidata,B,Jade Olmec mask-1991.968（http://www.wikidata.org/.well-known/genid/6be2c908fa60c037dbce9a3,NO_MATCH_FOUND
B,2130,ext·wikidata,B,Jaguar effigy vessel-on display 11（http://www.wikidata.org/.well-known/genid/0aced86c439ee,NO_MATCH_FOUND
B,2131,ext·wikidata,B,Maitreya-66.235（http://www.wikidata.org/.well-known/genid/d14cf59c86137a9227b83337af3e63d8,NO_MATCH_FOUND
B,2132,ext·wikidata,B,Amphora with the murder of Atreus（Darius Painter）,NO_MATCH_FOUND
B,2133,ext·wikidata,B,Statue of Osiris-2000.973（http://www.wikidata.org/.well-known/genid/5fc2ec6ad82d49c8711578,NO_MATCH_FOUND
B,2134,ext·wikidata,B,Household shrine with nude goddess-1990.605（http://www.wikidata.org/.well-known/genid/d006,NO_MATCH_FOUND
B,2135,ext·wikidata,B,Head and chest of a lion-66.233（http://www.wikidata.org/.well-known/genid/e08c123df36bb2fb,NO_MATCH_FOUND
B,2136,ext·wikidata,B,Héros-32.146（http://www.wikidata.org/.well-known/genid/60076d18b06f0cbb4f2387cbbc6f180b，17,NO_MATCH_FOUND
B,2138,ext·wikidata,B,Model of USS Constitution-32.150（M. L. Buschmann，1928-01-01，铅）,NO_MATCH_FOUND
B,2139,ext·wikidata,B,Kneeling Amenhotep III as the god Neferhotep-1970.636（http://www.wikidata.org/.well-known/,NO_MATCH_FOUND
B,2140,ext·wikidata,B,Triad of Nikaukhufu Khupta and Hesi-06.1882（http://www.wikidata.org/.well-known/genid/2540,NO_MATCH_FOUND
B,2141,ext·wikidata,B,Plaster mask of Nimaatra-37.644（http://www.wikidata.org/.well-known/genid/48eeb8b579786a68,NO_MATCH_FOUND
B,2142,ext·wikidata,B,Seated statue of Akhmeretnesut-12.1482（http://www.wikidata.org/.well-known/genid/cc0c92cd5,NO_MATCH_FOUND
B,2143,ext·wikidata,B,Josephson head-2003.244（http://www.wikidata.org/.well-known/genid/7814a20faa2ec526cc409dc7,NO_MATCH_FOUND
B,2144,ext·wikidata,B,Statue of a young man-13.3466（http://www.wikidata.org/.well-known/genid/f5f378f7fa37bfe721,NO_MATCH_FOUND
B,2146,ext·wikidata,B,Black-topped jar with figure of a ram-99.710（http://www.wikidata.org/.well-known/genid/5e5,NO_MATCH_FOUND
B,2147,ext·wikidata,B,Landscapes with Animal Fights（Hendrik van der Cammen）,NO_MATCH_FOUND
B,2148,ext·wikidata,B,Pseudo groupe of Penmeru-12.1484（http://www.wikidata.org/.well-known/genid/ffc128d5f95779c,NO_MATCH_FOUND
B,2149,ext·wikidata,B,Isis and Horus-1971.749（http://www.wikidata.org/.well-known/genid/8c58df3f9bc0f9045eac54f5,NO_MATCH_FOUND
B,2150,ext·wikidata,B,Statue of Khuienkhufu-37.638（http://www.wikidata.org/.well-known/genid/87c4b3a4a4057194897,NO_MATCH_FOUND
B,2152,ext·wikidata,B,Personified estates-63.489（http://www.wikidata.org/.well-known/genid/3a0bea2d6835a2abb4f5c,NO_MATCH_FOUND
B,2154,ext·wikidata,B,Grotesques（博韦皇家地毯手工厂，1688-01-01）,NO_MATCH_FOUND
B,2155,ext·wikidata,B,Seated man-MFA Boston 1996.336（http://www.wikidata.org/.well-known/genid/ac67b597f392926d9,NO_MATCH_FOUND
B,2158,ext·wikidata,B,Tag in the form of a man-04.1946（http://www.wikidata.org/.well-known/genid/8287eb60ac81072,NO_MATCH_FOUND
B,2159,ext·wikidata,B,Osiris-08.260（http://www.wikidata.org/.well-known/genid/8c79cec5bc6b6eb71a6b9d7ea1f1f35a，-,NO_MATCH_FOUND
B,2161,ext·wikidata,B,Ba-bird-72.4178（http://www.wikidata.org/.well-known/genid/79df4ed29c503cf24f30056aa64c0138,NO_MATCH_FOUND
B,2164,ext·wikidata,B,Krishna Celebrates Holi with Radha and the Gopis（Nihâl Chand，1750-01-01，纸）,NO_MATCH_FOUND
B,2172,原清单,B,托莱多风景,NO_MATCH_FOUND
B,2173,原清单,B,湾流,NO_MATCH_FOUND
B,2175,原清单,B,课间追逐,NO_MATCH_FOUND
B,2178,原清单,B,明代德化白瓷观音,NO_MATCH_FOUND
B,2180,原清单,B,黑人男子肖像（奥赛罗主题）,NO_MATCH_FOUND
B,2181,原清单,B,挤奶女工的白日梦,NO_MATCH_FOUND
B,2183,原清单,B,波罗王朝坐菩萨像,NO_MATCH_FOUND
B,2184,原清单,B,米哈拉布瓷砖残片,NO_MATCH_FOUND
B,2187,原清单,B,哈梅林的吹笛人,NO_MATCH_FOUND
B,2188,原清单,B,圣家族与圣凯瑟琳,NO_MATCH_FOUND
B,2194,原清单,B,圣方济各,NO_MATCH_FOUND
B,2196,原清单,B,乡村铁匠铺,NO_MATCH_FOUND
B,2197,原清单,B,系红腰带的女孩,NO_MATCH_FOUND
B,2198,原清单,B,多莉·麦迪逊肖像,NO_MATCH_FOUND
B,2199,原清单,B,蓝衣少年 习作,NO_MATCH_FOUND
B,2201,原清单,B,戴草帽农妇,NO_MATCH_FOUND
B,2203,原清单,B,普罗旺斯房屋,NO_MATCH_FOUND
B,2204,原清单,B,少女胸像,NO_MATCH_FOUND
B,2207,原清单,B,少女纪念雕像,NO_MATCH_FOUND
B,2208,原清单,B,汉宫春晓图（局部摹本）,NO_MATCH_FOUND
B,2209,原清单,B,苏轼派墨竹图,NO_MATCH_FOUND
B,2210,原清单,B,仿米芾山水,NO_MATCH_FOUND
B,2212,原清单,B,定窑白釉碗,NO_MATCH_FOUND
B,2213,原清单,B,钧窑紫斑瓶,NO_MATCH_FOUND
B,2216,原清单,B,书吏花岗岩立像,NO_MATCH_FOUND
B,2217,原清单,B,费昂沙比提俑组,NO_MATCH_FOUND
B,2218,原清单,B,底比斯出土金耳饰,NO_MATCH_FOUND
B,2219,原清单,B,科雷少女雕像残件,NO_MATCH_FOUND
B,2220,原清单,B,红绘陶缸：酒神宴饮,NO_MATCH_FOUND
B,2221,原清单,B,科林斯式青铜头盔,NO_MATCH_FOUND
B,2224,原清单,B,伊特鲁里亚神话纹青铜镜,NO_MATCH_FOUND
B,2226,原清单,B,毗湿奴立像,NO_MATCH_FOUND
B,2230,原清单,B,敏拜尔讲道台木雕残件,NO_MATCH_FOUND
B,2232,原清单,B,联邦式餐边柜,NO_MATCH_FOUND
B,2234,原清单,B,波士顿殖民时代银勺套件,NO_MATCH_FOUND
B,2236,原清单,B,新英格兰收获时节,NO_MATCH_FOUND
B,2239,原清单,B,文艺复兴马约里卡神话纹大碗,NO_MATCH_FOUND
B,2241,原清单,B,青年学者肖像,NO_MATCH_FOUND
B,2243,原清单,B,农家庭院晚餐,NO_MATCH_FOUND
B,2244,原清单,B,龙泉青瓷瓶,NO_MATCH_FOUND
B,2245,原清单,B,根付木雕：狐妖,NO_MATCH_FOUND
B,2250,原清单,B,联邦时期银咖啡壶,NO_MATCH_FOUND
B,2257,原清单,B,阿尔罕布拉宫风景,NO_MATCH_FOUND
C,2,ext·官网,C,日本艺术馆藏精选代表作（Japanese Collection Highlights 专辑封面作品）,NO_TRANSLATION
C,3,ext·官网,C,中国书画册页（Chinese Collection Highlights 专辑代表作）,NO_TRANSLATION
C,4,ext·官网,C,19 世纪小鼓 Side drum（打击乐器专辑代表作）,NO_TRANSLATION
C,5,ext·官网,C,鱼形高音陶埙 Soprano ocarina in the shape of a fish,NO_TRANSLATION
C,6,ext·官网,C,Meacham & Pond 竖笛式小笛 Flageolet,NO_TRANSLATION
C,7,ext·官网,C,Louis Julien Jaulin 口风琴 Harmoni-cor,NO_TRANSLATION
C,8,ext·官网,C,音乐会齐特琴 Concert zither（1893）,NO_TRANSLATION
C,9,ext·官网,C,Jacopo Checchucci 吉他 Guitar,NO_TRANSLATION
C,10,ext·官网,C,William Hillyard 抒情号 Ballad horn,NO_TRANSLATION
C,11,ext·官网,C,印尼甘美兰 Slenthem 金属排琴,NO_TRANSLATION
C,12,ext·wikidata,C,Bend in the Gein with row of ten or eleven poplars（皮特·蒙德里安，1905-01-01）,NO_MATCH_FOUND
C,13,ext·wikidata,C,"James Fenimore Cooper, half length（Edward Scriven）",NO_MATCH_FOUND
C,15,ext·wikidata,C,"Portrait of Charles Curtis Allen from the album ""Down East""",NO_MATCH_FOUND
C,17,ext·wikidata,C,A German Double Pill Box（Paul Nash，1918-01-01，纸）,NO_MATCH_FOUND
C,18,ext·wikidata,C,Vase with decoration of birds and flowers（http://www.wikidata.org/.well-known/genid/abedf1,NO_MATCH_FOUND
C,19,ext·wikidata,C,"Portrait of Nona Park, one of the owners of Chez Ninon（Kenneth Paul Block，1966-04-27）",NO_MATCH_FOUND
C,21,ext·wikidata,C,Charles Pelham Curtis（J. Winfred Spenceley）,NO_MATCH_FOUND
C,23,ext·wikidata,C,Forest landscape with hunters（Barent Gael，1671-01-01，油彩）,NO_MATCH_FOUND
C,24,ext·wikidata,C,Cain slaying Abel (Genesis 4:3-16)（http://www.wikidata.org/.well-known/genid/2c74381bfd090,NO_MATCH_FOUND
C,25,ext·wikidata,C,Stream in the Forest near Plombières（弗朗索瓦-路易·法兰西，1850-01-01，油彩）,NO_MATCH_FOUND
C,26,ext·wikidata,C,"Italianate landscape with shepherds and cattle, a city by a river beyond（Hendrick Mommers，",NO_MATCH_FOUND
C,28,ext·wikidata,C,Selfportrait of Barent Fabritius (1624-1673)（Barent Fabritius，1650-01-01，油彩）,NO_MATCH_FOUND
C,29,ext·wikidata,C,Panoramic landscape with a river（Jacob Koninck，1661-01-01，油彩）,NO_MATCH_FOUND
C,31,ext·wikidata,C,"Family-portrait of Charles I Stuart (1600-1649), King of Engelend and Henrietta Maria de B",NO_MATCH_FOUND
C,32,ext·wikidata,C,Angels wit the Arma Christi（1524-01-01，油彩）,NO_MATCH_FOUND
C,33,ext·wikidata,C,"Tremont Street, Boston.（Philip Harry，1843-01-01，油彩）",NO_MATCH_FOUND
C,36,ext·wikidata,C,Fragment of a relief with head of soldier (signifer or standard bearer)（http://www.wikidat,NO_MATCH_FOUND
C,38,ext·wikidata,C,Madonna in Adoration（Matteo Rosselli）,NO_MATCH_FOUND
C,39,ext·wikidata,C,Portrait of Mrs. Nathaniel West (Elizabeth Crowinshield Derby)（William Lovett，1795-01-01，象,NO_MATCH_FOUND
C,40,ext·wikidata,C,"Portrait of a Man with Boston ""Atlas"".（http://www.wikidata.org/.well-known/genid/c0eb1a238",NO_MATCH_FOUND
C,41,ext·wikidata,C,"Chapel of the Crucifix, Saint Mark's, Venice.（Frank Hill Smith，1871-01-01，油彩）",NO_MATCH_FOUND
C,47,ext·wikidata,C,"At the Hour of the Chicken on the 30th Day of the 9th Month, People Born in Wood Signs Ent",NO_MATCH_FOUND
C,48,ext·wikidata,C,Man Looking at Flower Arrangement（Numata Gessai，纸）,NO_MATCH_FOUND
C,49,ext·wikidata,C,Lintel and pediment of a tomb（http://www.wikidata.org/.well-known/genid/03252a069946e877ba,NO_MATCH_FOUND
C,51,ext·wikidata,C,Zufrieden（Wilhelm Woernle）,NO_MATCH_FOUND
C,52,ext·wikidata,C,The Magnanimity of Lycurgus（让-雅克-弗朗索瓦·勒巴尔比耶，1791-01-01，油彩）,NO_MATCH_FOUND
C,57,ext·wikidata,C,三叶草（立石春美，1934-01-01）,NO_MATCH_FOUND
C,60,ext·wikidata,C,Idealized head of a veiled woman（-0299-01-0）,NO_MATCH_FOUND
C,65,ext·wikidata,C,"Untitled, after Mala Noche! (Caprichos 36)（http://www.wikidata.org/.well-known/genid/94e0b",NO_MATCH_FOUND
C,69,ext·wikidata,C,Portrait of a Woman Standing beside a Chair（Abraham Vinck，1610-01-01，油彩）,NO_MATCH_FOUND
C,70,ext·wikidata,C,The Announcement to the Shepherds（Adam Colonia，1700-01-01，油彩）,NO_MATCH_FOUND
C,73,ext·wikidata,C,Jean-Jacques Caffieri（Adolf Ulrik Wertmüller，1784-01-01，油彩）,NO_MATCH_FOUND
C,74,ext·wikidata,C,Harbor at Dunkirk（Adolphe Desbarrolles，油彩）,NO_MATCH_FOUND
C,80,ext·wikidata,C,Composition 1960（Adrian Heath，1960-01-01）,NO_MATCH_FOUND
C,81,ext·wikidata,C,"Street in Amersfoort, Holland（Adrianus Eversen，油彩）",NO_MATCH_FOUND
C,84,ext·wikidata,C,Night Watchman（Afro Basaldella，1955-01-01，油彩）,NO_MATCH_FOUND
C,88,ext·wikidata,C,Men in a Boat（Albert van Beest，油彩）,NO_MATCH_FOUND
C,89,ext·wikidata,C,Courtyard in Constantinople（Alberto Pasini，1868-01-01，油彩）,NO_MATCH_FOUND
C,92,ext·wikidata,C,Portrait of a Man in a Brown Cloak（亚历山德罗·隆吉，1800-01-01，油彩）,NO_MATCH_FOUND
C,93,ext·wikidata,C,Lake at the Edge of a Forest（亞歷山大·卡拉姆，1848-01-01，油彩）,NO_MATCH_FOUND
C,99,ext·wikidata,C,In a Polish Village（阿尔弗雷德·科瓦尔斯基，油彩）,NO_MATCH_FOUND
C,100,ext·wikidata,C,Moses Saved from the Waters（Andrea di Leone，油彩）,NO_MATCH_FOUND
C,101,ext·wikidata,C,Landscape with Hunters（Andrea Locatelli，油彩）,NO_MATCH_FOUND
C,102,ext·wikidata,C,Untitled（Andreas Schulze，1985-01-01）,TITLE_TOO_GENERIC
C,104,ext·wikidata,C,The Flower Arranger / Early Summer（Q4772623，1982-01-01）,NO_MATCH_FOUND
C,105,ext·wikidata,C,Last Rays of Sun on a Field of Sainfoin（Antoine Chintreuil，1870-01-01，油彩）,NO_MATCH_FOUND
C,110,ext·wikidata,C,Ceres Begging for Jupiter's Thunderbolt after the Kidnapping of Her Daughter Proserpine（An,NO_MATCH_FOUND
C,111,ext·wikidata,C,Apollo as a Shepherd（Antonio Maria Vassallo，油彩）,NO_MATCH_FOUND
C,120,ext·wikidata,C,Portrait of a Minister（Anthonie Palamedesz.，1654-01-01，油彩）,NO_MATCH_FOUND
C,121,ext·wikidata,C,Landscape with Bathers（安东尼奥·卡拉奇，1616-01-01，油彩）,NO_MATCH_FOUND
C,122,ext·wikidata,C,Saint Benedict Joseph Labre（Antonio Cavallucci，1795-01-01，油彩）,NO_MATCH_FOUND
C,126,ext·wikidata,C,Canal in Venice（Antonio Reyna Manescau，油彩）,NO_MATCH_FOUND
C,127,ext·wikidata,C,The Adoration of the Christ Child with the Dove of the Holy Spirit（Master of the Argonauts,NO_MATCH_FOUND
C,128,ext·wikidata,C,The Port aux Pierres on the Quai d'Orsay（Arthur Henry Roberts，1848-01-01，油彩）,NO_MATCH_FOUND
C,129,ext·wikidata,C,Winter Twilight（Auguste Pointelin，油彩）,NO_MATCH_FOUND
C,130,ext·wikidata,C,Reading Lesson（Auguste Toulmouche，1865-01-01，油彩）,NO_MATCH_FOUND
C,131,ext·wikidata,C,General Bonaparte Visiting the Plague-Stricken at Jaffa（Auguste-Hyacinthe Debay，1823-01-01,NO_MATCH_FOUND
C,132,ext·wikidata,C,Canadian Soldier（約翰·奧古斯塔斯，1917-01-01，油彩）,NO_MATCH_FOUND
C,133,ext·wikidata,C,Landschaft Mit Stierschädel（Axel Kasseböhmer，1985-01-01，油彩）,NO_MATCH_FOUND
C,134,ext·wikidata,C,Artist's Studio（Balthasar van den Bossche，1706-01-01，油彩）,NO_MATCH_FOUND
C,135,ext·wikidata,C,A Papal Saint (Saint Gregory the Great?)（Bartolo di Fredi）,NO_MATCH_FOUND
C,138,ext·wikidata,C,Saint Catherine of Alexandria（巴托羅密歐·維內托）,NO_MATCH_FOUND
C,147,ext·wikidata,C,Woman with a Basket of Fruit（Carel de Moor，油彩）,NO_MATCH_FOUND
C,148,ext·wikidata,C,Lorenzo Ghirardello（Carlo Ceresa，1634-01-01，油彩）,NO_MATCH_FOUND
C,154,ext·wikidata,C,Arrest of a Poacher（Charles Meer Webb，油彩）,NO_MATCH_FOUND
C,164,ext·wikidata,C,Woman Holding Flax and a Spindle（Christian Seybold，油彩）,NO_MATCH_FOUND
C,165,ext·wikidata,C,I Dreamed My Bed Was Made（Q5111729，2006-01-01，油彩）,NO_MATCH_FOUND
C,166,ext·wikidata,C,Italian Hills（Théodore Caruelle d'Aligny，1826-01-01）,NO_MATCH_FOUND
C,174,ext·wikidata,C,Portrait of a Young Girl Holding a Cat（Constantijn Netscher，1711-01-01）,NO_MATCH_FOUND
C,176,ext·wikidata,C,Portrait of Marie Anne Schotten（科内利斯·德福斯，1628-01-01，油彩）,NO_MATCH_FOUND
C,177,ext·wikidata,C,Portrait of a Woman（Cornelis Janssens van Ceulen，1631-01-01，油彩）,TITLE_TOO_GENERIC
C,178,ext·wikidata,C,Street in Haarlem（Cornelis Springer）,NO_MATCH_FOUND
C,183,ext·wikidata,C,Stream through the Forest（César de Cock，1872-01-01，油彩）,NO_MATCH_FOUND
C,184,ext·wikidata,C,The Laborer of Gibea Offering Hospitality to the Levite and His Wife（Daniel Thivart，1642-0,NO_MATCH_FOUND
C,185,ext·wikidata,C,Men and Animals Struggling Against Death & Father Time（David Vinckboons）,NO_MATCH_FOUND
C,186,ext·wikidata,C,Portrait of a Woman（Dirck van Santvoort）,TITLE_TOO_GENERIC
C,187,ext·wikidata,C,Two Peasant Boys with a Basket（Domenico Maggiotto，油彩）,NO_MATCH_FOUND
C,191,ext·wikidata,C,"Woman in a Window, Holding a Dead Fowl（Domenicus van Tol）",NO_MATCH_FOUND
C,192,ext·wikidata,C,Jean Fleury（多明尼克·帕碑提，油彩）,NO_MATCH_FOUND
C,195,ext·wikidata,C,The Cumaean Sibyl（多納托·克雷蒂，1730-01-01，油彩）,NO_MATCH_FOUND
C,196,ext·wikidata,C,"Waterloo Bridge, London（邓肯·格兰特）",NO_MATCH_FOUND
C,198,ext·wikidata,C,Man in Sixteenth-century Costume in a Garden（Eduardo Zamacois y Zabala）,NO_MATCH_FOUND
C,200,ext·wikidata,C,Norwegian Fiord（阿德尔斯滕·诺曼，油彩）,NO_MATCH_FOUND
C,201,ext·wikidata,C,Still Life with Dead Heron and Swan（Elias Vonck，油彩）,NO_MATCH_FOUND
C,202,ext·wikidata,C,Elizabeth Parke Firestone（伊丽莎白·舒马托夫，1960-01-01，油彩）,NO_MATCH_FOUND
C,214,ext·wikidata,C,Study of Olympe Pelissier as Judith（奥拉斯·韦尔内，1831-01-01，油彩）,NO_MATCH_FOUND
C,216,ext·wikidata,C,Good News（Erskine Nicol，1866-01-01，油彩）,NO_MATCH_FOUND
C,217,ext·wikidata,C,Breezy day in Venice（Ettore Tito，1895-01-01，油彩）,NO_MATCH_FOUND
C,220,ext·wikidata,C,Portrait of a Man（欧仁·卡里埃，1879-01-01，油彩）,TITLE_TOO_GENERIC
C,224,ext·wikidata,C,Landscape with a Mill（Eugène Deshayes，1860-01-01，油彩）,NO_MATCH_FOUND
C,225,ext·wikidata,C,Harbor View（欧仁·伊萨贝，1850-01-01，油彩）,NO_MATCH_FOUND
C,226,ext·wikidata,C,Courtiers in an Interior（欧仁·伊萨贝，1864-01-01）,NO_MATCH_FOUND
C,227,ext·wikidata,C,Landscape near Cayenz with a Sheepdog and Flock（Eugen Jettel，1889-01-01，油彩）,NO_MATCH_FOUND
C,232,ext·wikidata,C,Captives（埃瓦利斯特·維塔勒·盧米納伊斯，油彩）,NO_MATCH_FOUND
C,233,ext·wikidata,C,Man on a White Horse（Evert Pieters，1901-01-01，油彩）,NO_MATCH_FOUND
C,238,ext·wikidata,C,The Adoration of the Kings and the Annunciation（http://www.wikidata.org/.well-known/genid/,NO_MATCH_FOUND
C,239,ext·wikidata,C,Holy Family with Angels（弗朗西斯科·阿爾巴尼，1609-01-01）,NO_MATCH_FOUND
C,240,ext·wikidata,C,The Holy Family in Glory with Saints Francis of Paola and Aloysius Gonzaga（Francesco Capel,NO_MATCH_FOUND
C,241,ext·wikidata,C,Untitled（弗朗切斯科·克萊門特，1984-01-01，油彩）,TITLE_TOO_GENERIC
C,242,ext·wikidata,C,The Virgin Presenting the Portrait of Saint Dominic to the Friar of Soriano（法蘭切斯科·德·穆拉，油彩）,NO_MATCH_FOUND
C,243,ext·wikidata,C,Christ and Saint Martha（Francesco Signorelli）,NO_MATCH_FOUND
