seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
96,Diana of the Tower,塔楼的戴安娜,247 American Sculpture,Bronze Sculpture,object,美国美术学院派青铜雕塑,1,8.2,7.3,8.5,8.4,8.2,0,8.8,8.7,8.4,8.690,8.099,A,A,,Core 8.099 落在 7.2–8.49,medium,圣高登斯的《戴安娜》是美国镀金时代美术学院派雕塑的标志性形象，优雅轮廓与纪念性兼具，并与MFA核心美国艺术板块高度契合。,作为组内唯一对象，它以圣高登斯的标志性学院派青铜居于组首，因无同组重复而获高D，并补足MFA美国艺术叙事中的纪念性雕塑一环。,
97,Angel of the Resurrection,复活天使,247 American Sculpture,Marble Sculpture,object,美国纪念性雕塑,1,7.4,6.7,7.8,7.4,7.2,0,8.2,8.7,7.8,8.270,7.342,A,A,,Core 7.342 落在 7.2–8.49,medium,丹尼尔·切斯特·弗伦奇是美国纪念性雕塑的重要代表，作品兼具象征意义与大理石人物的现场感染力，但尚不足以单独定义MFA的美国艺术收藏。,作为组内唯一对象，它以丹尼尔·切斯特·弗伦奇的纪念性大理石象征雕塑独占高D，并为MFA美国艺术叙事补入纪念雕塑这一重要门类。,
98,Portrait of a Young Woman,年轻女子肖像,327 Old Master European,Oil Painting,object,荷兰黄金时代肖像画,5,5.7,4.2,6.1,5.8,5.7,0,5.9,1.8,3.4,4.170,5.247,B,C,变,Core 5.247 < 5.5,low,伦勃朗圈作品可展示荷兰肖像画的明暗法传统，但未提供确切作者、年代或突出 provenance，在MFA同类藏品中可替代性较高。,组内并列末位，其题材、构图与风格描述均与另一件同名年轻女子肖像高度重复，独特性和补位价值很低。,
99,Landscape with a Windmill,风车风景,327 Old Master European,Oil Painting,object,荷兰黄金时代风景画,2,5.6,4,6.3,6.1,5.9,0,5.8,6.5,5.6,5.970,5.462,B,C,变,Core 5.462 < 5.5,low,低地风车景观具有典型时代风貌和直观观赏性，但无作者及独特艺术史地位信息，在MFA荷兰绘画中更接近常规陈列品。,两件资料完全同质，故按序号将本件列为组内首要代表，其典型风车母题可补足荷兰低地风景叙事，但品质地位尚无证据达到名作级。,
100,The Holy Family with Saint Catherine,圣家族与圣凯瑟琳,324 Early Italian Renaissance,Tempera on Panel,object,意大利早期文艺复兴宗教画,3,6.1,4.5,6,5.8,6.5,0,6.2,4.5,5.8,5.610,5.651,B,B,,Core 5.651 落在 5.5–7.19,low,佛罗伦萨木板蛋彩圣家族题材能说明早期文艺复兴的私人敬拜与人物组织方式，但缺少作者等信息，难视为本馆关键名作。,组内属于较常见的圣家族奉献画，并作为两件同名同描述对象中的代表项居第二。,
101,Saint Jerome in the Wilderness,荒野中的圣哲罗姆,324 Early Italian Renaissance,Tempera on Panel,object,意大利早期文艺复兴宗教画,3,6.2,4.6,6.1,5.8,6.7,0,6.4,8.0,7.0,7.000,5.880,B,B,,Core 5.880 落在 5.5–7.19,low,四百年代圣哲罗姆荒野修行图兼具宗教图像与人文主义叙事价值，但未见作者和作品地位资料，在MFA语境中不可替代性有限。,组内唯一表现荒野隐修圣徒的作品，相较两件同名圣家族画题材最独特，叙事补位也最强。,
102,Venus and Cupid,维纳斯与丘比特,326 Venetian Art,Oil on Canvas,object,威尼斯文艺复兴绘画,4,6.7,5,7,6.8,6.4,0,6.9,7.5,7.2,7.140,6.334,A,B,变,Core 6.334 落在 5.5–7.19,low,维纳斯与丘比特题材以及威尼斯画派的温暖色调具有较强视觉吸引力，但未列作者或特殊历史，难进入MFA威尼斯绘画的核心层。,组内排名第二，作为神话题材代表可补充总督肖像之外的威尼斯世俗绘画面向，且在两件同名作品中优先于seq 110。,
103,Portrait of Doge Andrea Gritti,总督安德烈·格里蒂肖像,326 Venetian Art,Oil Painting,object,威尼斯文艺复兴绘画,4,7.7,6.2,7.3,7.1,7.6,0,8.0,8.6,8.2,8.220,7.212,A,A,,Core 7.212 落在 7.2–8.49,medium,按简介所述的丁托列托归属，总督格里蒂的正式肖像兼具名家价值、威尼斯国家权力图像和鲜明人物气势，但该板块并非MFA最具身份性的收藏。,组内排名第一，丁托列托式总督国像兼具较高典范性与威尼斯共和国政治叙事价值，并作为两件同题肖像中更具代表性者取得最高D。,
104,Susanna and the Elders,苏珊娜与长老,325 Baroque European,Oil Painting,object,欧洲巴洛克宗教画,2,8.1,6.8,7.5,7.9,8.4,0,8.2,7.8,8.7,8.180,7.708,A,A,,Core 7.708 落在 7.2–8.49,medium,按简介所述的阿尔泰米西娅·真蒂莱斯基归属，该题材以苏珊娜主体尊严重释传统圣经叙事，对巴洛克艺术及女性艺术史教学价值突出。,组内品质略次于埃尔·格列柯，但其女性主体视角与阿尔泰米西娅身份为巴洛克宗教画叙事提供了更强补位。,
105,The Lamentation over Christ,基督哀悼,328 Spanish Baroque,,object,欧洲巴洛克宗教画,2,8,6.4,8,7.8,8,0,8.6,9.0,8.3,8.660,7.636,A,A,,Core 7.636 落在 7.2–8.49,medium,按简介所述的埃尔·格列柯归属，拉长人物与强烈情感使基督哀悼题材具有一流的宗教表现力，但西班牙绘画并非MFA身份最不可替代的板块。,组内以高度可辨识的拉长造型和强烈灵性表现居品质与独特性首位，并补足西班牙宗教画一环。,
106,Portrait of a Young Woman,年轻女子肖像,327 Old Master European,Oil Painting,object,荷兰黄金时代肖像画,5,5.7,4.2,6.1,5.8,5.7,0,5.9,1.8,3.4,4.170,5.247,B,C,变,Core 5.247 < 5.5,low,伦勃朗圈作品可展示荷兰肖像画的明暗法传统，但未提供确切作者、年代或突出 provenance，在MFA同类藏品中可替代性较高。,组内并列末位，与seq 98几乎构成重复项，无法在同组女性半身肖像中建立额外的代表性。,
107,Landscape with a Windmill,风车风景,327 Old Master European,Oil Painting,object,荷兰黄金时代风景画,2,5.6,4,6.3,6.1,5.9,0,5.8,2.5,2.8,4.210,5.286,B,C,变,Core 5.286 < 5.5,low,低地风车景观具有典型时代风貌和直观观赏性，但无作者及独特艺术史地位信息，在MFA荷兰绘画中更接近常规陈列品。,本件与 seq 99 在标题、媒材和简介上均无可辨差异，组内居次且高度重复，因此独特性与叙事补位价值显著递减。,
108,The Holy Family with Saint Catherine,圣家族与圣凯瑟琳,324 Early Italian Renaissance,Tempera on Panel,object,意大利早期文艺复兴宗教画,3,6.1,4.5,6,5.8,6.5,0,6.2,1.5,2.5,4.050,5.495,B,C,变,Core 5.495 < 5.5,low,佛罗伦萨木板蛋彩圣家族题材能说明早期文艺复兴的私人敬拜与人物组织方式，但缺少作者等信息，难视为本馆关键名作。,与seq 100同名、同媒材且描述完全相同，组内重复度最高，新增叙事价值最低。,
109,Saint Jerome in the Wilderness,荒野中的圣哲罗姆,324 Early Italian Renaissance,Tempera on Panel,object,意大利早期文艺复兴宗教木板画,1,5.9,4.6,5.7,5.5,6.3,0,6.3,8.0,6.8,6.910,5.646,B,B,,Core 5.646 落在 5.5–7.19,low,未注明作者与年代的十五世纪木板蛋彩仍可说明早期文艺复兴的隐修圣徒图像，但在MFA强势馆藏中可替代性较高。,作为组内唯一的意大利早期文艺复兴宗教木板画，其独特性居首并能补足中世纪向文艺复兴过渡的叙事，但典范程度尚不足以跻身MFA核心板块。,
110,Venus and Cupid,维纳斯与丘比特,326 Venetian Art,Oil on Canvas,object,威尼斯文艺复兴绘画,4,6.2,4.9,7.0,7.0,6.2,0,6.7,3.0,4.5,5.150,6.010,B,B,,Core 6.010 落在 5.5–7.19,low,神话题材与温暖色调具有典型的威尼斯文艺复兴吸引力，但缺少作者、年代和名作地位，难成为MFA的身份性藏品。,组内排名第四，其神话题材已由略占优势的seq 102代表，且两者描述高度雷同，因此独特性与叙事补位均为组内最低。,
111,Portrait of Doge Andrea Gritti,总督安德烈·格里蒂肖像,326 Venetian Art,Oil Painting,object,威尼斯文艺复兴绘画,4,7.7,5.9,7.3,7.0,7.8,0,8.0,4.1,5.2,6.270,6.957,A,B,变,Core 6.957 落在 5.5–7.19,medium,若按简介所示为丁托列托所绘格里蒂总督国像，其名家地位、权力肖像气势和威尼斯政治叙事均较强，但威尼斯绘画并非MFA核心板块。,组内排名第三，作品本身品质与历史题材地位较高，但与排名第一的seq 103在题名、作者归属和功能上高度重复，故D显著下调。,
112,Susanna and the Elders,苏珊娜与长老,325 Baroque European,Oil Painting,object,意大利巴洛克圣经绘画,1,8.2,6.5,7.8,8.0,8.8,0,8.5,8.9,8.2,8.560,7.811,A,A,,Core 7.811 落在 7.2–8.49,medium,阿尔泰米西娅对苏珊娜题材的处理兼具成熟的巴洛克叙事、女性主体性与艺术史再阐释价值，但该板块对MFA整体身份仅属次核心。,组内唯一，且以阿尔泰米西娅鲜明的女性视角代表意大利巴洛克圣经叙事，独特性居本组首位并补足女性艺术家与主体尊严的一环。,
113,The Lamentation over Christ,基督哀悼,328 Spanish Baroque,Oil Painting,object,西班牙巴洛克宗教绘画,2,7.9,6.0,8.0,7.7,7.7,0,8.4,8.6,8.2,8.420,7.432,A,A,,Core 7.432 落在 7.2–8.49,medium,据简介，埃尔·格列柯以拉长人物和强烈情感处理基督哀悼主题，风格辨识度与现场感染力很高，但西班牙绘画不是MFA首要身份板块。,组内居首，格列柯拉长而充满张力的宗教形象兼具典范性与鲜明个人风格，是西班牙神秘主义绘画叙事的关键代表。,
114,Saint Francis of Assisi,圣方济各,328 Spanish Baroque,Oil Painting,object,西班牙巴洛克宗教绘画,2,7.2,5.5,7.0,6.7,7.4,0,7.6,6.8,7.5,7.340,6.714,B,B,,Core 6.714 落在 5.5–7.19,medium,里贝拉式写实主义与朴素冥想强化了圣方济各的苦修形象，能够有效讲述反宗教改革时期的西班牙宗教艺术，但在全馆并非不可替代。,组内居次，里贝拉的朴素写实与沉思气质可补充格列柯之外的自然主义路径，但整体典范性与辨识度略逊于前者。,
115,The Death of Cleopatra,克利奥帕特拉之死,333 Romantic European,Oil Painting,object,法国浪漫主义绘画,2,5.1,4.1,6.4,6.3,5.8,0,5.7,6.2,6.1,5.930,5.413,B,C,变,Core 5.413 < 5.5,medium,戏剧性的女王之死题材具有通俗吸引力，但“德拉克洛瓦画派”而非大师本人之作使其艺术史地位与馆藏不可替代性明显受限。,组内居第二，虽以克利奥帕特拉题材补充浪漫主义历史画，但“德拉克洛瓦画派”作品的典范性与不可重复性弱于组内的风暴风景。,
116,Landscape with Storm Approaching,风暴将至的风景,333 Romantic European,Oil Painting,object,法国浪漫主义绘画,2,5.8,4.4,6.8,6.7,6.0,0,6.4,7.5,7.0,6.850,5.870,B,B,,Core 5.870 落在 5.5–7.19,low,风暴将至的自然景观具备浪漫主义的气氛和即时视觉吸引力，但作者与年代不明，使其在MFA众多欧洲风景画中较易替代。,组内居第一，以风暴与荒野力量集中呈现法国浪漫主义的崇高美学，且相较历史题材作品更能补足自然景观这一叙事环节。,
117,Study of a Male Nude,男性人体习作,334 19th‑Century Academic France,Oil Painting,object,19世纪法国学院派人体习作,1,4.7,3.7,5.4,5.0,6.5,0,5.4,7.3,6.6,6.210,5.021,C,C,,Core 5.021 < 5.5,medium,这类男性裸体油画习作主要价值在于展示法国学院训练和解剖研究方法，作为习作的独立艺术地位与全馆身份贡献均较低。,作为组内唯一对象，它以较高D独占学院派男性人体油画习作这一位置，但题材与训练功能较为常见，品质和独特性尚不足以视为学院派典范。,
118,The Village Blacksmith,乡村铁匠铺,222 19th‑Century American,Oil Painting,object,19世纪美国人物与风俗画,2,7.1,6.4,6.5,6.9,7.6,0,7.6,8.1,7.7,7.770,6.947,A,B,变,Core 6.947 落在 5.5–7.19,medium,霍默是MFA美国艺术的关键画家，乡村工匠题材又能解释劳动、手工业与美国社会生活，但此作不像其海景代表作那样构成全馆标志。,组内排名第一，其乡村劳动与传统手工业题材比另一件户外少女像更具风俗画代表性，并补足美国社会生活叙事。,
119,Girl with a Red Sash,系红腰带的女孩,222 19th‑Century American,Oil Painting,object,19世纪美国人物与风俗画,2,6.8,6.1,6.7,7.1,6.8,0,7.1,6.0,6.4,6.630,6.638,B,B,,Core 6.638 落在 5.5–7.19,medium,霍默笔下的乡村女孩兼具亲切人物形象和美国户外生活气息，具有良好游客吸引力，但在MFA丰富的霍默收藏中应属次级代表。,组内排名第二，虽是质量良好的荷马乡村少女形象，但相较《乡村铁匠铺》更接近馆内常见的人物画类型，独特性与补位价值较低。,
120,Portrait of Abigail Adams,阿比盖尔·亚当斯肖像,131 Early America,Oil Painting,object,美国早期共和国肖像画,1,7.9,6.8,6.8,7.2,8.5,0,8.2,8.4,8.3,8.280,7.483,A,A,,Core 7.483 落在 7.2–8.49,medium,吉尔伯特·斯图尔特所绘阿比盖尔·亚当斯结合了美国早期肖像传统与重要历史人物身份，对讲述建国时代政治、家庭和女性角色尤其有效。,组内唯一且由斯图亚特描绘早期共和国核心女性人物，品质与叙事补位均突出，但其正式肖像范式并非不可复制，故D高而未至顶格。,
121,Portrait of Dolley Madison,多莉·麦迪逊肖像,131 Early America,Oil Painting,object,美国早期肖像油画,1,7.2,6.0,6.4,6.7,7.8,0,8.2,8.1,7.8,8.090,6.884,B,B,,Core 6.884 落在 5.5–7.19,medium,斯图亚特笔下的著名第一夫人兼具美国政治史与早期肖像史价值，但在MFA众多美国肖像杰作中尚非不可替代的核心名作。,作为组内唯一对象，这幅斯图亚特所绘著名第一夫人肖像以较高品质独占首位，并补足联邦时期政治人物与女性公共形象的叙事。,
122,The Blue Boy (study),蓝衣少年 习作,232 American Art,Oil Painting,object,萨金特人物油画,2,5.9,5.2,6.5,6.3,6.1,0,6.1,4.5,5.7,5.540,5.869,C,B,变,Core 5.869 落在 5.5–7.19,medium,这件冷色调人物习作可展示萨金特的色彩探索，却因习作性质及MFA萨金特馆藏深厚而具有较强可替代性。,组内居次，虽能补充萨金特冷色调与非正式习作面貌，但相较完整的社交肖像重复性更高、典范性较弱。,
123,Mrs. Charles E. Inches,查尔斯·英奇斯夫人,232 American Art,Oil Painting,object,萨金特人物油画,2,7.3,6.7,8.1,8.0,7.4,0,8.4,8.5,8.2,8.390,7.499,A,A,,Core 7.499 落在 7.2–8.49,high,成熟的社交肖像以服饰质感和人物气度呈现波士顿上流社会，是MFA核心美国艺术板块中的强作，但地位仍低于馆内萨金特最具标志性的杰作。,组内居首，作为完成度高且视觉鲜明的波士顿上流社会肖像，比习作更能代表萨金特的肖像成就及MFA美国艺术叙事。,
124,Plum Orchard,李子果园,252 Impressionism,Oil Painting,object,莫奈风景油画,2,6.4,5.7,6.9,6.8,6.3,0,6.6,4.8,5.8,5.900,6.295,B,B,,Core 6.295 落在 5.5–7.19,medium,果园春景具有莫奈典型的光色魅力，但题材与构图相对常规，在MFA数量众多且层次很高的莫奈收藏中并不突出。,在组内居次，柔和的果园春景品质良好，但题材与印象派常见乡野风景较为重合，独特性和叙事补位均弱于《博尔迪盖拉别墅》。,
125,Villas at Bordighera,博尔迪盖拉别墅,252 Impressionism,Oil Painting,object,莫奈风景油画,2,7.4,6.6,8.1,8.0,7.3,0,8.2,8.5,8.1,8.270,7.467,B,A,变,Core 7.467 落在 7.2–8.49,high,意大利旅程带来的地中海强光、植被与建筑色彩使其明显区别于莫奈常见的法国景观，在MFA莫奈群中属于较有辨识度的强作。,在组内居首，地中海别墅景观及意大利旅行背景明显区别于常规法国内陆风景，更能补充莫奈创作地域与光色探索的叙事。,
126,The Zouave,祖阿夫士兵,255 Impressionism,Oil Painting,object,梵高人物油画,2,8.2,7.3,8.5,8.5,8.0,0,8.5,8.7,8.2,8.500,8.065,A,A,,Core 8.065 落在 7.2–8.49,high,强烈色彩与直面观众的军人形象集中体现梵高阿尔勒时期的肖像革新，并可延伸讲述法国殖民军制，属于馆内较突出的梵高作品。,组内居首，其鲜明的祖阿夫军人形象与强烈色彩比农妇习作更具典范性，也更能补足阿尔勒时期人物画叙事。,
127,Peasant Woman with Straw Hat,戴草帽农妇,255 Impressionism,Oil Painting,object,梵高人物油画,2,7.1,6.0,6.8,6.9,7.2,0,7.2,6.3,6.9,6.870,6.742,B,B,,Core 6.742 落在 5.5–7.19,medium,农妇题材有助于解释梵高对乡村劳动者的持续关注，但朴素色调和习作感使其视觉号召力及馆内不可替代性低于其代表性肖像。,组内居次，乡村农妇题材虽能补充梵高的劳动者人物谱系，但在视觉辨识度与非重复性上逊于《祖阿夫士兵》。,
128,Bather under a Tree,树下浴女,254 Post‑Impressionism,Oil Painting,object,雷诺阿人物油画,1,6.7,5.3,7.2,7.1,6.5,0,6.8,8.0,6.0,7.000,6.485,B,B,,Core 6.485 落在 5.5–7.19,medium,树荫裸女具有雷诺阿晚期丰润柔和的感官美感，也能说明其晚年风格，不过重复性较高的浴女母题使单件作品较易被替代。,组内唯一的雷诺阿人物油画，以晚期浴女母题形成较高非重复性，但其品质与叙事作用仍低于MFA法国绘画中的核心名作。,
129,House in Provence,普罗旺斯房屋,254 Post‑Impressionism,Oil Painting,object,塞尚风景油画,1,7.2,5.8,7.0,6.8,7.6,0,7.6,8.4,8.0,7.920,6.892,B,B,,Core 6.892 落在 5.5–7.19,medium,以体积和几何关系重构普罗旺斯建筑的方式体现塞尚通向现代主义的关键探索，但作为风景习作在MFA全馆层面的身份贡献有限。,组内唯一的塞尚风景油画，以普罗旺斯建筑的体积与几何化处理典型呈现其风格，并为MFA由印象派通向后印象派的叙事补上关键一环。,
130,Still‑Life with Pitcher and Fruit,水罐与水果静物,254 Post‑Impressionism,Oil Painting,object,塞尚静物油画,1,7.7,6.3,7.3,7.2,8.1,0,8.3,8.6,7.9,8.310,7.336,A,A,,Core 7.336 落在 7.2–8.49,medium,水罐与水果的多重视点实验直指塞尚静物画对立体主义和现代绘画空间观的影响，教育价值突出且在馆内同类中具有较强代表性。,本组唯一的塞尚静物，以多视点结构实验体现其典范语言，因无同类重复而获高D，并为印象派至现代主义的叙事提供关键过渡。,
131,Bust of a Young Girl,少女胸像,249 European Sculpture,Marble Sculpture,object,罗丹雕塑,2,6.0,4.5,6.7,6.5,5.9,0,6.4,5.8,6.0,6.140,5.804,C,B,变,Core 5.804 落在 5.5–7.19,low,柔和的大理石面部处理体现罗丹的塑形能力，但普通少女胸像题材及缺少代表性创作语境使其在MFA和罗丹作品序列中均较次要。,组内居次，其大理石少女胸像虽补充了罗丹柔和、内省的人像面向，但典范性与路线锚点作用均弱于《站立的农牧神》。,
132,Standing Faun,站立的农牧神,249 European Sculpture,Bronze Sculpture,object,罗丹雕塑,2,6.7,4.9,7.2,7.0,6.6,0,7.2,8.0,7.1,7.420,6.427,B,B,,Core 6.427 落在 5.5–7.19,medium,神话人物的松弛姿态与感官性比常规胸像更具现场吸引力，也可呈现罗丹对人体表现的探索，但不足以定义MFA并非顶尖的欧洲雕塑板块。,组内居首，其青铜全身神话人物在题材、姿态和媒材上更具辨识度，最适合作为这组罗丹作品的代表与叙事核心。,
133,Dancing Bacchante,跳舞的酒神女祭司,247 American Sculpture,Bronze Sculpture,object,美国十九世纪雕塑,2,6.4,5.1,6.2,6.4,6.0,0,7.2,6.2,6.7,6.800,6.025,B,B,,Core 6.025 落在 5.5–7.19,medium,圣高登斯的古典题材小型青铜具有良好造型水准，但相较其纪念碑式名作及MFA更强的美国绘画馆藏，只属可替代的常规精品。,组内居第二，虽以动感神话女性和青铜材质形成亮点，但小型古典主义题材较常见，独特性不及法国式纪念雕塑传统的完整呈现。,
134,Memorial to a Young Woman,少女纪念雕像,247 American Sculpture,Marble Sculpture,object,美国十九世纪雕塑,2,6.9,5.6,7.0,6.8,6.8,0,7.8,8.1,7.5,7.830,6.653,B,B,,Core 6.653 落在 5.5–7.19,medium,丹尼尔·切斯特·弗伦奇是美国纪念雕塑的重要人物，此作的哀悼氛围和大理石质感较有感染力，但并非MFA美国艺术身份的核心支柱。,组内居第一，其克制哀悼气氛、纪念功能与大理石处理使之明显区别于《跳舞的酒神女祭司》，也更能补足美国十九世纪墓葬纪念雕塑的一环。,
135,Spring Morning in the Han Palace,汉宫春晓图（局部摹本）,2nd Floor Chinese Art,Silk Handscroll,object,中国传统绘画,3,6.2,5.5,7.0,6.9,7.1,0,6.4,6.8,7.7,6.780,6.443,B,B,,Core 6.443 落在 5.5–7.19,medium,长卷宫廷生活场景具有较强的观看和社会史叙事价值，但摹本及局部性质明显削弱了艺术史地位与单件不可替代性。,组内居第二，其宫廷仕女叙事与手卷形制区别于两件文人画，但作为局部摹本，典范性与不可重复性不及墨竹。,
136,Bamboo by Su Shi School,苏轼派墨竹图,2nd Floor Chinese Art,Silk Scroll,object,中国传统绘画,3,7.4,6.8,6.4,6.1,7.8,0,8.1,8.8,8.6,8.410,7.066,B,B,,Core 7.066 落在 5.5–7.19,medium,宋元之际苏轼传统的墨竹能有效呈现文人画的笔墨、人格象征与传播谱系，在MFA优势突出的中国绘画板块中有较高学术价值。,组内第一，宋元过渡期的文人墨竹最能体现士人绘画的历史核心与精神象征，且为本组三件中替代性最低者。,
137,Landscape after Mi Fu,仿米芾山水,2nd Floor Chinese Art,Silk Hanging Scroll,object,中国传统绘画,3,6.3,5.4,6.8,6.5,7.0,0,6.6,4.9,7.3,6.230,6.278,B,B,,Core 6.278 落在 5.5–7.19,medium,明代仿米氏云山可清楚说明米家山水的雾气笔法及后世接受，但作为仿古类型作品，在MFA强大的中国绘画收藏中较易被替代。,组内居第三，米氏云山可补充文人山水谱系，但明代仿古山水在题材和创作机制上较常见，重复性最高。,
138,"Blue‑and‑White Jar, Ming Wanli",明万历青花大罐,2nd Floor Chinese Art,Porcelain,object,中国瓷器,3,6.8,5.4,7.2,7.1,6.8,0,7.2,5.8,7.5,6.840,6.559,B,B,,Core 6.559 落在 5.5–7.19,medium,万历时期的大型青花器以密集人物纹饰和体量带来直接吸引力，也可说明晚明装饰风尚，但中国瓷器并非MFA最不可替代的核心板块。,组内综合居末，虽以密绘人物青花补足晚明叙事，但青花大罐的类型独占性不及定窑白瓷和钧窑紫斑器。,
139,Ding‑ware White Bowl,定窑白釉碗,2nd Floor Chinese Art,Porcelain,object,中国瓷器,3,7.5,5.9,6.4,6.1,7.7,0,8.7,7.7,8.2,8.300,6.835,B,B,,Core 6.835 落在 5.5–7.19,medium,定窑是宋代北方白瓷的重要传统，刻花与釉色可有效阐释宋瓷的精雅审美，但单只碗的现场冲击及对MFA整体身份的影响有限。,组内综合代表性居首，定窑白瓷的历史地位与典范性最强，独特性仅次于釉色更醒目的钧窑，并补足宋代北方白瓷一环。,
140,Jun‑ware Purple‑Splash Vase,钧窑紫斑瓶,2nd Floor Chinese Art,Porcelain,object,中国瓷器,3,7.4,5.9,7.5,7.6,7.4,0,8.2,8.8,7.8,8.300,7.160,B,B,,Core 7.160 落在 5.5–7.19,medium,钧窑蓝紫窑变具有鲜明辨识度和较强大众吸引力，并能讲解高温釉技术与宋元审美，但尚不足以成为百科全书式MFA的标志单品。,组内综合居次但独特性最高，紫蓝窑变釉与另两件差异最显著，代表宋元时期不同于白瓷和青花的釉色传统。,
141,Guanyin seated on Lion,狮吼观音,2nd Floor Chinese Art,Wood Sculpture,object,中国佛教雕塑,1,7.2,6.6,7.8,7.6,7.7,0,7.4,8.6,8.0,7.880,7.343,A,A,,Core 7.343 落在 7.2–8.49,medium,彩绘木雕观音与狮座组合兼具宗教图像辨识度和空间表现力，在MFA具有优势的中国佛教造像叙事中较为重要。,组内唯一对象，明代彩绘木雕与狮乘观音图式使其独特性居首，并补足MFA中国佛教造像叙事中的木雕与观音信仰一环。,
142,Beauty Reading a Letter,美人阅信图,Japanese 215,Woodblock Print,object,日本浮世绘木版画,3,7.5,6.6,7.1,7.4,7.5,0,8.6,8.0,8.7,8.440,7.294,A,A,,Core 7.294 落在 7.2–8.49,medium,歌麿的美人画以亲密日常题材体现江户人物表现的高度，但MFA拥有数量庞大的顶级日本版画收藏，单张作品的不可替代性受到稀释。,组内品质仅次于广重，以歌麿典型的私密美人画补足人物与都市生活叙事，独特性居第二。,
143,Snow at Kiyomizu‑dera,清水寺雪景,LG31 Japanese Prints,Woodblock Print,object,日本浮世绘木版画,3,7.6,6.7,7.7,7.8,7.5,0,8.8,7.2,8.9,8.340,7.479,A,A,,Core 7.479 落在 7.2–8.49,medium,广重的名所雪景兼具季节氛围、空间节奏和大众辨识度，并能讲述江户旅行文化，是MFA日本版画优势板块中的突出展品。,组内品质与叙事价值最高，是广重名所风景版画的代表，但同属雪景题材使其独特性低于另两件。,
144,Tiger in Snow,雪中猛虎,LG32 Japanese Prints,Woodblock Print,object,日本浮世绘木版画,3,7.2,6.2,7.7,7.9,7.0,0,8.0,9.0,8.0,8.300,7.210,B,A,变,Core 7.210 落在 7.2–8.49,medium,国芳以写实形态和夸张设计塑造雪中猛虎，视觉记忆点很强，但其历史叙事厚度及在MFA海量浮世绘中的单件不可替代性略低。,组内品质略居后，但国芳将猛虎写实感与奇幻想象结合，题材和表现最不重复，故独特性第一。,
145,Fan‑Painting: Autumn Riverside,秋浦图扇面,Japanese 215,Painted Fan,object,日本绘画扇面,1,5.8,5.6,6.1,5.9,6,0,6.2,7.4,6.5,6.620,5.922,B,B,,Core 5.922 落在 5.5–7.19,low,江户季节山水扇面具有典型审美与生活文化价值，但缺少作者、流派和特殊传承信息，在MFA庞大的日本收藏中较易被替代。,本组唯一的日本绘画扇面，折扇形制对MFA日本艺术叙事有补位作用，故D居组内首位且偏高，但常见的江户季节山水题材限制了品质典范性。,
146,Lacquer Writing Box with Chrysanthemum,菊花纹漆砚盒,Japanese 216,Lacquerware,object,日本漆器,1,6.7,6.5,7.1,6.9,6.6,0,7.2,8.0,7.4,7.480,6.803,B,B,,Core 6.803 落在 5.5–7.19,medium,桃山至江户时期的金莳绘菊纹兼具精细工艺和时代风格，在MFA强势日本板块中是优质陈列品，但尚无证据表明属于馆藏顶尖名作。,组内唯一的日本漆器，以桃山—江户期金莳绘菊纹砚盒代表文房漆艺，独特性居组内首位并能补足MFA日本艺术叙事中的工艺门类。,
147,Bronze Temple Bell,青铜梵钟,Japanese 216,Bronze,object,日本佛教青铜器,1,7.5,7.2,7.7,7.4,7.9,0,8.2,9.0,8.3,8.460,7.596,A,A,,Core 7.596 落在 7.2–8.49,medium,镰仓时代梵钟兼具中世佛教史、铸造工艺和铭文史料价值，体量与宗教氛围也使其成为MFA日本收藏中较有分量的对象。,组内唯一的日本佛教青铜器，镰仓时代形制与铭文兼具历史和典范价值，并为日本艺术叙事补入寺院仪式、铸造及声音文化一环。,
148,Painted Outer Coffin of Amenirdis,阿梅尼尔迪斯彩绘外棺,LG Egyptian Galleries,Wood,object,埃及彩绘棺木,1,7.3,6.8,8.1,8,8.2,0,7.7,8.6,8.3,8.090,7.614,A,A,,Core 7.614 落在 7.2–8.49,medium,装饰繁密的晚期精英外棺能直观呈现亡灵书写、来世信仰和葬仪制度，现场吸引力很强，但并非MFA最具身份性的吉萨发掘类型。,作为组内唯一的埃及彩绘棺木，它以丰富的冥界咒文装饰占据最高且无重复的相对位置，并为MFA强势埃及板块补足晚期精英葬俗与来世信仰叙事。,
149,Granite Statue of a Scribe,书吏花岗岩立像,LG Egyptian Galleries,Granite Sculpture,object,埃及石雕人物像,1,7.2,6.7,7.3,7,7.4,0,7.4,8.3,7.8,7.750,7.145,B,B,,Core 7.145 落在 5.5–7.19,medium,新王国高级王室书吏花岗岩像体现官僚身份、正式肖像程式与硬石雕刻传统，是强而典型的埃及雕塑，但现有信息不足以确认其为馆藏核心名品。,本组仅此一件新王国花岗岩书吏立像，宫廷文官身份为埃及王权与行政叙事提供明确补位，故组内居首且D偏高。,
