seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
233,Child's jacket,,,Asian Export Art,object,南亚—欧洲跨文化纺织品,1,7,7,6,6,8,0,7.5,9,8.5,8.150,6.965,,B,变,Core 6.965 落在 5.5–7.19,high,科罗曼德尔海岸制作、荷兰组装的儿童夹克直接呈现印度洋贸易、欧洲消费与跨文化生产，契合PEM亚洲外销艺术核心。,组内唯一对象，作为印度科罗曼德尔海岸纺织品与荷兰组装工艺结合的跨文化服饰，代表性与非重复性最高，并补足PEM亚洲外销艺术及全球贸易叙事。,
234,Dressing table,,,Asian Export Art,object,日本漆器与梳妆家具,1,7,6,8,7,7,0,7.5,9,8,8.050,7.005,,B,变,Core 7.005 落在 5.5–7.19,high,长崎漆器、珍珠母与金属结合的梳妆台工艺精致、现场视觉效果强，并能说明日本外销工艺与全球消费。,组内唯一对象，作为约1878年日本长崎漆艺与梳妆家具结合的亚洲外销艺术，具有较高的本馆类别代表性与叙事补位价值。,
235,Shuja-ud-Daula and His Sons,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,中国外销绘画,1,8,8,7,7,9,0,8,9,9,8.500,7.900,,A,变,Core 7.900 落在 7.2–8.49,high,广州背画将印度政治人物题材、中国制作与欧洲版画及油画来源结合，是PEM亚洲外销体系中叙事性很强的跨文化作品。,组内唯一对象，以广州外销艺术中的玻璃背面绘画及印度宫廷题材呈现跨文化传播，代表性与非重复性最高，并补充PEM亚洲外销艺术的核心叙事。,
236,Mounted crow cup,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,中国外销瓷器,1,8,8,7,7,8,0,8.5,9.5,9.5,9.000,7.800,,A,变,Core 7.800 落在 7.2–8.49,high,约1610年景德镇瓷器与德国鎏金银饰件结合，体现早期全球贸易、改装与跨文化收藏趣味，稀有性较高。,组内唯一对象，约1610年的景德镇瓷器结合德国鎏金银饰件，代表早期中欧工艺交流，在本馆中国外销瓷叙事中具有高度独特的补位价值。,
237,Ewer,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,南亚外销器物,1,8,8,8,7,8,0,8,9,9,8.500,7.900,,A,变,Core 7.900 落在 7.2–8.49,high,古吉拉特木胎、珍珠母和黄铜制水罐年代早、材质华丽，能具体解释南亚工艺与欧洲贸易网络。,组内唯一的南亚外销器物，以古吉拉特艺术、珍珠母与黄铜工艺构成鲜明代表性，并补足PEM亚洲外销艺术叙事中的南亚一环。,
238,Portable shrine,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,日本跨文化宗教艺术,1,9,9,8,8,10,0,9,10,10,9.500,8.900,,S,变,Core 8.900，峰值 10.0，S-ness 2/3,high,约1597年九州耶稣会相关便携祭坛结合欧洲宗教图像、日本制作与漆盒，是早期基督教传播和日欧交流的罕见实物。,组内唯一对象，兼具16世纪日本九州耶稣会艺术与日本髹漆螺钿工艺，是本馆亚洲外销艺术及早期跨文化交流叙事的代表。,早期日本—耶稣会跨文化宗教艺术，直接契合亚洲外销艺术主轴；虽体量小且专业性强，仍值得两小时行程安排，错过会可惜。但它不是 PEM 整体身份不可替代的单一标志，失去不会明显改写本馆身份。
239,Chair,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,南亚外销家具,1,8,8,8,8,8,0,8.5,9.5,8.5,8.800,8.080,,A,变,Core 8.080 落在 7.2–8.49,high,维沙卡帕特南制作的乌木象牙镶嵌椅兼具尺度、材质和工艺冲击力，集中体现南亚家具与外销审美的交汇。,组内唯一对象，作为18世纪印度维沙卡帕特南南亚外销家具，以乌木、象牙镶嵌等工艺填补馆内印度海贸与外销家具叙事，代表性最高。,
240,Figure of a bijin (beautiful woman),,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,日本外销瓷与陶塑,1,7,6,7,7,6,0,7.5,9,8.5,8.150,6.715,,B,变,Core 6.715 落在 5.5–7.19,high,有田瓷制美人像工艺优雅、易于引发普通游客兴趣，但题材较常见，历史叙事和不可替代性低于馆内若干跨文化重器。,组内唯一对象，作为17—18世纪日本有田外销瓷塑代表，非重复性最高，并直接补足PEM亚洲外销艺术核心叙事。,
241,A complete set of Chinese wallpaper,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,中国外销壁纸,1,8,8.5,8.5,8,8.5,0,9,10,9.5,9.400,8.415,,A,变,Core 8.415 落在 7.2–8.49,high,约1800年广州成套外销壁纸，完整性、沉浸式视觉效果和跨文化贸易叙事都很突出，契合PEM亚洲外销艺术核心身份。,组内唯一对象，作为约1800年广州制作且完整保存的中国外销壁纸套装，在本馆亚洲外销艺术与海上贸易叙事中具有突出代表性和不可替代性。,
242,Tea packer and tea porter,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,广州外销人物模型,1,7,8.5,7,8,8.5,0,8.5,9,8.5,8.650,7.915,,A,变,Core 7.915 落在 7.2–8.49,high,约1803年广州外销人物模型且为PEM早期捐赠，直接连接塞勒姆海贸史，并能具体呈现茶叶生产与劳作体系。,组内唯一对象，作为约1803年广州外销人物模型成对实例，代表性与非重复性最高，并补足PEM海上贸易及亚洲外销艺术叙事。,
243,Charger with the Okeover family coat of arms,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,中国外销瓷,2,7,6.5,7.5,6.5,7,0,7.5,5.5,7.5,6.900,6.865,,B,变,Core 6.865 落在 5.5–7.19,high,18世纪景德镇外销纹章瓷盘能说明中欧定制贸易，工艺和纹章视觉明确，但同类器物可替代性较高。,组内次位：徽章纹章体现定制外销特色，但同类家族纹章瓷器的重复性较高，代表性低于奥古斯都大帝盖瓶。,
244,Teapot,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,中国外销银器,2,7.5,7.5,7,7,7.5,0,8.5,8.5,8,8.400,7.440,,A,变,Core 7.440 落在 7.2–8.49,high,约1680年中国南方银制茶壶年代早、兼具茶贸与跨文化器物史价值，是PEM海事贸易语境中的有力代表。,组内首位，约1680年的中国南方银茶壶年代早且器类更具典范性，在中国外销银器中明显比银勺套件更具稀缺与叙事补位价值。,
245,Christ child,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,南亚基督教宗教雕塑,1,8,7.5,8.5,8.5,8,0,8.8,9.5,9.2,9.090,8.134,,A,变,Core 8.134 落在 7.2–8.49,high,16至17世纪果阿或斯里兰卡水晶圣婴，宝石与黄金装饰带来强烈视觉吸引力，也集中体现亚洲、欧洲与基督教艺术的交汇。,组内唯一对象，作为果阿或斯里兰卡制作、融合南亚基督教与葡萄牙外销背景的宝石材质宗教雕塑，代表性与非重复性最高。,
246,Tea Production in China,,Sean M. Healey Family Gallery of Asian Export Art,Asian Export Art,object,中国外销贸易绘画,1,7.5,8,7.5,7.5,8.5,0,8.5,9.5,8.5,8.800,7.905,,A,变,Core 7.905 落在 7.2–8.49,high,约1800年广州外销茶叶生产画直接解释茶叶加工、商品贸易与中美海上联系，叙事教育价值尤其突出。,组内唯一对象，作为约1800年广州外销贸易绘画，以茶叶生产补足塞勒姆远洋贸易与亚洲外销艺术叙事，代表性最高且无同类重复。,
247,Augustus the Strong's covered vase,,Sean M. Healey Family Gallery of Asian Export Art,Chinese Art,object,中国外销瓷,2,8,7.5,8,7.5,8,0,8.5,8.5,8.5,8.500,7.850,,A,变,Core 7.850 落在 7.2–8.49,high,1710至1715年景德镇带盖瓷瓶与奥古斯都大帝相关，兼具宫廷消费、全球贸易和高水平瓷艺叙事。,组内首位：兼具较早年代、盖瓶器形与欧洲宫廷关联，独特性和代表性明显高于另一件外销瓷。,
248,Six-panel wall hanging,,,Chinese Art,object,清代宫廷丝织品,1,8,7.5,8.5,8,8,0,8.5,8.5,7.5,8.300,7.980,,A,变,Core 7.980 落在 7.2–8.49,high,苏州御用丝织厂制作的18世纪大型成套丝绸挂饰，工艺复杂、视觉尺度突出，并能说明清代宫廷生产体系。,组内唯一对象，作为苏州御用丝织厂制作的清代宫廷丝织品，典范性与本馆中国宫廷工艺叙事补位价值较高。,
249,Pair of tribute bearers,,,Chinese Art,object,中国宫廷陈设人物像,1,7.5,7,8,7.5,7.5,0,8,9,7.5,8.200,7.520,,A,变,Core 7.520 落在 7.2–8.49,high,18世纪晚期北京制作的成对贡使人物像结合木、象牙、珍珠母与掐丝珐琅，能呈现朝贡秩序及精细陈设工艺。,组内唯一对象，以木、象牙、珍珠母与掐丝珐琅构成的晚清宫廷陈设人物像，代表性与非重复性最高；同时补充PEM中国宫廷艺术叙事。,
250,"Jesus, Mary, and Joseph",,,Chinese Art,object,中国基督教主题绘画,1,5.5,5.5,6,5.5,6.5,0,6.5,9,8.5,7.650,5.940,,B,变,Core 5.940 落在 5.5–7.19,medium,20世纪中国艺术家以水墨设色表现耶稣、玛丽和约瑟，具有宗教文化融合的解释价值，但年代较晚且艺术史地位相对有限。,组内唯一的中国基督教主题绘画，题材跨越中国艺术与基督教传播叙事，非重复性高，但艺术家及典范地位相对有限。,
251,Second-degree Daoist priest's robe,,,Chinese Art,object,中国道教宗教服饰,1,7.5,7.5,8,7.5,8.5,0,7.5,9,8.5,8.150,7.790,,A,变,Core 7.790 落在 7.2–8.49,high,18世纪二品道士法衣以刺绣丝绸和金线制作，材质视觉突出，并能具体解释道教等级、仪式与服饰制度。,组内唯一对象，作为18世纪中国道教二品道士宗教服饰，在本馆此类中具有唯一性和较高的亚洲宗教文化叙事补位价值。,
252,Stool,,,Chinese Art,object,中国当代设计家具,1,4.5,4.5,5.5,5,5,0,6.5,8,6.5,6.950,5.045,,C,变,Core 5.045 < 5.5,high,2006年不锈钢凳属于当代中国设计中的单件功能性作品，在PEM亚洲历史与外销艺术核心叙事中相对边缘且可替代。,组内唯一对象，作为中国当代设计家具的唯一代表，不锈钢材质与艺术家捐赠背景赋予其较高的类别独特性，但在PEM以历史亚洲艺术、海事艺术和荫余堂为核心的叙事中补位价值中等。,
253,Bed cover,,,Chinese Art,object,中国民间拼布纺织品,1,5,4.5,5.5,5.5,6,0,5.5,7.5,5.5,6.100,5.285,,C,变,Core 5.285 < 5.5,high,20世纪中晚期手工拼布具有日常生活与民间工艺价值，但年代较近、作者不详，且在PEM身份叙事中不可替代性有限。,组内唯一对象，作为本馆中国民间拼布纺织品的唯一代表，D偏高；但其时代较晚、艺术史典范性有限，Q中等，对PEM核心海事与亚洲外销叙事的补位价值有限。,
254,Empress Xiaoxian,,,Chinese Art,object,清代宫廷人物肖像,1,7.5,6.5,6.5,6.5,8,0,8.5,9,8,8.550,7.130,,B,变,Core 7.130 落在 5.5–7.19,high,1777年清代皇后肖像结合中西宫廷绘画传统，能清晰阐释清宫制度、跨文化艺术交流与帝国视觉文化。,组内唯一对象，作为清代宫廷女性肖像及中西融合宫廷绘画的代表，D按本馆此类唯一性取高分。,
255,Lidded ritual grain container with lozenges and scrolls,,Yin Yu Tang Interpretive Gallery,Chinese Art,object,中国古代青铜礼器,1,7.5,7.5,6.5,6,8.5,0,8.5,9,7.5,8.450,7.370,,A,变,Core 7.370 落在 7.2–8.49,high,春秋时期铸 bronze 礼器年代久远且直接关联中国早期礼制与政治秩序，在荫余堂诠释空间中还能强化PEM的中国收藏叙事。,组内唯一的中国古代青铜礼器，且为春秋时期带盖簋类礼器，代表性与非重复性最高；虽非PEM海事或外销艺术核心，但能补足东亚早期礼制文明叙事。,
256,Desk and dressing table on stand,,,Chinese Art,object,中国家具与文房器,1,6.5,6.5,7,6.5,6.5,0,7.5,8.5,8,7.900,6.715,,B,变,Core 6.715 落在 5.5–7.19,high,18世纪广州制作的紫檀、象牙与金属组合家具体现精细工艺和社会生活，但属于可由同类精品替代的馆藏类型。,组内唯一对象，以广州制作、象牙与紫檀结合的18世纪中期桌柜兼梳妆台代表中国外销家具，非重复性最高。,
257,Headdress,,,Chinese Art,object,清代服饰与头饰,1,6.5,6.5,8,8,7.5,0,7.5,8.5,8.5,8.000,7.250,,A,变,Core 7.250 落在 7.2–8.49,high,约1800年的翠鸟羽毛、珊瑚与鎏金装饰具有强烈视觉吸引力，并能说明清代身份、礼仪与奢侈材料文化。,组内唯一对象，作为约1800年的清代华美头饰具有较高代表性；其翠鸟羽毛、珊瑚与鎏金工艺强化了非重复性，并补充PEM东亚及亚洲装饰艺术叙事。,
258,Snuff bottle,,,Chinese Art,object,清代宫廷珐琅器,1,7,6,7,7,7,0,8,9,8,8.300,6.880,,B,变,Core 6.880 落在 5.5–7.19,high,18世纪北京宫廷作坊的铜胎珐琅鼻烟壶体现宫廷工艺、微型器物文化与中西技术交流，但体量小且缺少独特馆史关联。,组内唯一对象，作为18世纪北京宫廷作坊铜胎珐琅鼻烟壶，品质与宫廷工艺代表性较高，并补足清代宫廷珐琅器这一叙事环节。,
259,Figurehead 2.0,,,Contemporary Art,object,当代数字投影艺术,1,6.5,8.5,8,7.5,6.5,0,8,9.5,8,8.450,7.570,,A,变,Core 7.570 落在 7.2–8.49,high,该作品由PEM委托并于2019年重述，数字投影具有现场沉浸感，是本馆当代艺术项目身份的重要组成部分。,组内唯一的当代数字投影艺术作品，且为博物馆委托并重新呈现，代表性与非重复性最高；虽非PEM海事或亚洲外销艺术核心，却补足当代科技艺术叙事。,
260,"Alchemy of the Soul, Elixir of the Spirits",,Seamans Gallery,Contemporary Art,object,当代沉浸式多媒介装置,1,7,7.5,8,7.5,8,0,8,9,7,8.100,7.610,,A,变,Core 7.610 落在 7.2–8.49,medium,委托创作的玻璃、声音与水和朗姆酒精华构成强烈沉浸体验，并以艺术家的古巴文化背景提供跨文化叙事潜力。,组内唯一对象，作为综合材料与多声道声音构成的当代沉浸式装置代表性最强；其古巴裔艺术家的精神性叙事为PEM补充了非欧美主流的当代视角，但对海事、亚洲外销及荫余堂核心身份的补位有限。,
261,Mr. and Mrs. Paul Mellon Staircase and Galleries,,,Contemporary Art,node,PEM当代建筑与空间艺术,1,6.5,8,8.5,8,6.5,8,8.2,9.5,7.8,8.510,7.676,,A,变,Core 7.676 落在 7.2–8.49,high,由Michael Lin受委托创作的楼梯与画廊空间是游客动线中的大型现场艺术介入，显著塑造展馆空间识别度和参观体验。,组内唯一的当代建筑与空间艺术案例，以委托创作并结合楼梯与展厅空间的场域性装置占据最高代表性，非重复性极强。,
262,Immanence,,,Contemporary Art,object,当代观念性装置艺术,1,7,7,7.5,7,7.5,0,7.5,8.5,5.5,7.400,7.190,,B,变,Core 7.190 落在 5.5–7.19,medium,以木门、门铰链和金属骨架构成的装置具有明确的观念性与身体感，能引发关于阻隔、进入和社会关系的解释。,组内唯一对象，作为以门铰链、木门与金属骨架构成的观念性装置具有较高独特性，但对PEM海事及亚洲外销艺术核心叙事的补位作用相对有限。,
263,Pretty Pretty 10,,,Contemporary Art,object,当代纤维与织物艺术,1,6.5,6.5,7,7,7.5,0,7.5,9,6.5,7.750,6.925,,B,变,Core 6.925 落在 5.5–7.19,medium,线迹、机缝与织物贴花将当代纤维媒介与身份表达结合，具有亲近的手工质感和教育潜力，但目前缺乏更具体的作品语境资料。,组内唯一的当代纤维艺术作品，以巴哈马艺术家及机缝、织物贴花媒介形成鲜明代表性；虽非PEM海事与亚洲外销艺术核心，但补充了当代跨文化与身份叙事。,
264,Stamp Act Repeal'd teapot,,,European Art,object,18世纪英国政治纪念陶瓷,1,7.5,7,6.5,7,8.5,0,7.5,9,6,7.650,7.315,,A,变,Core 7.315 落在 7.2–8.49,high,1766年纪念印花税废除的茶壶直接连接英美殖民政治与革命前夕公共舆论，叙事清晰，虽属欧洲陶瓷却与美国历史高度相关。,组内唯一对象，1766年纪念《印花税法》废除，政治纪念陶瓷的历史指向鲜明且非重复性最高；同时可补充英国—北美殖民关系与塞勒姆海贸叙事，但并非PEM核心亚洲或海事藏品。,
265,Two English Boys in Asian Clothing,,Sean M. Healey Family Gallery of Asian Export Art,European Art,object,亚洲外销艺术展中的欧洲画作,3,7,7,6,7,8,0,7,3,6,5.600,6.860,,B,变,Core 6.860 落在 5.5–7.19,high,英国画家描绘身着亚洲服饰的儿童，兼具18世纪跨文化消费与身份表演的叙事价值，但艺术家及作品本身并非世界级名作。,组内代表性最低：虽体现欧洲人对亚洲服饰的想象，但与本组其他更具地域和历史叙事的作品相比重复性最高。,
266,Side chair from the grand salon on the ocean liner Normandie,,,European Art,object,海事题材装饰器物,2,7,6,7,7,7,0,8,6,6,7.000,6.750,,B,变,Core 6.750 落在 5.5–7.19,high,诺曼底号豪华邮轮原装沙龙座椅体现1930年代法国装饰艺术与跨大西洋航运文化，对海事馆藏有辅助价值。,组内品质与设计代表性较高，但相较于直接表现海战与美国海事史的花瓶，其海事叙事和独特性居次位。,
267,"Homeland, Blue and White",,,European Art,object,当代亚洲外销瓷再创作,1,7,8,8,7,8,0,7,9,8,7.800,7.630,,A,变,Core 7.630 落在 7.2–8.49,high,以中国、日本瓷器和荷兰代尔夫特残片重构跨文化贸易遗产，形式醒目且直接强化PEM亚洲外销艺术的叙事。,组内唯一对象，以17世纪中日瓷器与荷兰代尔夫特陶片的当代再创作独占代表性；同时连接亚洲外销艺术、荷兰贸易史与欧洲艺术叙事。,
268,"Armor, helmet and cuirass, used for the gioco del ponte (contest on the bridge) in Pisa",,,European Art,object,欧洲历史武备,1,7,4,6,6,7,0,6.5,8.5,4.5,6.700,5.920,,B,变,Core 5.920 落在 5.5–7.19,high,用于比萨桥上竞赛的彩绘铠甲保存了地方仪式、公共竞技与早期近代武备的结合，但与PEM核心身份关联有限。,组内唯一对象，作为意大利特殊桥上竞赛用彩绘铁甲具有较高非重复性，但在PEM以海事、亚洲外销艺术和东亚收藏为核心的叙事中补位价值有限。,
269,Potpourri vase,,Sean M. Healey Family Gallery of Asian Export Art,European Art,object,亚洲外销瓷与欧洲奢侈装饰器物,1,8,8,8,8,8,0,8.5,9.5,8.5,8.800,8.080,,A,变,Core 8.080 落在 7.2–8.49,high,中国、日本瓷器与法国鎏金青铜组合成18世纪巴黎奢侈品，集中呈现亚洲物质文化进入欧洲消费体系的过程。,组内唯一对象，以中日法瓷器结合巴黎艺术家设计与法国鎏金青铜的复合型约1740年奢华器物，非重复性最高，并高度契合PEM亚洲外销艺术叙事。,
270,"Dr. Thomas Richardson Colledge and His Assistant Afun in Their Ophthalmic Hospital, Macau",,Sean M. Healey Family Gallery of Asian Export Art,European Art,object,亚洲外销艺术展中的欧洲画作,3,8,8,7,7,9,0,8,6,8,7.400,7.790,,A,变,Core 7.790 落在 7.2–8.49,high,钱纳利描绘澳门眼科医院及中英人物，兼具澳门殖民社会、医疗交流和跨文化接触的高叙事价值。,组内居中：以澳门眼科医院及中西医疗交流为独特切入，较服饰肖像更具非重复性，但整体补位性略逊于加尔各答港海事题材。,
271,Launching of an Armed Merchantman in Calcutta Harbor,,Sean M. Healey Family Gallery of Asian Export Art,European Art,object,亚洲外销艺术展中的欧洲画作,3,8,8,8,8,9,0,8,8,9,8.200,8.170,,A,变,Core 8.170 落在 7.2–8.49,high,描绘加尔各答港武装商船下水，直接连接远洋贸易、殖民港口与海事技术，是PEM亚洲外销和海事身份的交汇点。,组内代表性最高：直接结合加尔各答港、武装商船与远洋贸易，最契合PEM海事艺术及亚洲外销艺术的核心叙事。,
272,"Pair of vases, USS Demologos and USS Constitution vs. HMS Guerriere",,Byrne Family Gallery of Maritime Art,European Art,object,海事题材装饰器物,2,7,7,8,8,8,0,8,9,9,8.500,7.600,,A,变,Core 7.600 落在 7.2–8.49,high,法国瓷器双瓶表现美国海军舰艇与英美海战，兼具精致装饰效果和美国海事、战争记忆的解释力。,组内代表性最高，以成对瓷瓶独特呈现美国早期军舰与英美海战，最能补足PEM的海事贸易与跨大西洋叙事。,
273,Prayer bead with the God in Glory and the Last Judgment,,,European Art,object,欧洲宗教雕刻小型器物,1,8,5,7,6,8,0,8,8.5,3,7.150,6.715,,B,变,Core 6.715 落在 5.5–7.19,high,约1500—1530年的黄杨木祈祷珠属于精细的尼德兰宗教雕刻，能解释晚期中世纪私人虔信，但体量小且非PEM核心特色。,组内唯一对象，作为16世纪早期荷兰雕刻黄杨木祈祷珠具有较高典范性与独特性，但对以海事及亚洲外销艺术为核心的PEM文明叙事补位有限。,
274,Chandelier for East India Marine Hall,,East India Marine Hall,European Art,object,PEM早期馆史与海事空间器物,1,7,9,8,8,9,0,7,9,9,8.000,8.200,,A,变,Core 8.200 落在 7.2–8.49,high,这件18世纪切割玻璃枝形吊灯自1804年即为East India Marine Hall陈设，直接承载PEM早期海事博物馆的机构记忆。,组内唯一对象，作为1804年捐赠并服务于东印度海事厅空间的18世纪英格兰切割玻璃枝形吊灯，具有突出的馆史与海事叙事补位价值。,
275,Salem Light Infantry uniform,,,Fashion Textiles,object,塞勒姆地方历史服饰,1,7,7,6,7,8,0,7,9,8,7.800,7.080,,B,变,Core 7.080 落在 5.5–7.19,high,约1812年的塞勒姆轻步兵制服连接地方民兵、美国早期社会和服饰制度，对PEM的塞勒姆地域身份具有明确教育价值。,组内唯一对象，作为约1812年的塞勒姆地方民兵制服，具有本馆此类地方历史服饰的独特代表性，并补充塞勒姆社区与美国早期地方社会叙事。,
276,Corset,,,Fashion Textiles,object,19世纪欧美女性服饰,1,7,5,6,7,7,0,7,9,5,7.200,6.370,,B,变,Core 6.370 落在 5.5–7.19,high,巴黎百货公司生产的19世纪晚期紧身胸衣可说明消费社会、性别规范和身体塑形，但与PEM不可替代的核心身份关联较弱。,组内唯一对象，因此在19世纪欧美女性服饰中代表性最高；其巴黎百货商店生产背景使其具有商业时尚史的独特性，但对PEM海事与亚洲外销艺术叙事的补位有限。,
277,Wedding dress,,,Fashion Textiles,object,历史与当代服装,6,6,5,5,5,6,0,5.5,4,6.5,5.250,5.375,,C,变,Core 5.375 < 5.5,medium,1872年塞勒姆制作的婚 dress 对地方社会史和服饰史有价值，但属于可替代的常规历史服装，现场冲击力有限。,组内代表性偏低，虽有塞勒姆地方关联，但作为19世纪婚 dress 类型较常见，重复性最高。,
278,Applique Rising-Sun Quilt,,,Fashion Textiles,object,装饰性纺织品（被褥与床罩）,2,7,5,7,7,7,0,7,4,5,5.700,6.370,,B,变,Core 6.370 落在 5.5–7.19,high,约1845年的马萨诸塞州太阳纹拼布兼具强烈图案效果与新英格兰家庭、地方工艺和社会史叙事价值。,组内次位：约1845年马萨诸塞州棉质拼布具有地方生活史价值，但相较印度帕兰波尔在年代、跨文化贸易关联和工艺独特性上重复度更高。,
279,Dress,,,Fashion Textiles,object,历史与当代服装,6,7,5,7,7,6,0,6.5,5.5,5.5,6.000,6.250,,B,变,Core 6.250 落在 5.5–7.19,high,1927年巴黎Jenny成衣体现战间期高级时装与复合材料工艺，视觉吸引力较强，但并非PEM身份核心。,组内居中偏后，1927年巴黎Jenny服装及特殊材质有辨识度，但对PEM核心叙事补位有限。,
280,Banyan (dressing gown),,,Fashion Textiles,object,历史与当代服装,6,7,6,7,6,7,0,7.5,8.5,8.5,8.000,6.700,,B,变,Core 6.700 落在 5.5–7.19,high,18世纪中期丝绸提花banyan连接英美精英服饰、跨大西洋贸易和殖民社会史，与塞勒姆贸易背景有较好关联。,组内代表性最高之一，18世纪中期banyan兼具英美社会史与跨大西洋贸易语境，类型独特且叙事补位强。,
281,Palampore (bed cover),,,Fashion Textiles,object,装饰性纺织品（被褥与床罩）,2,8,8,8,8,8,0,9,9,9,9.000,8.100,,A,变,Core 8.100 落在 7.2–8.49,high,1710—1750年的印度刺绣palampore兼具高水平工艺、跨文化贸易史和亚洲外销艺术价值，直接契合PEM身份。,组内代表性最高：18世纪印度帕兰波尔床罩兼具早期亚洲外销艺术、精细刺绣与材料复合特征，在本组中最具历史与文化独特性。,
282,Evening tuxedo jumpsuit,,,Fashion Textiles,object,历史与当代服装,6,7,6,7,7,6,0,7.5,6.5,6,6.900,6.590,,B,变,Core 6.590 落在 5.5–7.19,high,杰弗里·比恩的晚期设计代表美国现代时装观念，剪裁和礼服转化具有观赏性，但年代较近、叙事深度有限。,组内居中，Geoffrey Beene及晚期礼服设计具有品质和现代时尚史价值，但同类当代名家服装仍有重复。,
283,Bracelet,,,Fashion Textiles,object,当代原住民首饰,1,6,5,7,6,6,0,7,8,6,7.100,6.010,,B,变,Core 6.010 落在 5.5–7.19,high,Cody Sanderson的银质首饰体现当代迪内—霍皮艺术家的设计语言，视觉性较强，但单件的历史与馆藏代表性有限。,组内唯一对象，作为当代原住民首饰代表具有较高独特性，但在PEM海事、亚洲外销艺术与荫余堂核心叙事中的补位价值属中等。,
284,Dress,,,Fashion Textiles,object,历史与当代服装,6,8,6,6,7,8,0,8.5,8,7.5,8.150,7.065,,B,变,Core 7.065 落在 5.5–7.19,high,Claire McCardell是美国现代服装设计的重要人物，1940年代作品对美国设计史和功能性着装叙事具有较高教育价值。,组内品质与历史地位最高，Claire McCardell是美国现代服装设计的关键代表，虽非PEM独有类型仍具强典范性。,
285,Kiss Me Dolores,,Carl and Iris Barrel Apfel Gallery of Fashion and Design,Fashion Textiles,object,当代设计鞋履,1,5,5,7,7,5,0,7,9,5,7.200,5.820,,B,变,Core 5.820 落在 5.5–7.19,high,Charlotte Olympia的水钻、皮革与丝缎设计具有鲜明的当代时尚趣味和即刻视觉吸引力，但历史与教育价值较有限。,组内唯一对象，作为 Charlotte Olympia 的当代设计鞋履，代表性与非重复性最高；但对 PEM 核心海事及亚洲外销叙事的补位作用有限。,
286,"Ensemble, from the collection Fashion as Resistance",,,Fashion Textiles,object,历史与当代服装,6,7,6,6,6,8,0,7,7.5,8,7.350,6.635,,B,变,Core 6.635 落在 5.5–7.19,high,Carla Fernández的“Fashion as Resistance”系列将墨西哥身份、政治表达与服装设计结合，叙事和教育价值突出。,组内居前，Carla Fernández以“时尚作为抵抗”引入墨西哥当代社会与身份叙事，地域和主题补位明显。,
287,Cape,,,Fashion Textiles,object,原住民服饰与纺织品,1,8,7,7,7,8,0,8.5,9,8,8.550,7.505,,A,变,Core 7.505 落在 7.2–8.49,high,约1820年的乌南加克斯肠衣斗篷展示阿留申群岛独特材料技术与原住民文化，稀有性和文化解释力较高。,组内唯一对象，约1820年的乌南加克斯阿留申肠衣斗篷以罕见材料和原住民文化语境代表本馆原住民纺织品叙事，非重复性最高。,
288,Doll of a woman and child (iki ningyo),,,Japanese Art,object,日本民俗人形,1,7,8,7,7,8,0,8,9,8,8.300,7.530,,A,变,Core 7.530 落在 7.2–8.49,high,1883年由爱德华·莫尔斯为PEM委托制作的日本人形兼具精细工艺、日本社会文化叙事和博物馆早期东亚收藏史价值。,组内唯一对象，作为1883年为爱德华·莫尔斯委托制作的日本生人形，兼具民俗工艺与PEM早期日本收藏史的独特代表性。,
289,"Kabuki robe (uchikake) with design of tortoise, crane, and pines",,,Japanese Art,object,日本戏剧服饰,1,7,6,8,8,7,0,7.5,8.5,7.5,7.800,7.130,,B,变,Core 7.130 落在 5.5–7.19,high,19世纪日本歌舞伎礼服结合金包线、丝绸与吉祥纹样，兼具精湛工艺、强烈视觉效果和戏剧文化解释力。,组内唯一对象，作为日本歌舞伎戏剧服饰代表，兼具华丽工艺与日本表演文化补位价值，D在本组最高。,
290,"Dejima, the Dutch Trading Station at Nagasaki handscroll",,,Japanese Art,object,日本对外贸易题材绘画与手卷,1,7,8,6,7,9,0,8,9,9,8.500,7.550,,A,变,Core 7.550 落在 7.2–8.49,high,描绘长崎出岛荷兰贸易站，直接连接日本、欧洲与塞勒姆的海事贸易语境，叙事和教育价值突出。,组内唯一对象，且以长崎出岛荷兰贸易站为主题，最直接代表日本对外贸易与PEM海事—亚洲交流叙事。,
